"folio","con_ex_p","dis_ex_p","res_ex_p","con_re_p","dis_re_p","res_re_p","totl_tom","tom_mun","tom_loc","t_cm_dom","t_cms_do","t_sm_dom","t_cm_ind","t_cms_in","t_sm_ind","t_cm_com","t_cms_co","t_sm_com","t_cm_pub","t_cms_pu","t_sm_pub","t_cm_mix","t_cms_mx","t_sm_mix","t_cm_tot","t_cms_to","t_sm_tot","factu_ag","fac_cufi","razcufij","c_fija_e","fac_srvm","aj_tarif","ajutarec","ajtarcnf","aj_cnf_e","esq_agua","boni_tar","fon_soli","fom_ahor","otro_esq","oesq_esp","el_capta","desin_ag","el_siste","el_potab","quim_pot","el_trata","quim_tra","remu_agu","remu_dre","remu_tra","der_expl","der_cuer","reha_man","dep_acti","otr_gast","total","ing_agua","agua_tra","saneamie","conexion","der_alca","vnt_lodo","agua_pip","otro_ing","sub_fede","sub_esta","sub_muni","multas","ej_anter","total_in"
"21076","15","3","","","","","1211","1211","","","","1211","","","","","","","","","","","","","","","1211","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","","200000","","","","","","","","","","","","","","200000","249972","","","","","","","","","","","","","249972"
"21077","10.5","2","","","","","400","400","","","","400","","","","","","","","","","","","","","","400","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21078","7","10","","3","","","2000","2000","","","","2000","","","","","","","","","","","","","","","2000","1","1","0","","2","2","7","0","","2","NA","NA","NA","NA","","","NSS","","","","","","","","","","","","","","NSS","13375","","","18100","","","","","","","","","","31475"
"21079","1.25","10.85","","0.65","0.32","","1257","660","597","","","1100","","","","","","157","","","","","","","","","1257","1","1","3","","2","1","0","1","","2","NA","NA","NA","NA","","228000","42000","","","","","","","","","46391","35000","140538.83","","","491929.83","55330","","","6000","6000","","","","","","","","","67330"
"21080","8.55","9.89","","","1","","927","563","364","","","927","","","","","","","","","","","","","","","927","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21081","45","45","","","","","550","550","","","","550","","","","","","","","","","","","","","","550","1","1","4","CABECERA MUNICIPAL SIN MEDIDORES","2","2","7","0","","2","NA","NA","NA","NA","","420000","17200","","","","","","60000","","","","","","","41000","538200","40000","","","1800","","","10000","","","","","","","51800"
"21082","4","26","","","","","2150","2150","","","","2115","","","","","","30","","","5","","","","","","2150","1","1","1","","2","1","0","1","","1","","","450","","","737671.07","32000","","","","","","192000","254621.26","","82740","","82000","","64580","1445612.33","378496.5","","","32371","","","","","","","","","","410867.5"
"21083","2200","1800","","","","","749","749","","","","749","","","","","","","","","","","","","","","749","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21084","42","65","","1","0.35","","804","504","300","","","804","","","","","","","","","","","","","","","804","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21085","ND","153","","","0.5","","16112","16112","","4799","","10474","24","","5","630","","180","","","","","","","5453","","10659","1","1","1","","1","2","3","0","","2","NA","NA","NA","NA","","4479729","365675","246176","","","344935","500","9263581","5081286","658613","552389","1321045","148142","","19580748","42042819","24383911","","3038472","534255","5409843","","363561","2967159","787718","","","1908407","237","39393563"
"21086","15","35","","1.5","0.6","","200","200","","","","200","","","","","","","","","","","","","","","200","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21087","3.5","9.2","","","","","2650","2650","","","","2620","","","","","","","","","30","","","","","","2650","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","420000","","","","","","","96000","","","170388","","220000","","","906388","147000","","","","","","","","","","","","","147000"
"21088","62","280","","24","65","","400","400","","","","388","","","","","","","","","12","","","","","","400","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21089","3.56","8.21","","2.1","4","","2002","320","1682","","","1745","","","","","","231","","","26","","","","","","2002","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21090","ND","2","","","","","1110","1110","","","","1110","","","","","","","","","","","","","","","1110","1","2","1","","2","1","0","1","","2","NA","NA","NA","NA","","","","NA","NA","NA","NA","NA","","","","","157953","","","","157953","183600","","","","","","","","","","","","","183600"
"21091","18.55","12","","18.55","12","","1969","1179","790","","","1969","","","","","","","","","","","","","","","1969","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21092","200","220","","","","","3680","1750","1930","","","3680","","","","","","","","","","","","","","","3680","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21093","7","98","","0.75","7","","1563","210","1373","","","1563","","","","","","","","","","","","","","","1563","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21094","55","32","","","","","4720","4720","","","","3970","","","","","","180","","","80","","","490","","","4720","1","1","2","","2","1","0","1","","2","NA","NA","NA","NA","","2400000","NSS","","","","","","945120","","","","","380000","","","3725120","3316380","","","","","","","","","","","","","3316380"
"21095","10","10","","7","7","","240","240","","240","","240","","","","","","","","","","","","","240","","240","1","1","1","","2","1","1","1","","2","NA","NA","NA","NA","","276000","1400","","","","","","","","","","","","","","277400","52000","","","","","","","","","","","","","52000"
"21096","30","16","","0.37","0.1","","538","538","230","","","520","","","","","","15","","","3","","","","","","538","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","384000","96000","","","","","","","","","","","","","","480000","250380","","","3450","","","","","","","","","","253830"
"21097","NSS","NSS","","NSS","NSS","NSS","620","620","","","","620","","","","","","","","","","","","","","","620","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21098","2","6","","","1.2","","608","608","","","","607","","","","","","1","","","","","","","","","608","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","","3770","169136.44","","","","","","","","","","","","","172906.44","96080","","","","","","","","","","","","","96080"
"21099","1.5","7","","","","","1187","1187","","","","1187","","","","","","","","","","","","","","","1187","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21100","NA","NA","NA","NA","NA","NA","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21101","3","3","","","","","1204","1204","","","","1204","","","","","","","","","","","","","","","1204","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21102","4","65","","","","","3225","3225","","","","3000","","","150","","","60","","","15","","","","","","3225","1","1","1","","2","1","0","4","","2","NA","NA","NA","NA","","4000000","","NA","","","","","","","","372000","1624104","50000","","306000","6352104","409501.5","","","","","","","","","","","","","409501.5"
"21103","0.98","1.3","","","","","1400","1000","400","","","1400","","","","","","","","","","","","","","","1400","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21104","22","100","","","2","","5000","800","4200","","","4951","","","4","","","","","","45","","","","","","5000","1","1","1","","2","1","6","5","","2","NA","NA","NA","NA","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS"
"21105","6","6","","","","","1545","490","1055","","","1545","","","","","","","","","","","","","","","1545","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","832290.55","11702.08","","","","","","70976.88","","","","","107000","","","1021969.51","302962.5","","","","","","","","","","","","","302962.5"
"21106","3","12","","","","","5000","5000","","","","5000","","","","","","","","","","","","","","","5000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21107","16","38","","","","","2313","550","1763","","","2313","","","","","","","","","","","","","","","2313","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21108","ND","3542","","","2","","5082","3542","1540","","","5080","","","","","","2","","","","","","","","","5082","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","2244413","186000","","","","","","486288","","","1040952","","18000","","","3975653","729948","","","","169986","","","","","","","","","899934"
"21109","15","34","","","10.3","","1306","1306","","","","1305","","","","","","1","","","","","","","","","1306","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21110","3","4","","","","","1500","1500","","","","1500","","","","","","","","","","","","","","","1500","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21111","5","3.5","","1.5","1","","2000","843","1157","","","2000","","","","","","","","","","","","","","","2000","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","924000","128000","","","","","","329000","","","12725","","125000","18000","","1536725","151808","","","7285","","","","","","","","","","159093"
"21112","2","2","","2","NSS","","1516","1516","","","","1516","","","","","","","","","","","","","","","1516","1","1","1","","2","2","4","0","","2","NA","NA","NA","NA","","159977","","","","","","","20000","","","","","","","","179977","220688","","","28000","","","","","","","","","","248688"
"21113","2","2","","","2","","963","963","","","","963","","","","","","","","","","","","","","","963","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","511848","10425.9","","","","","","48000","","","","","","","","570273.9","183200","","","","","","","","","","","","","183200"
"21114","358.02","3387.29","","0.74","3.506","","506375","458921","47454","107490","55863","287918","","","","12229","3894","38981","","","","","","","119719","59757","326899","1","1","1","","1","2","2","0","","1","","202852","","","","175961748.24","9616425.79","42048142.18","11467346.79","34841753.34","19177368.16","13193289.19","103244941.873552","19167838.6063697","13105852.4900777","18165801.12","45274730.01","47731881.93","43201939.88","761858288.94","1358057348.54","791084722.2","863064.55","282642656.77","53520841.93","","","2566605.11","","","","","12519874.02","273062836.51","1416260601.09"
"21115","7","67","","","","","221","NSS","NSS","","","220","","","1","","","","","","","","","","","","221","1","1","1","","2","2","1","0","","2","NA","NA","NA","NA","","851681","238786.05","","","","","32936","42000","","","250854","","","","","1416257.05","NSS","","NSS","NSS","","","321","","","","NSS","","","321"
"21116","6","2","","","","","600","600","","","","600","","","","","","","","","","","","","","","600","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21117","0.78","28.17","","","","","5072","NSS","NSS","","","3552","","","20","","","1500","","","","","","","","","5072","1","1","1","","2","2","7","0","","2","NA","NA","NA","NA","","3011804.41","385","","","","","","NSS","","","NSS","NSS","NSS","NSS","NSS","3012189.41","NSS","","","NSS","NSS","","","","","","","","","NSS"
"21118","1.5","20","","","","","3155","3155","","","","3155","","","","","","","","","","","","","","","3155","1","1","3","","2","2","7","0","","2","NA","NA","NA","NA","","1486572","NSS","NSS","","","114000","420000","144000","","","","","","","","2164572","NSS","","","","","","","","","","","","","NSS"
"21119","62.36","259.15","","5","5.32","","36269","325","35944","21227","4473","8309","3","","","1211","38","1008","","","","","","","22441","4511","9317","1","1","1","","1","1","0","1","","1","1487","1442","","","","9712278.16","200000","","7172328.7539601","15698193.9201548","9490851.0688573","6100917.1784068","4000000","500000","24240727.56","1206199.32","2000000","20437619.73","1533835.81","52312402.46","154605353.961379","72599445.99","","21278011.23","19889866.91","26831198.67","","","","","","","","1162636.49","141761159.29"
"21120","6","15","","0.2","0.35","","1400","550","850","","","1400","","","","","","","","","","","","","","","1400","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","90000","1500","","","","","","168000","","","","","","","","259500","168000","","","","","","","","","","","","","168000"
"21121","8","6","","0.2","0.1","","200","200","","","","200","","","","","","","","","","","","","","","200","1","1","1","","2","2","3","0","","2","NA","NA","NA","NA","","192000","","","","","","","","","","","","","","","192000","126000","","","2500","","","","","","","","","","128500"
"21122","NSS","NSS","NSS","NSS","NSS","NSS","2864","2864","","","","2864","","","","","","","","","","","","","","","2864","1","1","4","USOS Y COSTUMBRES","2","2","6","0","","2","NA","NA","NA","NA","","585000","NSS","","","","","","72000","","","","","","","200000","857000","800000","","","30000","","","","","","","150000","","","980000"
"21123","5","10","","","","","300","200","100","NA","NA","300","NA","NA","","NA","NA","","NA","NA","","NA","NA","","NA","NA","300","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
