"id_recibo","folio","recibcon","si_inclu","no_inclu","no_aplic"
"9415","20120","6","","1",""
"9416","20120","7","","1",""
"9417","20120","8","","1",""
"9418","20120","9","","1",""
"9419","20120","10","","1",""
"9420","20120","11","","1",""
"9421","20120","12","","1",""
"9422","30175","4","","1",""
"9423","30175","5","","1",""
"9424","30175","6","","1",""
"9425","30175","7","","1",""
"9426","30175","8","","1",""
"9427","30175","11","","1",""
"9428","30175","12","","1",""
"9429","21007","3","","1",""
"9430","21001","9","","1",""
"9431","21001","10","","1",""
"9432","21001","11","","1",""
"9433","21001","12","","1",""
"9434","14113","5","","1",""
"9435","14113","8","","1",""
"9436","14113","9","","1",""
"9437","30065","4","","1",""
"9438","20226","0","","1",""
"9439","20039","4","","1",""
"9440","20039","5","","1",""
"9441","20039","6","","1",""
"9442","20039","7","","1",""
"9443","20039","9","","1",""
"9444","20039","11","","1",""
"9445","20226","4","","1",""
"9446","20226","0","","1",""
"9447","20226","0","","1",""
"9448","20226","7","","1",""
"9449","20226","8","","1",""
"9450","20226","9","","1",""
"9451","20226","10","","1",""
"9452","20226","11","","1",""
"9453","20226","12","","1",""
"9454","14112","3","","1",""
"9455","14112","4","","1",""
"9456","14112","5","","1",""
"9457","14112","6","","1",""
"9458","14112","11","","1",""
"9459","31050","4","","1",""
"9460","31050","5","","1",""
"9461","31050","7","","1",""
"9462","31050","11","","1",""
"9463","31050","12","","1",""
"9464","32053","3","","1",""
"9465","32053","4","","1",""
"9466","32053","5","","1",""
"9467","32053","6","","1",""
"9468","32053","7","","1",""
"9469","32053","10","","1",""
"9470","32053","11","","1",""
"9471","32053","12","","1",""
"9472","27005","11","","1",""
"9473","27005","12","","1",""
"9474","11032","4","","1",""
"9475","11032","5","","1",""
"9476","11032","8","","1",""
"9477","13048","4","","1",""
"9478","13048","5","","1",""
"9479","13048","12","","1",""
"9480","20231","2","","1",""
"9481","20231","3","","1",""
"9482","20231","4","","1",""
"9483","20231","5","","1",""
"9484","20231","6","","1",""
"9485","20231","7","","1",""
"9486","20231","8","","1",""
"9487","20231","9","","1",""
"9488","20231","10","","1",""
"9489","20231","11","","1",""
"9490","20231","12","","1",""
"9491","20275","2","","1",""
"9492","20275","3","","1",""
"9493","20275","4","","1",""
"9494","20275","5","","1",""
"9495","20275","6","","1",""
"9496","20275","7","","1",""
"9497","20275","8","","1",""
"9498","17008","11","","1",""
"9499","27003","4","","1",""
"9500","27003","5","","1",""
"9501","27003","8","","1",""
"9502","27003","10","","1",""
"9503","27003","11","","1",""
"9504","27003","12","","1",""
"9505","17035","4","","1",""
"9506","17035","6","","1",""
"9507","17035","7","","1",""
"9508","17035","9","","1",""
"9509","17035","12","","1",""
"9510","10030","4","","1",""
"9511","10030","5","","1",""
"9512","10030","6","","1",""
"9513","10030","7","","1",""
"9514","10030","9","","1",""
"9515","10030","10","","1",""
"9516","10030","12","","1",""
"9517","14087","3","","1",""
"9518","14087","4","","1",""
"9519","14087","7","","1",""
"9520","14087","8","","1",""
"9521","14087","9","","1",""
"9522","14087","10","","1",""
"9523","14087","11","","1",""
"9524","14087","12","","1",""
"9525","14095","8","","1",""
"9526","14095","10","","1",""
"9527","14081","4","","1",""
"9528","14081","5","","1",""
"9529","14081","7","","1",""
"9530","14081","8","","1",""
"9531","14081","9","","1",""
"9532","14081","10","","1",""
"9533","14081","12","","1",""
"9534","14060","4","","1",""
"9535","14060","5","","1",""
"9536","14060","7","","1",""
"9537","14060","8","","1",""
"9538","14060","9","","1",""
"9539","14060","10","","1",""
"9540","14060","11","","1",""
"9541","20251","3","","1",""
"9542","20251","4","","1",""
"9543","20251","5","","1",""
"9544","20251","6","","1",""
"9545","20251","7","","1",""
"9546","20251","8","","1",""
"9547","20251","9","","1",""
"9548","20251","10","","1",""
"9549","20251","11","","1",""
"9550","20251","12","","1",""
"9551","20259","2","","1",""
"9552","20259","3","","1",""
"9553","20259","4","","1",""
"9554","20259","5","","1",""
"9555","20259","6","","1",""
"9556","20259","7","","1",""
"9557","20259","8","","1",""
"9558","12008","4","","1",""
"9559","12008","5","","1",""
"9560","12008","6","","1",""
"9561","12008","7","","1",""
"9562","12008","8","","1",""
"9563","12008","9","","1",""
"9564","12008","10","","1",""
"9565","12008","11","","1",""
"9566","20520","4","","1",""
"9567","20520","5","","1",""
"9568","20520","6","","1",""
"9569","20520","7","","1",""
"9570","7101","3","","1",""
"9571","7101","4","","1",""
"9572","7101","7","","1",""
"9573","7101","8","","1",""
"9574","7101","11","","1",""
"9575","7101","12","","1",""
"9576","20520","8","","1",""
"9577","20520","9","","1",""
"9578","20520","10","","1",""
"9579","20520","11","","1",""
"9580","20025","4","","1",""
"9581","20025","5","","1",""
"9582","20025","6","","1",""
"9583","20025","7","","1",""
"9584","20025","9","","1",""
"9585","20025","10","","1",""
"9586","20025","11","","1",""
"9587","20025","12","","1",""
"9588","20540","4","","1",""
"9589","20540","5","","1",""
"9590","20540","7","","1",""
"9591","20540","8","","1",""
"9592","20540","9","","1",""
"9593","20540","11","","1",""
"9594","20540","12","","1",""
"9595","20549","2","","1",""
"9596","20549","3","","1",""
"9597","20549","4","","1",""
"9598","20549","5","","1",""
"9599","20549","6","","1",""
"9600","20549","7","","1",""
"9601","20549","9","","1",""
"9602","20549","10","","1",""
"9603","20549","11","","1",""
"9604","20549","12","","1",""
"9605","20311","1","","1",""
"9606","20311","4","","1",""
"9607","20311","5","","1",""
"9608","20311","6","","1",""
"9609","20311","7","","1",""
"9610","20311","9","","1",""
"9611","20311","11","","1",""
"9612","20311","12","","1",""
"9613","20304","3","","1",""
"9614","20304","4","","1",""
"9615","20304","5","","1",""
"9616","20304","6","","1",""
"9617","20304","7","","1",""
"9618","20304","8","","1",""
"9619","20304","9","","1",""
"9620","20304","10","","1",""
"9621","20304","11","","1",""
"9622","20304","12","","1",""
"9623","20143","4","","1",""
"9624","20143","5","","1",""
"9625","20143","6","","1",""
"9626","20143","7","","1",""
"9627","20143","9","","1",""
"9628","20143","10","","1",""
"9629","20143","11","","1",""
"9630","20143","12","","1",""
"9631","20265","3","","1",""
"9632","20265","4","","1",""
"9633","20265","5","","1",""
"9634","20265","7","","1",""
"9635","20265","9","","1",""
"9636","20265","10","","1",""
"9637","20265","11","","1",""
"9638","20265","12","","1",""
"9639","20305","3","","1",""
"9640","20305","4","","1",""
"9641","20305","5","","1",""
"9642","20305","6","","1",""
"9643","20305","7","","1",""
"9644","20305","8","","1",""
"9645","20305","10","","1",""
"9646","20305","12","","1",""
"9647","20308","3","","1",""
"9648","20308","4","","1",""
"9649","20308","5","","1",""
"9650","20308","7","","1",""
"9651","20308","9","","1",""
"9652","20308","10","","1",""
"9653","20308","11","","1",""
"9654","20308","12","","1",""
"9655","20329","1","","1",""
"9656","20329","2","","1",""
"9657","20329","3","","1",""
"9658","20329","4","","1",""
"9659","20329","5","","1",""
"9660","20329","6","","1",""
"9661","20329","7","","1",""
"9662","20329","8","","1",""
"9663","20329","9","","1",""
"9664","20329","10","","1",""
"9665","20329","11","","1",""
"9666","20329","12","","1",""
"9667","20331","2","","1",""
"9668","20331","3","","1",""
"9669","20331","4","","1",""
"9670","20331","5","","1",""
"9671","20331","6","","1",""
"9672","20331","7","","1",""
"9673","20331","8","","1",""
"9674","25001","4","","1",""
"9675","25001","5","","1",""
"9676","25001","11","","1",""
"9677","3008","4","","1",""
"9678","3008","5","","1",""
"9679","3008","8","","1",""
"9680","3008","11","","1",""
"9681","3008","12","","1",""
"9682","15011","2","","1",""
"9683","15011","3","","1",""
"9684","15011","4","","1",""
"9685","15011","5","","1",""
"9686","15011","6","","1",""
"9687","15011","7","","1",""
"9688","15011","8","","1",""
"9689","15011","9","","1",""
"9690","15011","10","","1",""
"9691","15011","11","","1",""
"9692","15011","12","","1",""
"9693","12018","3","","1",""
"9694","12018","4","","1",""
"9695","12018","5","","1",""
"9696","12075","11","","1",""
"9697","12077","3","","1",""
"9698","12077","4","","1",""
"9699","12077","5","","1",""
"9700","12077","6","","1",""
"9701","12077","7","","1",""
"9702","12077","8","","1",""
"9703","12077","9","","1",""
"9704","12077","10","","1",""
"9705","12077","11","","1",""
"9706","12077","12","","1",""
"9707","14002","2","","1",""
"9708","14002","3","","1",""
"9709","14002","4","","1",""
"9710","14002","5","","1",""
"9711","14002","7","","1",""
"9712","14002","9","","1",""
"9713","14002","10","","1",""
"9714","14002","11","","1",""
"9715","14002","12","","1",""
"9716","20453","5","","1",""
"9717","20453","6","","1",""
"9718","20453","7","","1",""
"9719","20453","8","","1",""
"9720","20453","9","","1",""
"9721","20453","10","","1",""
"9722","20453","11","","1",""
"9723","20453","12","","1",""
"9724","10002","4","","1",""
"9725","10002","5","","1",""
"9726","10002","6","","1",""
"9727","10002","7","","1",""
"9728","10002","8","","1",""
"9729","10002","9","","1",""
"9730","10002","10","","1",""
"9731","10002","11","","1",""
"9732","10002","12","","1",""
"9733","19046","11","","1",""
"9734","19046","12","","1",""
"9735","30075","4","","1",""
"9736","30075","6","","1",""
"9737","30075","7","","1",""
"9738","30075","8","","1",""
"9739","10017","1","","1",""
"9740","10017","4","","1",""
"9741","10017","5","","1",""
"9742","10017","7","","1",""
"9743","10017","8","","1",""
"9744","10017","9","","1",""
"9745","10017","10","","1",""
"9746","10017","11","","1",""
"9747","10017","12","","1",""
"9748","32056","4","","1",""
"9749","32056","8","","1",""
"9750","32056","12","","1",""
"9751","16065","4","","1",""
"9752","16065","5","","1",""
"9753","16065","7","","1",""
"9754","16065","10","","1",""
"9755","16066","1","","1",""
"9756","30075","12","","1",""
"9757","6006","4","","1",""
"9758","6006","5","","1",""
"9759","6006","9","","1",""
"9760","21209","4","","1",""
"9761","21209","5","","1",""
"9762","12017","4","","1",""
"9763","12017","5","","1",""
"9764","12017","6","","1",""
"9765","12017","7","","1",""
"9766","12017","8","","1",""
"9767","12017","9","","1",""
"9768","12018","6","","1",""
"9769","12018","7","","1",""
"9770","14082","3","","1",""
"9771","14082","4","","1",""
"9772","14082","5","","1",""
"9773","14082","7","","1",""
"9774","14082","8","","1",""
"9775","14082","9","","1",""
"9776","14082","10","","1",""
"9777","14082","11","","1",""
"9778","20063","2","","1",""
"9779","20063","3","","1",""
"9780","20063","4","","1",""
"9781","20063","5","","1",""
"9782","20063","6","","1",""
"9783","20063","7","","1",""
"9784","20063","9","","1",""
"9785","20063","11","","1",""
"9786","20063","12","","1",""
"9787","21201","4","","1",""
"9788","21201","10","","1",""
"9789","21201","11","","1",""
"9790","21201","12","","1",""
"9791","11008","3","","1",""
"9792","11008","4","","1",""
"9793","11008","7","","1",""
"9794","11008","8","","1",""
"9795","11008","9","","1",""
"9796","21011","1","","1",""
"9797","21011","2","","1",""
"9798","21011","3","","1",""
"9799","21011","4","","1",""
"9800","21011","5","","1",""
"9801","21011","6","","1",""
"9802","21011","7","","1",""
"9803","21011","8","","1",""
"9804","21011","9","","1",""
"9805","21011","10","","1",""
"9806","21011","11","","1",""
"9807","21199","3","","1",""
"9808","21199","4","","1",""
"9809","21199","5","","1",""
"9810","21209","2","","1",""
"9811","21209","6","","1",""
"9812","21209","7","","1",""
"9813","21209","8","","1",""
"9814","21209","9","","1",""
"9815","21209","11","","1",""
"9816","21209","12","","1",""
"9817","21202","1","","1",""
"9818","21202","2","","1",""
"9819","21202","3","","1",""
"9820","21202","4","","1",""
"9821","21202","5","","1",""
"9822","21202","6","","1",""
"9823","21202","7","","1",""
"9824","21202","8","","1",""
"9825","21208","4","","1",""
"9826","21208","5","","1",""
"9827","21208","9","","1",""
"9828","21208","10","","1",""
"9829","20021","2","","1",""
"9830","20021","3","","1",""
"9831","20021","4","","1",""
"9832","20021","5","","1",""
"9833","20021","6","","1",""
"9834","20021","7","","1",""
"9835","20021","8","","1",""
"9836","20021","9","","1",""
"9837","20021","10","","1",""
"9838","20021","11","","1",""
"9839","20021","12","","1",""
"9840","32052","4","","1",""
"9841","32052","5","","1",""
"9842","32052","6","","1",""
"9843","20554","1","","1",""
"9844","20554","2","","1",""
"9845","20554","3","","1",""
"9846","20554","4","","1",""
"9847","20554","5","","1",""
"9848","20554","6","","1",""
"9849","20554","7","","1",""
"9850","20554","8","","1",""
"9851","20554","9","","1",""
"9852","20554","10","","1",""
"9853","20554","11","","1",""
"9854","20554","12","","1",""
"9855","14014","2","","1",""
"9856","14014","3","","1",""
"9857","14014","4","","1",""
"9858","14014","7","","1",""
"9859","14014","9","","1",""
"9860","14014","10","","1",""
"9861","32052","7","","1",""
"9862","32052","8","","1",""
"9863","32052","9","","1",""
"9864","32052","10","","1",""
"9865","32052","11","","1",""
"9866","32052","12","","1",""
"9867","27005","4","","1",""
"9868","21132","3","","1",""
"9869","21132","4","","1",""
"9870","27005","8","","1",""
"9871","27005","9","","1",""
"9872","27005","10","","1",""
"9873","21082","11","","1",""
"9874","21022","3","","1",""
"9875","21022","4","","1",""
"9876","21022","5","","1",""
"9877","17036","9","","1",""
"9878","17036","10","","1",""
"9879","17036","11","","1",""
"9880","15013","4","","1",""
"9881","15013","5","","1",""
"9882","15013","7","","1",""
"9883","15013","8","","1",""
"9884","15013","12","","1",""
"9885","21022","6","","1",""
"9886","21022","7","","1",""
"9887","14050","8","","1",""
"9888","14050","9","","1",""
"9889","14050","10","","1",""
"9890","27002","4","","1",""
"9891","27002","5","","1",""
"9892","20539","11","","1",""
"9893","20539","12","","1",""
"9894","20165","4","","1",""
"9895","20165","5","","1",""
"9896","20165","6","","1",""
"9897","20165","7","","1",""
"9898","20165","8","","1",""
"9899","20165","9","","1",""
"9900","20165","10","","1",""
"9901","20165","11","","1",""
"9902","20165","12","","1",""
"9903","21022","9","","1",""
"9904","21022","10","","1",""
"9905","21022","11","","1",""
"9906","21022","12","","1",""
"9907","10005","4","","1",""
"9908","20259","9","","1",""
"9909","20259","10","","1",""
"9910","20259","11","","1",""
"9911","20261","4","","1",""
"9912","20261","5","","1",""
"9913","20261","8","","1",""
"9914","21112","2","","1",""
"9915","21112","3","","1",""
"9916","27002","8","","1",""
"9917","27002","10","","1",""
"9918","27002","11","","1",""
"9919","27002","12","","1",""
"9920","20261","9","","1",""
"9921","20261","10","","1",""
"9922","20261","11","","1",""
"9923","20261","12","","1",""
"9924","5002","4","","1",""
"9925","20174","1","","1",""
"9926","20174","2","","1",""
"9927","20174","3","","1",""
"9928","20174","4","","1",""
"9929","20174","5","","1",""
"9930","20174","6","","1",""
"9931","20174","7","","1",""
"9932","20174","12","","1",""
"9933","30036","4","","1",""
"9934","30036","5","","1",""
"9935","30036","6","","1",""
"9936","30036","7","","1",""
"9937","30036","8","","1",""
"9938","30036","9","","1",""
"9939","30036","10","","1",""
"9940","20566","3","","1",""
"9941","20566","4","","1",""
"9942","20566","5","","1",""
"9943","20566","6","","1",""
"9944","20566","7","","1",""
"9945","20566","8","","1",""
"9946","20566","9","","1",""
"9947","20566","10","","1",""
"9948","20566","11","","1",""
"9949","20566","12","","1",""
"9950","20341","1","","1",""
"9951","20341","3","","1",""
"9952","20341","4","","1",""
"9953","20341","5","","1",""
"9954","20341","6","","1",""
"9955","20341","7","","1",""
"9956","20341","8","","1",""
"9957","20341","9","","1",""
"9958","20341","10","","1",""
"9959","20341","11","","1",""
"9960","20341","12","","1",""
"9961","21019","4","","1",""
"9962","21019","5","","1",""
"9963","21019","12","","1",""
"9964","20429","3","","1",""
"9965","20429","4","","1",""
"9966","20429","5","","1",""
"9967","20429","6","","1",""
"9968","20429","7","","1",""
"9969","20429","8","","1",""
"9970","20429","9","","1",""
"9971","20429","10","","1",""
"9972","20429","11","","1",""
"9973","20429","12","","1",""
"9974","20517","2","","1",""
"9975","20517","3","","1",""
"9976","20517","4","","1",""
"9977","20517","5","","1",""
"9978","20517","6","","1",""
"9979","20517","7","","1",""
"9980","20517","8","","1",""
"9981","20517","9","","1",""
"9982","20208","3","","1",""
"9983","20208","8","","1",""
"9984","20208","9","","1",""
"9985","20208","10","","1",""
"9986","20480","3","","1",""
"9987","20517","10","","1",""
"9988","20517","11","","1",""
"9989","20517","12","","1",""
"9990","20480","4","","1",""
"9991","20480","5","","1",""
"9992","20480","6","","1",""
"9993","20480","7","","1",""
"9994","20480","8","","1",""
"9995","20480","9","","1",""
"9996","20480","10","","1",""
"9997","20480","11","","1",""
"9998","20480","12","","1",""
"9999","20269","2","","1",""
"10000","20269","3","","1",""
"10001","20269","4","","1",""
"10002","20269","5","","1",""
"10003","20269","6","","1",""
"10004","20269","7","","1",""
"10005","20269","8","","1",""
"10006","20269","9","","1",""
"10007","20269","10","","1",""
"10008","20269","11","","1",""
"10009","20269","12","","1",""
"10010","20499","3","","1",""
"10011","20499","4","","1",""
"10012","20499","5","","1",""
"10013","20499","6","","1",""
"10014","20499","7","","1",""
"10015","20499","8","","1",""
"10016","20499","10","","1",""
"10017","20499","11","","1",""
"10018","17027","2","","1",""
"10019","12029","4","","1",""
"10020","12029","5","","1",""
"10021","12029","8","","1",""
"10022","20153","6","","1",""
"10023","20526","3","","1",""
"10024","20526","4","","1",""
"10025","20526","5","","1",""
"10026","20526","6","","1",""
"10027","20526","7","","1",""
"10028","20526","8","","1",""
"10029","20526","9","","1",""
"10030","20526","10","","1",""
"10031","20526","11","","1",""
"10032","20526","12","","1",""
"10033","20324","3","","1",""
"10034","20324","4","","1",""
"10035","20324","5","","1",""
"10036","20324","6","","1",""
"10037","20324","7","","1",""
"10038","20324","8","","1",""
"10039","12029","12","","1",""
"10040","12027","1","","1",""
"10041","12027","2","","1",""
"10042","12027","4","","1",""
"10043","12027","5","","1",""
"10044","12027","6","","1",""
"10045","12027","7","","1",""
"10046","12027","9","","1",""
"10047","12027","10","","1",""
"10048","12027","11","","1",""
"10049","12033","4","","1",""
"10050","12033","5","","1",""
"10051","12033","7","","1",""
"10052","12033","8","","1",""
"10053","12033","9","","1",""
"10054","12033","10","","1",""
"10055","12033","11","","1",""
"10056","17027","3","","1",""
"10057","29006","1","","1",""
"10058","29006","3","","1",""
"10059","29006","4","","1",""
"10060","29006","5","","1",""
"10061","29006","7","","1",""
"10062","29006","8","","1",""
"10063","29006","9","","1",""
"10064","29006","10","","1",""
"10065","29006","11","","1",""
"10066","24039","4","","1",""
"10067","24039","5","","1",""
"10068","24039","6","","1",""
"10069","24039","7","","1",""
"10070","24039","9","","1",""
"10071","24039","10","","1",""
"10072","24039","11","","1",""
"10073","18009","3","","1",""
"10074","17027","5","","1",""
"10075","17027","7","","1",""
"10076","17027","10","","1",""
"10077","17027","11","","1",""
"10078","21031","1","","1",""
"10079","21031","2","","1",""
"10080","21031","3","","1",""
"10081","21031","4","","1",""
"10082","8017","4","","1",""
"10083","21031","5","","1",""
"10084","14075","1","","1",""
"10085","14075","3","","1",""
"10086","14075","4","","1",""
"10087","13078","3","","1",""
"10088","13078","5","","1",""
"10089","13078","6","","1",""
"10090","13078","7","","1",""
"10091","13078","8","","1",""
"10092","13078","11","","1",""
"10093","24053","4","","1",""
"10094","24053","5","","1",""
"10095","24053","7","","1",""
"10096","24053","8","","1",""
"10097","24053","9","","1",""
"10098","24053","10","","1",""
"10099","24056","5","","1",""
"10100","24056","10","","1",""
"10101","24056","11","","1",""
"10102","24056","12","","1",""
"10103","24021","4","","1",""
"10104","24021","8","","1",""
"10105","24021","9","","1",""
"10106","24021","10","","1",""
"10107","24021","11","","1",""
"10108","24021","12","","1",""
"10109","24030","1","","1",""
"10110","24030","4","","1",""
"10111","24030","5","","1",""
"10112","24030","6","","1",""
"10113","24030","7","","1",""
"10114","24030","8","","1",""
"10115","24030","9","","1",""
"10116","24030","10","","1",""
"10117","20035","3","","1",""
"10118","20035","4","","1",""
"10119","20035","5","","1",""
"10120","20035","6","","1",""
"10121","20035","7","","1",""
"10122","20035","8","","1",""
"10123","20035","9","","1",""
"10124","20035","10","","1",""
"10125","20035","11","","1",""
"10126","12015","4","","1",""
"10127","12015","5","","1",""
"10128","12015","7","","1",""
"10129","12015","8","","1",""
"10130","12015","9","","1",""
"10131","12015","10","","1",""
"10132","12015","12","","1",""
"10133","24019","4","","1",""
"10134","24019","5","","1",""
"10135","24019","6","","1",""
"10136","24019","7","","1",""
"10137","24019","8","","1",""
"10138","24019","9","","1",""
"10139","24019","10","","1",""
"10140","24019","11","","1",""
"10141","24019","12","","1",""
"10142","12023","3","","1",""
"10143","12023","4","","1",""
"10144","12023","5","","1",""
"10145","12023","6","","1",""
"10146","12023","7","","1",""
"10147","12023","9","","1",""
"10148","12023","10","","1",""
"10149","12023","11","","1",""
"10150","32028","3","","1",""
"10151","32028","4","","1",""
"10152","32028","5","","1",""
"10153","32028","6","","1",""
"10154","32028","7","","1",""
"10155","32028","8","","1",""
"10156","32028","9","","1",""
"10157","32028","10","","1",""
"10158","32028","11","","1",""
"10159","32028","12","","1",""
"10160","14059","2","","1",""
"10161","14059","3","","1",""
"10162","14059","4","","1",""
"10163","14059","5","","1",""
"10164","14059","9","","1",""
"10165","14059","10","","1",""
"10166","1008","3","","1",""
"10167","1008","4","","1",""
"10168","1008","5","","1",""
"10169","1008","11","","1",""
"10170","1008","12","","1",""
"10171","19013","4","","1",""
"10172","19013","7","","1",""
"10173","19014","4","","1",""
"10174","19016","4","","1",""
"10175","19016","7","","1",""
"10176","19016","11","","1",""
"10177","19016","12","","1",""
"10178","14044","12","","1",""
"10179","19033","7","","1",""
"10180","19033","11","","1",""
"10181","19033","12","","1",""
"10182","19041","4","","1",""
"10183","19041","7","","1",""
"10184","19051","7","","1",""
"10185","21141","6","","1",""
"10186","21141","7","","1",""
"10187","21141","8","","1",""
"10188","21141","9","","1",""
"10189","21141","10","","1",""
"10190","21141","11","","1",""
"10191","21141","12","","1",""
"10192","21146","3","","1",""
"10193","21146","4","","1",""
"10194","21146","5","","1",""
"10195","21146","6","","1",""
"10196","21146","7","","1",""
"10197","21146","8","","1",""
"10198","21146","9","","1",""
"10199","21146","10","","1",""
"10200","21146","11","","1",""
"10201","21146","12","","1",""
"10202","21063","8","","1",""
"10203","19020","7","","1",""
"10204","19020","11","","1",""
"10205","19020","12","","1",""
"10206","21021","9","","1",""
"10207","21021","10","","1",""
"10208","21021","11","","1",""
"10209","21121","7","","1",""
"10210","21121","8","","1",""
"10211","21189","1","","1",""
"10212","27001","4","","1",""
"10213","27001","5","","1",""
"10214","27001","6","","1",""
"10215","27001","7","","1",""
"10216","27001","10","","1",""
"10217","20208","11","","1",""
"10218","20208","12","","1",""
"10219","20371","3","","1",""
"10220","20371","4","","1",""
"10221","20371","5","","1",""
"10222","20371","6","","1",""
"10223","20371","7","","1",""
"10224","20371","8","","1",""
"10225","20371","9","","1",""
"10226","20371","10","","1",""
"10227","20371","11","","1",""
"10228","20371","12","","1",""
"10229","20339","3","","1",""
"10230","20339","4","","1",""
"10231","20339","5","","1",""
"10232","20317","3","","1",""
"10233","20317","4","","1",""
"10234","20317","5","","1",""
"10235","20317","6","","1",""
"10236","20317","7","","1",""
"10237","20317","8","","1",""
"10238","20397","4","","1",""
"10239","20397","7","","1",""
"10240","20397","8","","1",""
"10241","20397","9","","1",""
"10242","20344","8","","1",""
"10243","20344","9","","1",""
"10244","20344","10","","1",""
"10245","20344","11","","1",""
"10246","20344","12","","1",""
"10247","20402","1","","1",""
"10248","20402","3","","1",""
"10249","20402","4","","1",""
"10250","20402","5","","1",""
"10251","20402","6","","1",""
"10252","20402","7","","1",""
"10253","20402","8","","1",""
"10254","20402","9","","1",""
"10255","20402","10","","1",""
"10256","20402","11","","1",""
"10257","20402","12","","1",""
"10258","27015","4","","1",""
"10259","27015","5","","1",""
"10260","27015","8","","1",""
"10261","27015","10","","1",""
"10262","27015","11","","1",""
"10263","27015","12","","1",""
"10264","20501","5","","1",""
"10265","20501","6","","1",""
"10266","20501","7","","1",""
"10267","20482","3","","1",""
"10268","20482","4","","1",""
"10269","20482","5","","1",""
"10270","20482","6","","1",""
"10271","20482","7","","1",""
"10272","20482","8","","1",""
"10273","20482","9","","1",""
"10274","20482","11","","1",""
"10275","20482","12","","1",""
"10276","22008","4","","1",""
"10277","22008","6","","1",""
"10278","22008","12","","1",""
"10279","20185","1","","1",""
"10280","20185","4","","1",""
"10281","20185","5","","1",""
"10282","20185","6","","1",""
"10283","20185","7","","1",""
"10284","20185","8","","1",""
"10285","20185","9","","1",""
"10286","20185","10","","1",""
"10287","20185","11","","1",""
"10288","20501","8","","1",""
"10289","20501","9","","1",""
"10290","20501","10","","1",""
"10291","20501","11","","1",""
"10292","20537","3","","1",""
"10293","20537","4","","1",""
"10294","20537","5","","1",""
"10295","20537","6","","1",""
"10296","20537","7","","1",""
"10297","20537","8","","1",""
"10298","20537","9","","1",""
"10299","20537","10","","1",""
"10300","20537","11","","1",""
"10301","20008","4","","1",""
"10302","20008","5","","1",""
"10303","20008","6","","1",""
"10304","20008","7","","1",""
"10305","20008","8","","1",""
"10306","20008","9","","1",""
"10307","20008","10","","1",""
"10308","20008","11","","1",""
"10309","20008","12","","1",""
"10310","20484","7","","1",""
"10311","20484","8","","1",""
"10312","20484","9","","1",""
"10313","20484","10","","1",""
"10314","20484","11","","1",""
"10315","20484","12","","1",""
"10316","20524","1","","1",""
"10317","20524","3","","1",""
"10318","20524","4","","1",""
"10319","20524","5","","1",""
"10320","20524","6","","1",""
"10321","20524","7","","1",""
"10322","20524","8","","1",""
"10323","20524","9","","1",""
"10324","20524","10","","1",""
"10325","20524","11","","1",""
"10326","20524","12","","1",""
"10327","20043","4","","1",""
"10328","20043","5","","1",""
"10329","20043","6","","1",""
"10330","20043","7","","1",""
"10331","20043","8","","1",""
"10332","20227","4","","1",""
"10333","20227","5","","1",""
"10334","7068","1","","1",""
"10335","7068","4","","1",""
"10336","7068","5","","1",""
"10337","7068","6","","1",""
"10338","7068","7","","1",""
"10339","7068","10","","1",""
"10340","7068","11","","1",""
"10341","16035","10","","1",""
"10342","16035","11","","1",""
"10343","16035","12","","1",""
"10344","20208","7","","1",""
"10345","20050","2","","1",""
"10346","20050","3","","1",""
"10347","20050","4","","1",""
"10348","20050","6","","1",""
"10349","20050","7","","1",""
"10350","20050","8","","1",""
"10351","20050","9","","1",""
"10352","20050","10","","1",""
"10353","20050","11","","1",""
"10354","20050","12","","1",""
"10355","20339","7","","1",""
"10356","20339","8","","1",""
"10357","20339","9","","1",""
"10358","20339","10","","1",""
"10359","20339","11","","1",""
"10360","20339","12","","1",""
"10361","20366","2","","1",""
"10362","20366","3","","1",""
"10363","20366","4","","1",""
"10364","20366","5","","1",""
"10365","20366","6","","1",""
"10366","20366","7","","1",""
"10367","20366","8","","1",""
"10368","20366","9","","1",""
"10369","20366","10","","1",""
"10370","20366","11","","1",""
"10371","20366","12","","1",""
"10372","20285","3","","1",""
"10373","20285","4","","1",""
"10374","20285","5","","1",""
"10375","20285","6","","1",""
"10376","20285","7","","1",""
"10377","20285","8","","1",""
"10378","20285","9","","1",""
"10379","20285","10","","1",""
"10380","20285","11","","1",""
"10381","20285","12","","1",""
"10382","15122","7","","1",""
"10383","15122","9","","1",""
"10384","15122","10","","1",""
"10385","15122","12","","1",""
"10386","8017","7","","1",""
"10387","10004","4","","1",""
"10388","10004","5","","1",""
"10389","10004","6","","1",""
"10390","10004","7","","1",""
"10391","10004","8","","1",""
"10392","10004","11","","1",""
"10393","10004","12","","1",""
"10394","8017","8","","1",""
"10395","10028","4","","1",""
"10396","10028","6","","1",""
"10397","10028","7","","1",""
"10398","10028","8","","1",""
"10399","10028","9","","1",""
"10400","10028","10","","1",""
"10401","10028","11","","1",""
"10402","10028","12","","1",""
"10403","28043","4","","1",""
"10404","28043","5","","1",""
"10405","28043","7","","1",""
"10406","28043","8","","1",""
"10407","28043","11","","1",""
"10408","9009","1","","1",""
"10409","9009","4","","1",""
"10410","9009","6","","1",""
"10411","9009","7","","1",""
