"id_serv","folio","tipotom2","num_tom","recib_ex","mon_fact","mon_reca","v_sum_m3","frecfac2"
"15157","30189","1","28807","28807","50553564","35936196.86","4025161","1"
"15158","30189","2","84","84","2087594","1742760.73","47803","1"
"15159","30189","3","1663","1663","10222097","8443324.02","372878","1"
"15160","30189","4","253","253","9770179","7567878.07","246809","1"
"15161","30211","1","1584","19008","1326131","1252496","240483","1"
"15162","30211","2","9","108","423013","398969","16174","1"
"15163","30211","3","47","564","164713","155261","13926","1"
"15164","30211","4","26","312","143945","135819","9988","1"
"15165","19024","1","1066","12209","836633","670277","107623","1"
"15166","5018","5","NA","NA","NA","NA","NA","1"
"15167","19047","2","63","736","1270539","1546251","39374","1"
"15168","19047","3","66","753","541503","557580","18917","1"
"15169","19047","4","35","462","1191991","1047571","40799","1"
"15170","12038","1","3310","61019","22414216.94","15053126.91","1239620","1"
"15171","12038","2","44","588","59546281.71","51458988.3","1296607","1"
"15172","30206","4","26","312","595839.12","64749.22","12845","1"
"15173","30206","2","20","240","979603.2","49845.55","22464","1"
"15174","12038","3","912","14934","19031978.87","17423518.39","722751","1"
"15175","30186","1","2042","2042","1684993.66","1443365.12","342198","1"
"15176","30186","2","23","23","384957.3","385003.3","17369","1"
"15177","30186","3","180","180","518876.58","352801.44","48532","1"
"15178","30186","4","28","28","60990.46","20432.4","6886","1"
"15179","16036","1","3122","37464","4233432","3129812","184107","1"
"15180","16036","2","8","96","27456","14300","1430","1"
"15181","16036","3","162","1944","408240","198240","13216","1"
"15182","16036","4","41","492","73800","45000","300","1"
"15183","16036","5","131","1572","254664","99914","5877","1"
"15184","11011","1","21062","12","38392139","33309713","1934433","1"
"15185","11011","2","64","12","675636","657574","21032","1"
"15186","11011","3","1070","12","4157724","3846389","140029","1"
"15187","11011","4","124","12","1399716","188753","10510","1"
"15188","11011","5","999","12","2488512","2239325","106010","1"
"15189","22007","1","11783","","25844347.21","24711954","1869126","1"
"15190","22007","2","4","","14350.04","14350","1","1"
"15191","22007","3","534","","4593677.52","4189489","58831","1"
"15192","30015","1","254","3048","807720","566335","54864","1"
"15193","30015","2","20","240","536985","368915","34780","1"
"15194","30015","3","238","2856","638561","423756","71455","1"
"15195","30015","4","22","264","488766","290522","24326","1"
"15196","30075","1","280","280","18103.2","199724","2355","1"
"15197","30075","2","3","3","157.73","1414.88","38","1"
"15198","30075","3","50","50","5180.11","19367","477","1"
"15199","30075","4","17","17","4433.83","49320.31","287","1"
"15200","24050","3","17","","46700","28013","974","1"
"15201","17026","1","296","296","24826.5","17378.5","23680","1"
"15202","17026","3","41","41","8811","6325.1","3280","1"
"15203","12061","3","10","10","17760","8538","1200","1"
"15204","12061","4","950","950","969000","468735","114000","1"
"15205","25012","1","164186","1970232","164785361","146815581","26334441","1"
"15206","25012","2","1153","13836","56909368","56896955","2383471","1"
"15207","25012","3","9159","109908","86331515","86317325","3847704","1"
"15208","25012","4","1147","13764","32455000","32312401","1755956","1"
"15209","13076","1","15715","15715","17084030.27","17084030.27","317821","1"
"15210","13076","2","67","67","5125209.08","5125209.08","2500","1"
"15211","13076","3","1775","1775","8542015.14","8542015.14","107369","1"
"15212","13076","4","125","125","2733444.84","2733444.84","34603","1"
"15213","16107","1","4602","55224","10138167","7839457","208130","1"
"15214","16107","2","12","144","210844","175920","5183","1"
"15215","23003","1","2766","2766","22267203.63","21657385.9398848","636211","1"
"15216","14035","1","1798","","4531500","2886600","467500","1"
"15217","19015","2","","","","","","1"
"15218","19015","3","5","64","20965","31283","753","1"
"15219","19015","4","30","396","340846","527889","10356","1"
"15220","14035","2","21","","730000","611000","33000","1"
"15221","14035","3","347","","3759000","2902000","447000","1"
"15222","7089","1","43949","","84008031","71050208","916369","1"
"15223","7089","2","638","","6132864","7330029","25901","1"
"15224","7089","3","6795","","29444007","36775840","180641","1"
"15225","7089","4","110","","7836068","9729951","12742","1"
"15226","7089","5","3734","","11141325","11166313","115312","1"
"15227","11010","1","1040","12480","1668206.39","786655","113044","1"
"15228","11010","3","112","1344","274784.49","176706.98","17870","1"
"15229","11010","4","8","96","","","","1"
"15230","11010","5","70","840","133875.43","82326.69","10781","1"
"15231","11022","1","5686","68232","5568275","3461327.24","523010","1"
"15232","11022","2","43","516","174989","117668.51","5852","1"
"15233","11022","3","250","3000","491238","301088.87","22453","1"
"15234","11022","4","123","1476","5183196","4851349.8","301573","1"
"15235","11022","5","55","660","110135","77421.2","8776","1"
"15236","11030","1","12535","150420","17752543.15","13314407.3625","1216286","1"
"15237","11030","2","7","84","418762.97","314072.2275","10625","1"
"15238","11030","3","332","3984","2351318.32","1763488.74","69135","1"
"15239","11030","4","149","1788","889367.65","667025.7375","38208","1"
"15240","11030","5","746","8952","1526320.61","1144740.4575","58625","1"
"15241","18006","3","50","600","487896.34","","18000","1"
"15242","16051","2","109","1308","647752.16","647752.16","64775.21","1"
"15243","7101","1","116649","1399788","411628856.3","331819241.19","1700073.77","1"
"15244","7101","2","987","11844","61184263","14123136.88","69201.92","1"
"15245","7101","3","9544","114528","78932981.2","85014634.19","214267.46","1"
"15246","7101","4","1237","14844","72393384.97","42155039.75","89589.08","1"
"15247","18004","1","4575","14023","4032290","4032290","1335900","1"
"15248","18004","2","15","180","167814","167814","10950","1"
"15249","18004","3","200","2400","421878","421878","43800","1"
"15250","30040","1","6906","","9554489","","1027081","1"
"15251","30040","4","47","","362938","","16745","1"
"15252","30091","1","344","344","38771.37","35250","4341","1"
"15253","11028","4","5","","","","1850","1"
"15254","25011","1","11294","135528","21646933","15286055.55","2608357","1"
"15255","25011","2","283","3396","6825425","2560093","390995","1"
"15256","25011","3","1925","23100","11489763","3758559.29","728270","1"
"15257","25011","4","44","528","1465861","503116.54","104878","1"
"15258","13043","1","287","3503","210233.38","210233.38","1000","1"
"15259","30124","1","12187","146244","19184096","10101773.91","1837994","1"
"15260","30124","2","38","456","142544.99","87204.62","7286","1"
"15261","30124","3","943","11316","3541061.67","2308879.51","185029","1"
"15262","30124","4","98","1173","1314700.93","552743.25","44901","1"
"15263","16107","3","303","3636","2323049","3117494","89644","1"
"15264","23003","2","3","3","24086.75","23879.12","1238","1"
"15265","23003","3","717","717","34303680.91","34064038.932949","584865","1"
"15266","23003","4","85","85","3100907.18","3096117.68","66677","1"
"15267","30160","1","1353","16236","3138922","1291258","137610","1"
"15268","30160","2","4","48","9123","7603","420","1"
"15269","30160","3","96","1152","965627","657230","20185","1"
"15270","30160","4","9","108","67961","3778","80","1"
"15271","30160","5","","","","","","1"
"15272","30086","1","2501","19549","4697476.93","2740644.25","535300","1"
"15273","30086","2","181","5290","102652.72","60301","5074","1"
"15274","30086","3","16","10478","636435.15","456360.77","44452","1"
"15275","30086","4","29","596","413273.41","96743.28","19162","1"
"15276","30058","1","493","5916","1106696.16","360314.76","115814","1"
"15277","30058","2","19","228","205557.44","116680.91","8737","1"
"15278","30058","3","100","1200","607981.99","417963.56","45234","1"
"15279","30058","4","10","120","319007.11","179586.81","15232","1"
"15280","25010","1","753","9036","905488.07","402437.93","230380","1"
"15281","25010","2","33","396","465846","306385.05","54204","1"
"15282","25010","3","182","2184","527520.05","193714.09","105247","1"
"15283","25010","4","13","156","53992.66","19245.29","13945","1"
"15284","26019","3","762","","2297857.22","","132853","1"
"15285","26019","4","27","","","","16103","1"
"15286","26019","1","11927","","3569682.51","","564638","1"
"15287","26019","2","62","","1752281.72","","90504","1"
"15288","26017","1","15873","15873","23432604.78","12641173.62","3087775.42","1"
"15289","26017","2","159","159","3383688.64","2331482.39","170346.48","1"
"15290","26017","3","1344","1344","7488791.92","4806116.05","388573","1"
"15291","26017","5","40","40","156799.09","95321.22","8244.55","1"
"15292","13025","3","26","16","9176.53","9176.53","","1"
"15293","13025","5","200","200","41989.5","41989.5","","1"
"15294","28019","1","1553","1553","100733.14","79004.26","20570","1"
"15295","28019","2","2","2","210.44","90.71","110","1"
"15296","28019","3","131","131","21775.64","14299.54","3418","1"
"15297","28020","1","274","274","372780.24","20896284","34.668","1"
"15298","28020","3","13","13","10.14","10.14","12.48","1"
"15299","28021","1","13388","31388","32141590","17830010","4626103","1"
"15300","28021","2","139","139","1114396","728513","75859","1"
"15301","28021","3","1152","1152","5217004","3236120","456043","1"
"15302","28021","4","241","241","6781875","1256759","292314","1"
"15303","11025","1","15873","190488","30647371","25043444","2114872","1"
"15304","11025","2","354","4248","3797415","3133428","121484","1"
"15305","11025","3","644","7728","1696322","1371624","79945","1"
"15306","11025","4","214","2568","1711666","410022","125072","1"
"15307","11025","5","457","5484","1644396","1051623","84085","1"
"15308","30035","3","4","4","28800","28800","7200","1"
"15309","30039","1","74904","74904","332393827.26","8130839.73","964796","1"
"15310","30039","2","368","368","7992715.63","347757.39","12487","1"
"15311","30039","3","5199","5199","56098189.97","2473053.34","116114","1"
"15312","30039","4","189","189","109886081.35","42503.46","29032","1"
"15313","30084","1","17","5474","78763.43","3604.99","426","1"
"15314","30084","2","1","1","103.15","2287.58","120","1"
"15315","30084","3","3","3","1667.11","214.05","360","1"
"15316","30084","4","12","12","4160.67","25301.99","1440","1"
"15317","30139","1","255","3060","350229","191250.3","47256","1"
"15318","30139","2","1","12","2633","1975.05","132","1"
"15319","30139","3","20","240","78371","61260.94","4728","1"
"15320","30139","4","13","156","92582","19596.1","5508","1"
"15321","13041","1","2531","6238","1842934.92","2148486.8","48218.75","1"
"15322","13041","2","8","624","35999.04","277899.91","8668.58","1"
"15323","13041","3","413","1596","748180.8","898609.53","1397.33","1"
"15324","13041","4","35","250","34599.6","522359.37","3926.33","1"
"15325","13077","1","9763","117156","8736442.44","10914360.35","910766","1"
"15326","13077","2","413","4956","1278251.52","3989397.57","182572","1"
"15327","13077","3","1740","20880","2774952","6228917.37","483909","1"
"15328","13077","4","16","192","23107.2","831503.77","40612","1"
"15329","13077","5","2","24","3083.04","2678.9","171","1"
"15330","13008","2","1","5","32789.78","","1036","1"
"15331","13008","3","1","6","2899.07","","339","1"
"15332","23007","1","8386","8386","9896497.9","756054.57","957413","1"
"15333","8013","1","2925","35100","6685080","2822930","441443","1"
"15334","8013","3","47","564","176737","65234","7297","1"
"15335","23011","3","499","499","7360774.88","6538290.06805833","160497","1"
"15336","23011","4","57","57","944508","895364.058715059","24422","1"
"15337","16112","1","86","480","1719900","143172","32060.7","1"
"15338","16112","2","35","120","1293357","684001","13047.96","1"
"15339","30116","1","2056","24672","2364575.8","2413955","352027","1"
"15340","30116","2","1","60","5920.08","4515.82","4422","1"
"15341","30116","3","154","2088","730877.33","857934.8","42937","1"
"15342","30116","4","12","144","41471.44","1956.21","2642","1"
"15343","30116","5","","","","","","1"
"15344","30205","1","415","4980","3747677.89","280484.02","72756","1"
"15345","30205","2","6","72","82766.99","59852.73","2310","1"
"15346","30205","3","80","960","518911.42","179249","18556","1"
"15347","30205","4","13","156","113448.82","6383.57","4796","1"
"15348","16112","3","180","600","1719900","1399055","67103.8","1"
"15349","16112","4","20","144","727331","378524","7455.98","1"
"15350","16112","5","12","96","28004","31395","4473.59","1"
"15351","13084","3","1","","57637.44","57637","","1"
"15352","32007","1","478","365","137600","53461","85560","1"
"15353","32007","2","4","4","12530","12530","6000","1"
"15354","32007","3","6","5","8023","8023","2646","1"
"15355","32007","4","3","3","1750","1750","720","1"
"15356","12001","1","12548","105576","22297294","7436034","184599","1"
"15357","12001","3","3695","44340","278126188","168796024","8267","1"
"15358","12001","4","188","2256","20298067","11551270","86281","1"
"15359","12001","5","317","3804","2403595","650723","6568","1"
"15360","16028","3","2","24","7800","7800","636","1"
"15361","2005","1","34269","411228","143344777.93","90307210.0959","4963267","1"
"15362","2005","2","122","1464","17880667.71","17880667.71","209092","1"
"15363","2005","3","2265","27180","101988929.25","77511586.23","1187825","1"
"15364","2005","4","162","1944","8963302.7","2688990.81","110922","1"
"15365","19050","1","803","9706","1112431","973445","96889","1"
"15366","19050","3","2","23","56785","79748","2064","1"
"15367","32042","1","6922","6922","8226619","4323516","1069860","1"
"15368","23001","1","16930","16930","62981159.71","52663382.7","1939349","1"
"15369","23001","2","103","103","198532.24","148588.32","7072","1"
"15370","23001","3","2304","2304","20797671.63","19429637.74","358040","1"
"15371","23001","4","179","179","4904985.31","3619842.73","88700","1"
"15372","23001","5","59","59","12024677.63","12764544.43","166440","1"
"15373","15122","1","475","5700","376884","376884","33291","1"
"15374","15122","3","495","5940","1072225","1072225","39904","1"
"15375","19015","1","1292","15404","1763774","1656380","141864","1"
"15376","30071","3","1185","1185","10133978","2535639","9054","1"
"15377","30059","1","11","11","18424.61","8918.54","2058","1"
"15378","30059","3","27","27","65044.93","20076.18","5223","1"
"15379","30059","4","14","14","31117.85","6999.82","2388","1"
"15380","30071","1","8902","8902","32821529","9045585","2280746","1"
"15381","30071","2","20","20","671662","346211","368985","1"
"15382","30138","1","1235","14820","2285358.01","612802.94","126703","1"
"15383","30138","2","7","84","52597.72","60953.64","305","1"
"15384","30138","3","181","2172","948456.08","205704.13","7511","1"
"15385","30138","4","13","156","386514.2","556830.36","942","1"
"15386","30033","1","140","140","788294.85","212544","1220","1"
"15387","25003","2","6","72","65983","17902","8525","1"
"15388","25003","3","57","684","179613","33866","38301","1"
"15389","23006","1","2778","2778","512066.46","211347.84","21985","1"
"15390","23006","2","1","1","73.73","73.73","2","1"
"15391","23006","3","349","349","40898.31","12763.91","2797","1"
"15392","23006","4","237","237","120074.04","22456.76","5058","1"
"15393","5028","1","22217","265977","35569261.03","33248382.76","3580546","1"
"15394","5028","2","13","156","17006854.06","16929505.51","326100","1"
"15395","5028","3","1105","12189","7949528.98","7570681.66","224428","1"
"15396","5028","4","5","968","253139.03","11240.17","20020","1"
"15397","30024","1","578","578","132531","43760.03","9052","1"
"15398","30024","3","30","30","11725","5719.15","670","1"
"15399","30024","4","37","37","3256","3256","703","1"
"15400","23007","2","8","8","127524.76","20565.33","3322","1"
"15401","23007","3","421","421","3929897.59","317641.27","91815","1"
"15402","23007","4","254","254","1968499.92","82132.54","46809","1"
"15403","23007","5","123","123","8644862.8","731086.38","156338","1"
"15404","7078","1","517","517","864424","760056","95079","1"
"15405","7078","2","1","1","5368346","5368346","30935","1"
"15406","7078","3","476","476","762569","762569","324249","1"
"15407","7078","4","35","35","","","2100","1"
"15408","7078","5","","","","","","1"
"15409","8052","1","10588","127056","35887820.1","25915215.59","1883625","1"
"15410","8052","2","18","216","839980.98","838654.51","25719","1"
"15411","8052","3","764","9168","4698403.69","4192934.34","155606","1"
"15412","8052","4","259","3108","1539633.05","1036766.74","249294","1"
"15413","8050","1","22474","269688","66164204.53","54841027.07","3205662","1"
"15414","8050","2","20","240","922673.81","883891.6","36799","1"
"15415","8050","3","1299","15588","9810455.72","7995837.7","266909","1"
"15416","8050","4","100","1200","575836.51","15640.04","17973","1"
"15417","30023","1","675","302076","663066","505324","120241","1"
"15418","30023","2","3","2208","84603","80033","3235","1"
"15419","25008","1","11502","138024","12449619.49","12352153.49","2708110.85","1"
"15420","25008","2","87","1044","1196944.36","933470.4","136724.32","1"
"15421","25008","3","860","10320","3060620.84","2523552.39","479725.34","1"
"15422","25008","4","9","108","37174.22","1977309.32","356210.62","1"
"15423","30115","1","1873","2475","125975.8","51210.14","25910","1"
"15424","30115","2","36","13","95928.1","21955.1","1860","1"
"15425","30023","3","14","22212","54904","51891","4642","1"
"15426","30023","4","5","2172","30845","29171","2140","1"
"15427","30181","2","22","22","421","5074.23","421","1"
"15428","23008","1","103700","103700","376675857.76","319515730.621272","11321013","1"
"15429","23008","2","51","51","424288.54","377340.08","14839","1"
"15430","23008","3","5475","5475","117314532.79","124498912.614846","2075197","1"
"15431","23008","4","469","469","11501610.47","9625727.1143946","252876","1"
"15432","16030","2","19","57","623000","623000","36690","1"
"15433","19043","1","385","4619","653384","444136","57764","1"
"15434","19043","3","6","72","44655","32367","1875","1"
"15435","19043","4","10","120","300150","79127","9776","1"
"15436","19036","1","1650","19681","1496436","1423638","176153","1"
"15437","19036","3","10","112","85204","98218","3857","1"
"15438","19036","4","40","492","319033","344358","11676","1"
"15439","17033","1","1650","1650","18994","18994","5427","1"
"15440","8050","5","95","1140","1585387.54","283737.77","57953","1"
"15441","8055","1","2654","31848","6080798","4591299","406061","1"
"15442","8055","3","54","648","217583","157707","11005","1"
"15443","8055","4","33","396","256485","306313","15154","1"
"15444","8055","5","12","144","117919","","7009","1"
"15445","2003","1","37342","37342","89566381.37","57297658.55","5362129","1"
"15446","2003","2","2392","2392","120631045.36","194972251.7","681506","1"
"15447","2003","3","231","231","37958036.11","29491306.03","496608","1"
"15448","2003","4","236","236","51941514.41","18510224.61","175828","1"
"15449","32042","2","166","166","1494934","799108","54489","1"
"15450","32042","3","441","441","880960","528024","55635","1"
"15451","32042","4","41","41","125198","65798","9256","1"
"15452","14078","5","494","494","108375","108375","4326","1"
"15453","32055","1","4275","4275","427500","40000","42750","1"
"15454","32055","2","63","63","9646.56","9646.56","630","1"
"15455","32055","3","286","286","39754","37530","2860","1"
"15456","32055","4","24","24","2832","1770","240","1"
"15457","32055","5","233","233","29125","25000","2330","1"
"15458","24027","1","2848","29766","2787681.55","2690703.56","363618","1"
"15459","24027","2","19","219","215553.17","231196.5","16533","1"
"15460","24027","3","549","4799","647340.22","654265.68","61606","1"
"15461","24027","4","34","375","85968.6","83536.5","8348","1"
"15462","19023","1","940","11132","1237077","1261818","100099","1"
"15463","19023","2","1","12","3943","4574","118","1"
"15464","19023","3","16","198","69805","76494","2602","1"
"15465","19023","4","27","322","290091","161232","8312","1"
"15466","23002","1","1747","20964","2856877.79","3902849.48","134398","1"
"15467","23002","2","1","12","145.91","2234.03","2","1"
"15468","23002","3","228","2736","1114229.39","509358.72","27818","1"
"15469","23002","4","209","2508","1368683.36","466912.16","31938","1"
"15470","23002","5","3","36","15369.74","6702.09","399","1"
"15471","28016","2","2155","2155","113410.01","65297.49","22744","1"
"15472","28016","3","3","3","1454.86","1454.86","146","1"
"15473","28016","4","158","158","15563.46","10953.05","1719","1"
"15474","28016","5","23","23","6664.72","5134.92","1060","1"
"15475","30044","1","48339","485200","64179438.78","45414854.68","8684861","1"
"15476","30044","2","28","280","1160225.3","941857.68","48104","1"
"15477","30044","3","4226","42252","20281605.93","15740087.39","1448636","1"
"15478","30044","4","103","1030","3486992.58","769808.17","139017","1"
"15479","30044","5","151","1510","1522501.59","78.78","129465","1"
"15480","30125","1","1239","930","1220448","838392","13948","1"
"15481","30125","2","8","8","43404","43404","192","1"
"15482","30125","3","202","183","581808","465576","4025","1"
"15483","30125","4","44","40","271680","262720","1234","1"
"15484","7027","3","1","12","2210","2210","12000","1"
"15485","30094","3","214","","892103.62","519271.5","46411","1"
"15486","30094","4","39","","401305.67","326913.76","14300","1"
"15487","30003","3","1785","1785","6400392.97","4348315.6","445289","1"
"15488","30003","4","61","61","695876.08","30768.8","33070","1"
"15489","30003","1","12017","12017","13992716.71","9079754.23","1978019","1"
"15490","30003","2","45","45","434001.05","28209.19","11163","1"
"15491","30077","3","773","9276","315651","984086.43","13301","1"
"15492","30077","4","29","348","33218.6","71081.01","1512","1"
"15493","30077","1","7912","94944","912857.21","9841777.84","117176","1"
"15494","30077","2","43","516","21762.9","89648.9","767","1"
"15495","1006","1","78","78","38247.77","5640.1","4910","1"
"15496","1006","2","1","1","402.78","","179","1"
"15497","1006","3","1","1","2448","","231","1"
"15498","26030","1","132400","1588800","397818089.27","334049068.83","21913015","1"
"15499","26030","2","383","4596","24255081.16","20367065.99","520394","1"
"15500","26030","3","9030","108360","241429028.86","202728695.49","3777630","1"
"15501","26030","4","171","2052","23347966.78","19605359.26","456079","1"
"15502","11002","1","13332","13332","2489506","2489506","147041","1"
"15503","11002","2","131","131","243518","243518","5554","1"
"15504","11002","3","624","624","395154","395154","11472","1"
"15505","11002","4","65","65","22793","22793","856","1"
"15506","11002","5","1180","1180","365963","365963","16061","1"
"15507","30094","1","1476","","11540219.75","9773307.22","724217","1"
"15508","30094","2","","","","","","1"
"15509","30196","2","13","1","73907.25","84573.99","2451","1"
"15510","30196","3","168","56","356572.65","354220.98","20089","1"
"15511","30196","4","18","2","52901.05","93394.46","2878","1"
"15512","8024","2","","","","","","1"
"15513","8024","5","","","","","","1"
"15514","11020","1","410401","397967","1248620569.34","969999907.36","46768742","1"
"15515","11020","2","2543","2536","49169098.3","45482899.89","869986","1"
"15516","11020","3","22753","22537","250152881.16","219227552.06","4903668","1"
"15517","11020","4","1375","1373","58969481.97","19516209.33","2072160","1"
"15518","11020","5","32725","31494","130847485.9","104251948.66","4261383","1"
"15519","30091","3","155","155","27657.93","12125.5","1570","1"
"15520","30091","4","19","19","13176.96","8973.5","534","1"
"15521","26047","4","34","34","5148","5148","850","1"
"15522","26047","5","96","96","14536","14536","2400","1"
"15523","30129","1","1864","22288","2706174.51","","18148.51","1"
"15524","30129","2","","","","","","1"
"15525","30129","3","158","1896","421174","","22576","1"
"15526","30129","4","58","696","215656.6","","8867","1"
"15527","30004","3","1","12","42158","42158","227.5","1"
"15528","25001","1","131349","1576188","206445957","206570683","40276703","1"
"15529","25001","2","392","4704","692091","13377553","680628","1"
"15530","25001","3","6913","82956","44131361","42911277","3556155","1"
"15531","3008","3","7428","89136","52871434.44","40088683.31","2224968","1"
"15532","20475","1","1000","12000","420000","336000","2190000","1"
"15533","19038","1","18812","224991","38189411","27241568","3101878","1"
"15534","19038","2","23","282","968418","1144280","23899","1"
"15535","19038","3","743","8825","5966717","7464369","198901","1"
"15536","19038","4","128","1539","7830262","3375580","224244","1"
"15537","20482","2","9","9","12293","12293","7164","1"
"15538","8062","1","6350","76200","12859484.38","8750336","961546","1"
"15539","8062","2","9","108","1663308.03","1032958","57929","1"
"15540","8062","3","327","3924","1288973.32","1400837","65813","1"
"15541","8062","4","111","1332","808286.55","1036767","81497","1"
"15542","8062","5","","","","","","1"
"15543","30068","1","20298","240749","22168806.65","30191280.95","2267981","1"
"15544","30068","2","28","336","2062562.28","12025629.29","127646","1"
"15545","30068","5","","","","","","1"
"15546","26003","1","673","673","1231142.78","1231142.78","165291","1"
"15547","26003","3","54","54","279241.87","279241.87","28068","1"
"15548","32018","1","800","9600","624000","601000","127960","1"
"15549","32018","2","51","612","52020","52020","4896","1"
"15550","32018","3","28","336","26880","1680","1680","1"
"15551","32018","4","19","228","19380","13260","10920","1"
"15552","32018","5","22","264","21120","21120","20000","1"
"15553","20318","1","331","331","717404.84","652885.191","6423","1"
"15554","20318","2","153","153","445015.16","214250.79","7397.62","1"
"15555","20318","3","414","414","504522.46","391555.33","16301.25","1"
"15556","30181","1","2601","2601","34919","112000.76","34919","1"
"15557","30181","3","213","213","6465","384498.95","6465","1"
"15558","30181","4","60","60","1852","1100.88","1852","1"
"15559","5035","1","105412","105412","231973770.47","83930658.68","17661449.72","1"
"15560","5035","2","1007","1007","66655034.1","1401202.97","3327929.41","1"
"15561","5035","3","9522","9522","87474828.38","15312362.23","2809169.22","1"
"15562","5035","4","551","551","21989498.87","9397147.17","1332885.48","1"
"15563","30119","1","60","720","642365.52","52982.66","106080","1"
"15564","30119","2","1","12","11970.7","11970.7","444","1"
"15565","30119","3","11","132","172904.04","149954","7248","1"
"15566","30119","4","12","144","44908","44908","3540","1"
"15567","30119","5","39","468","54990","49523.5","10628","1"
"15568","26029","1","24634","24634","58673340","1451656","7802702","1"
"15569","26029","2","13","13","7836176","","229462","1"
"15570","26029","3","2125","2125","37564976","1292381","2631458","1"
"15571","30134","4","11","132","13520","11800","4752","1"
"15572","30192","3","447","2999","1975163","1202160.5","129961","1"
"15573","5027","5","","","121394.07","","","1"
"15574","30007","3","15","15","2107","1465","418","1"
"15575","30007","1","180","180","21141","50202","2291","1"
"15576","30007","4","11","11","11465","9077","329","1"
"15577","13059","1","2263","NA","585148.01","585148.01","110123.73","1"
"15578","13059","2","43","NA","220000.84","220000.84","43623.56","1"
"15579","13059","3","257","NA","523408.02","523408.02","103765.99","1"
"15580","13059","4","15","NA","38088.78","38088.78","7556.84","1"
"15581","14125","1","10026","NA","2888556","1560931","687400","1"
"15582","14125","2","5","NA","37500","23004","60","1"
"15583","14125","3","44","NA","277200","162651","1100","1"
"15584","14125","4","3","NA","17850","","510","1"
"15585","14125","5","25","NA","135000","18090","625","1"
"15586","5006","1","915","NA","1241389","467730","115693","1"
"15587","5006","3","76","NA","372924","153552","22850","1"
"15588","13030","1","1806","NA","2114118.88","2114118.88","347527","1"
"15589","13030","2","4","NA","680645.15","680645.15","176570","1"
"15590","13030","3","535","NA","41364.7","41364.7","1526","1"
"15591","13030","4","65","NA","80638.68","80638.68","62533","1"
"15592","11028","1","10616","NA","1043359.28","15729749.09","97783","1"
"15593","11028","3","767","NA","208912.57","4168601.74","9544","1"
"15594","11009","4","","","NA","","","1"
"15595","8009","2","","","NA","","","1"
"15596","14093","1","39919","39919","86282115.65","NA","5150891","1"
"15597","14093","2","16","16","203221.42","NA","7030","1"
"15598","14093","3","1970","1970","12626931.15","NA","469596","1"
"15599","14093","4","","","","NA","","1"
"15600","14093","5","1678","1678","6079059.08","NA","272080","1"
"15601","5005","1","662","662","439392","NA","76978","1"
"15602","28040","1","1854","1854","238896.97","NA","19795","1"
"15603","28040","2","41","41","94847.62","NA","3190","1"
"15604","28040","3","70","70","19848.63","NA","1043","1"
"15605","28040","4","14","14","1944.55","NA","83","1"
"15606","28022","1","85910","1031879","225066562.43","NA","13234504","1"
"15607","28022","2","6272","75168","51501406.85","NA","1586909","1"
"15608","28022","3","988","11978","114164633.19","NA","2230295","1"
"15609","28022","4","337","4141","18704930.8","NA","897524","1"
"15610","28025","3","526","526","155300","NA","11138","1"
"15611","28025","4","153","153","32060","NA","3936","1"
"15612","5030","1","250588","2974298","313185419","NA","38005521","1"
"15613","5030","2","192","2291","27830643","NA","814819","1"
"15614","5030","3","13387","160338","78131084","NA","3266394","1"
"15615","5030","4","1457","17218","29192939","NA","900974","1"
"15616","5030","5","532","6373","573523","NA","167944","1"
"15617","5036","1","9972","29696","24105345","NA","2980758","1"
"15618","5036","2","96","81","9206904","NA","385432","1"
"15619","5036","3","925","305","17615631","NA","608396","1"
"15620","5036","4","21","1","125803","NA","3983","1"
"15621","28025","1","7449","7449","1020581","NA","107517","1"
"15622","28025","2","33","33","22206","NA","1146","1"
"15623","30068","3","1058","12696","4715917.35","NA","262590","1"
"15624","30016","1","10220","NA","907880","NA","132493","1"
"15625","30016","2","30","NA","35888","NA","2132","1"
"15626","14023","1","11530","NA","19250760.74","NA","1504700.91","1"
"15627","14023","2","99","NA","2444477.12","NA","83815.07","1"
"15628","14023","3","1456","NA","8546302.16","NA","376327.26","1"
"15629","14023","4","18","NA","905863.14","NA","35637.33","1"
"15630","30016","3","99","NA","224667","NA","18966","1"
"15631","30016","4","41","NA","35888","NA","1673","1"
"15632","30016","5","280","NA","5573","NA","6674","1"
"15633","11028","2","16","NA","29508.93","NA","1106","1"
"15634","11028","5","538","NA","75068.16","NA","5831","1"
"15635","5025","1","57207","NA","112481310","NA","12804226","1"
"15636","5025","2","79","NA","28703185","NA","552336","1"
"15637","5025","3","2315","NA","24500540","NA","1021645","1"
"15638","5025","4","5979","NA","1242321","NA","119902","1"
"15639","28043","1","1161","NA","NA","NA","13131","1"
"15640","5007","1","1101","1101","927819.26","927819.26","NA","1"
"15641","5007","2","11","11","94770.85","94770.85","NA","1"
"15642","5007","3","138","138","320280.97","320280.97","NA","1"
"15643","5007","4","","","","","NA","1"
"15644","14120","1","955","748","1196949.08","1072029.06","NA","1"
"15645","14120","3","24","18","137764.28","25797.49","NA","1"
"15646","14006","2","1","12","2995200","1497600","NA","1"
"15647","13076","5","28","28","683361.21","683361.21","NA","1"
"15648","28004","1","1579","18948","1341120","1140676","NA","1"
"15649","28004","3","45","540","38880","25920","NA","1"
