"id_serv","folio","tipotom2","num_tom","recib_ex","mon_fact","mon_reca","v_sum_m3","frecfac2"
"14660","12055","2","7","7","26871","17563","43","1"
"14661","12055","3","348","348","1335870","873152","2124","1"
"14662","12055","4","32","32","122839","80290","195","1"
"14663","12055","5","368","368","1412644","923333","2247","1"
"14664","30045","1","3192","28820","833867.8","3238669.08","14199","1"
"14665","30045","2","2","2","51198","51198","20","1"
"14666","30045","3","479","1582","1124104.56","317600.67","10872","1"
"14667","25004","2","NA","NA","NA","NA","NA","1"
"14668","30045","4","42","405","7074.82","38648.97","298","1"
"14669","19013","1","4033","47966","7066315","7711402","601730","1"
"14670","19013","2","1","7","1662","4236","1","1"
"14671","19013","3","205","2448","1116046","1080270","41314","1"
"14672","19013","4","50","638","2452003","1020430","71276","1"
"14673","19016","1","1374","15905","1880240","1744486","169409","1"
"14674","19016","2","10","120","296151","307491","9613","1"
"14675","19016","3","23","270","111976","135228","2938","1"
"14676","19016","4","28","326","289840","426765","9681","1"
"14677","32048","3","500","493","821016","799050","243624","1"
"14678","32048","4","14","14","315153","314953","137126","1"
"14679","30128","1","7433","5228","9626738.94","3053811.54","1483579","1"
"14680","30128","2","37","11","218669.97","72134.69","11459","1"
"14681","30128","3","820","520","2422766.01","838702.43","180190","1"
"14682","30128","4","41","13","300866.18","31891.12","15861","1"
"14683","26048","2","71","","18320122.12","15620808.97","941852","1"
"14684","26048","3","230","","1064980.15","864653.49","78212","1"
"14685","26048","4","229","","1273015.34","374542.29","69121","1"
"14686","30073","1","653","7836","748423.45","561317.59","111234","1"
"14687","30073","2","5","60","50016.1","50016.1","2835","1"
"14688","30073","3","105","1260","186944.2","140208.15","20541","1"
"14689","30073","4","19","228","90483.38","90483.38","6816","1"
"14690","20057","4","","","","","","1"
"14691","20057","5","","","","","","1"
"14692","25018","1","18601","223212","18538334","13390528","5792628","1"
"14693","25018","2","1178","14136","4910638","3547030","123881","1"
"14694","25018","3","95","1140","1541548","1113484","37430","1"
"14695","25018","4","78","936","338211","244295","47308","1"
"14696","8005","1","4382","52584","9920024.14","9341271","988682","1"
"14697","8005","2","3","36","580176.05","570461","16061","1"
"14698","8005","3","264","3168","1204803.78","1192713","99910","1"
"14699","8005","4","83","996","445821.99","65202","76682","1"
"14700","8005","5","","","","","","1"
"14701","11003","1","30101","346524","92434612.28","86864589.54","4777756.28","1"
"14702","11003","2","408","4896","19187008.46","18030816.96","532820.13","1"
"14703","11003","3","1282","15384","15586139.77","14646933.66","460441.42","1"
"14704","11003","4","134","1608","10880741.07","42772.07","184755.36","1"
"14705","11003","5","1333","15996","10880741.07","10182305.78","253419","1"
"14706","24024","1","18652","227076","32947596","31299706.19","1872988.68","1"
"14707","24024","2","192","2304","3061209.95","3001588.55","87238.72","1"
"14708","24024","3","1600","19200","3284239.58","3126641.14","132329.78","1"
"14709","30032","2","30","348","1782230.88","56522.0372997652","10536","1"
"14710","30032","3","346","4248","10883174.4","651887.496857292","118872","1"
"14711","30032","4","29","348","5273136.48","54637.969389773","21588","1"
"14712","30032","5","","","","","","1"
"14713","30130","1","2213","26556","2718042.34","3006184.7","29342","1"
"14714","30130","3","392","4704","1136728.16","1313086.64","83232","1"
"14715","30130","4","36","432","497061.72","251913.83","18324","1"
"14716","4002","2","1","1","7325953.08","4737906.12","191874","1"
"14717","4002","3","159","159","15306276.49","12730064.38","516014","1"
"14718","20556","1","124","124","118732.5","11","118732.5","1"
"14719","19001","1","920","11010","1654310","1343555","145003","1"
"14720","20401","2","51","51","148338.38","71416.93","2465.87","1"
"14721","20401","3","138","138","168174.15","130518.44","5433.75","1"
"14722","11031","3","3496","41952","10441015.3064286","10330498.83","453052","1"
"14723","11031","4","276","3312","3348151.89996623","751574.97","220614","1"
"14724","11031","5","2579","30948","6376043.09501705","6221506.23","442702","1"
"14725","14067","2","612","585","144906519","144906519","3303216","1"
"14726","14067","3","5701","3144","72501556","72501556","1945075","1"
"14727","20014","1","4500","4500","30","90000","15","1"
"14728","20030","1","491","5892","353520","337245.13","66879","1"
"14729","20030","2","1","12","4288","4288","136","1"
"14730","20030","3","80","960","57600","17920","10896","1"
"14731","20030","4","21","252","131040","130344.2","2860","1"
"14732","11029","1","4989","59868","10088666","9450582.89","747868","1"
"14733","11029","2","17","204","301708","285379.16","11340","1"
"14734","11029","3","215","2580","654787","541318.71","29801","1"
"14735","11029","4","93","1116","160482","109125.39","13676","1"
"14736","11029","5","270","3240","765955","635538.61","54615","1"
"14737","19039","1","301515","3607689","1061881519","976299819","60107039","1"
"14738","19039","2","554","6719","77412370","89937042","1255932","1"
"14739","19039","3","31168","377702","539759817","650497386","9997486","1"
"14740","19039","4","1636","19788","133545645","148090047","4743140","1"
"14741","19039","5","","","","","","1"
"14742","19032","1","2118","25260","5093992","4365852","384901","1"
"14743","19032","2","2","24","13974","16846","602","1"
"14744","21197","1","7771","100055","9036366.35","8409669.85","1064099","1"
"14745","21197","2","39","17860","9036366.35","3657323","362891","1"
"14746","21197","3","1489","492","574622.15","340052.57","29544","1"
"14747","8001","1","3563","42756","13673337","7401271","647693","1"
"14748","8001","2","1","12","158067","144709","5062","1"
"14749","8001","3","259","3108","2236257","1338027","57525","1"
"14750","8001","4","66","792","896997","1080075","56968","1"
"14751","8002","1","9061","108732","20024881","11858384","1502759","1"
"14752","8002","2","9","108","347358","226284","8931","1"
"14753","8002","3","266","3192","1214940","986276","54852","1"
"14754","8002","4","149","1788","517434","167045","127574","1"
"14755","19032","3","43","557","249064","301314","9632","1"
"14756","19041","1","38450","450697","72893563","50286040","4322920","1"
"14757","19041","2","40","491","6045975","6737128","92946","1"
"14758","19041","3","515","5962","90632257","114088486","1378024","1"
"14759","19041","4","75","895","2690400","3044619","101091","1"
"14760","30065","1","983","983","109.74","107784.42","10","1"
"14761","30065","3","6","6","164.5","987","10","1"
"14762","11015","1","39345","472140","101117532.78","125374966.6","4791227","1"
"14763","11015","2","132","1584","7164665.04","7455705.57","129101","1"
"14764","11015","3","2395","28740","29017973.45","38118863.49","793840","1"
"14765","11015","4","103","1236","77774.96","","39049","1"
"14766","11015","5","1251","15012","4516056.77","5796446.29","192671","1"
"14767","8003","1","2194","","6335316.33","5091658.22","774986","1"
"14768","8003","2","14","","108572.35","146859.34","11454","1"
"14769","8003","3","84","","517783.86","442730.32","39938","1"
"14770","8003","4","30","","6675917.12","500094.65","33964","1"
"14771","8003","5","124","","199557.93","220094.65","15520","1"
"14772","32010","1","9968","9968","16425802.63","15769877.41","2932089","1"
"14773","32010","2","121","121","10611164.44","9967236.36","156793","1"
"14774","32010","3","136","136","925774.42","747851.24","43456","1"
"14775","32010","4","110","110","4307091.4","4762786.8","2740062","1"
"14776","20079","1","426","426","917219.73","917219.73","130888","1"
"14777","20079","2","17","17","1064688.41","1212424.03","63356","1"
"14778","20079","3","196","196","559573.97","559573.97","51617","1"
"14779","25014","1","1460","17520","2279059","930492","626320","1"
"14780","25014","2","8","96","674061","464061","96246","1"
"14781","25014","3","136","1632","1325696","835696","62381","1"
"14782","30034","1","4698","56376","10324583","6981774","765696","1"
"14783","30034","2","35","420","1465320","1056183","152844","1"
"14784","30034","3","762","9144","3457304","2766129","44628","1"
"14785","30034","4","75","900","1724000","469296","24528","1"
"14786","16031","3","73","","221565","221565","25080","1"
"14787","32020","1","18519","222228","17834844","17649780","2171800","1"
"14788","32020","2","126","1512","132058","130115","16952","1"
"14789","32020","3","720","8640","715856","698496","91789","1"
"14790","32020","4","146","1752","150736","148199","17859","1"
"14791","19021","1","129063","1540184","304824221","288627298","18776020","1"
"14792","19021","2","99","1167","25441405","29418812","426252","1"
"14793","19021","3","3843","45114","97367283","125050977","1839699","1"
"14794","19021","4","288","3441","15360667","16212124","597074","1"
"14795","30158","2","1","12","2359.44","","120","1"
"14796","30158","3","17","204","50704.79","","2040","1"
"14797","6009","1","1298","1301","1938429","1938429","381657","1"
"14798","6009","2","81","444","4097653","4097653","455120","1"
"14799","6009","3","468","1091","3388480","3388480","155321","1"
"14800","32057","1","1249","1249","522379","500300","18700","1"
"14801","32057","2","12","12","15832","15832","8400","1"
"14802","32057","3","23","23","22300","10598","3780","1"
"14803","32057","4","18","18","12598","2000","1790","1"
"14804","26026","2","2","24","673989.91","673989.91","4814214","1"
"14805","19044","1","13541","161676","25111242","25595684","2041207","1"
"14806","19044","2","14","168","2452809","2996023","64036","1"
"14807","19044","3","395","4809","3223054","4385056","104462","1"
"14808","19044","4","119","1581","3413513","3591938","95570","1"
"14809","17021","1","836","1500","365000","580000","325000","1"
"14810","17021","3","167","1200","128000","75000","35000","1"
"14811","19022","1","3342","39949","6515491","5153800","551737","1"
"14812","19022","2","2","22","9042","70042","381","1"
"14813","19022","3","104","1202","501551","623873","18720","1"
"14814","19022","4","74","896","1238459","722319","40253","1"
"14815","19028","1","843","10047","1127807","1190187","102941","1"
"14816","19028","2","3","36","17516","25355","782","1"
"14817","26036","1","147","147","378917.12","209025.66","31371","1"
"14818","26036","2","31","31","1368535.94","1270846.6","49725","1"
"14819","8010","1","3571","42852","8099531","5492930.24","538406","1"
"14820","8010","2","2","24","698120","607098.07","22975","1"
"14821","8010","3","118","1416","895638","623571.02","34115","1"
"14822","8010","4","38","456","461461","53759.56","25450","1"
"14823","26002","1","10204","10204","16469387.44","8379147.56","","1"
"14824","26002","2","34","34","9412010.96","7669598.27","","1"
"14825","26002","3","1133","1133","14565764.15","8784214.28","","1"
"14826","19028","3","11","139","52929","59919","2573","1"
"14827","19028","4","13","180","303882","518923","10022","1"
"14828","28038","1","59590","59590","117914707","81361148","19876089","1"
"14829","28038","2","520","520","34444583","23766762","161356","1"
"14830","26055","1","38026","443325","83522056.3395776","47913415.27","12983238","1"
"14831","26036","3","201","201","1979753.64","1901374.46","99135","1"
"14832","26055","2","160","1785","8142731.38238342","7300530.92642487","587137","1"
"14833","26055","3","4274","49228","18978576.485566","14117792.5411429","1655478","1"
"14834","28038","3","7068","7068","5799717","4001805","1994542","1"
"14835","28038","4","295","295","8733240","6025935","96365","1"
"14836","32005","1","12033","12033","13906965","13541254","1859820","1"
"14837","32005","2","35","35","5016008","5587765","268244","1"
"14838","32005","3","497","497","1849404","1396590","119616","1"
"14839","32005","4","105","105","1755297","1262917","98733","1"
"14840","10015","1","180","1070","269619","269619","NSS","1"
"14841","10015","2","4","357","89873","89873","NSS","1"
"14842","10015","3","24","714","179745","179745","NSS","1"
"14843","10024","1","2360","28320","2217096","2208452","10","1"
"14844","19012","1","23914","284541","48577288","22077523","2643510","1"
"14845","19012","2","29","346","4504322","4550842","82524","1"
"14846","19012","3","311","3836","5774020","7245304","118771","1"
"14847","19012","4","47","567","1293592","1151431","49709","1"
"14848","3003","1","24799","321204","31345466.65","16798468.43","3009771","1"
"14849","3003","2","232","2784","5500784.24","4543733.05","119182","1"
"14850","3003","3","3341","40668","20308714.76","12252629.91","636061","1"
"14851","3003","4","1","12","302698.29","","5257","1"
"14852","13063","1","16201","13047","2176419.84","981635.15","101528","1"
"14853","13063","2","30","30","603505.93","503654.35","1043","1"
"14854","13063","3","600","500","210334.02","118654.64","300515","1"
"14855","19020","1","2550","30334","4371155","4142741","364411","1"
"14856","24011","1","6833","81996","13144138","7929253","739789","1"
"14857","24011","2","149","1788","554464","1058069","19919","1"
"14858","24011","3","190","2280","1484223","418793","35869","1"
"14859","24011","4","69","828","31707","22582","1880","1"
"14860","13047","1","1004","5418","1427570","1427570","9682.4","1"
"14861","12028","3","13","13","2872.11","2872.11","336","1"
"14862","25004","3","NA","NA","NA","NA","NA","1"
"14863","30033","2","","","","","","1"
"14864","30082","3","12","144","41293","20130","1944","1"
"14865","30082","4","15","180","254814","132242","8530","1"
"14866","19007","1","2606","30895","2999109","2919921","339451","1"
"14867","19007","2","2","24","7013","8371","81","1"
"14868","19007","3","55","662","392237","497874","15649","1"
"14869","19007","4","53","652","1235774","1139658","41545","1"
"14870","19019","1","34291","411098","306201775","293545108","12644062","1"
"14871","19019","2","19","230","10369105","12040269","154480","1"
"14872","19019","3","3262","39340","162985742","194478600","2659148","1"
"14873","19019","4","447","5423","16820268","20621406","694269","1"
"14874","11008","1","5541","5541","11267589","7550063","11267589","1"
"14875","11008","2","49","49","706384","498177","706384","1"
"14876","11008","3","653","653","2218295","10534659","2218295","1"
"14877","11008","5","309","309","930727","658525","930727","1"
"14878","24040","1","1023","12276","1749768.9","1258225.19","159685","1"
"14879","24040","2","18","216","667066.06","555367.15","28104","1"
"14880","21208","1","11465","70186","17244168.63","16680308.79","1226112","1"
"14881","21208","2","99","481","794792.24","768546.65","32420","1"
"14882","21208","3","789","3268","2979764.21","2883066.52","142312","1"
"14883","21208","4","85","","","","37044","1"
"14884","30141","1","6620","6620","38546324.089","17345845.84005","237952","1"
"14885","30141","2","21","21","743286.0825","334478.737125","603","1"
"14886","30141","3","688","688","4782083.7805","2151937.701225","20616","1"
"14887","30141","4","37","37","422465.3745","190109.418525","1154","1"
"14888","30141","5","565","565","558520.625","251334.28125","11658","1"
"14889","28041","1","51309","51309","298421175.65","181153730.9","16913522","1"
"14890","28041","2","492","492","21321156.71","26822989.7","477600","1"
"14891","28041","3","4537","4537","53235073.03","42992537.03","1645973","1"
"14892","28041","4","560","560","49363205.31","163514205.12","1517388","1"
"14893","21164","1","289","","","255551.33","","1"
"14894","21164","2","1","","","39683.53","","1"
"14895","21164","3","102","","","571116.96","","1"
"14896","10007","1","25839","310068","42792036","36668364","3521088","1"
"14897","20540","1","2578","2478","1400000","1400000","310000","1"
"14898","20540","2","5","5","60000","60000","12000","1"
"14899","20540","3","98","98","90000","90000","18000","1"
"14900","10007","2","629","7548","46814736","41384220","1106580","1"
"14901","22012","1","17548","","34465783","33011540","2748240","1"
"14902","22012","2","11","","134002.37","","1621","1"
"14903","22012","3","347","","2926394.3","2611747","38231","1"
"14904","22012","4","157","","1324842.49","1250621","52640","1"
"14905","22012","5","1","","6492.68","122","262","1"
"14906","22016","1","43425","43425","128196806.83","254854210.12","11705530","1"
"14907","22016","2","1325","1325","14960257.88","11956111.33","323070","1"
"14908","22016","3","1612","1612","21767665.78","13122852.69","749534","1"
"14909","22016","4","1991","1991","5317713.04","2645125.58","207397","1"
"14910","22016","5","10083","10083","6155597.51","1311279.54","485775","1"
"14911","10007","3","2788","33456","30709308","27147024","881244","1"
"14912","30011","1","141","899","1975583.16","183562","20172","1"
"14913","30011","2","2","51","121356.15","91579","852","1"
"14914","30047","2","","","","","NA","1"
"14915","30148","4","27","27","41096","276","633","1"
"14916","10005","1","142330","1707960","254137647","151552556","21247544","1"
"14917","10005","2","598","7176","21046517","15954514","428705","1"
"14918","10005","3","13391","160692","73063557","51679263","7599175","1"
"14919","10005","4","948","11376","24597504","16453201.06","1379431","1"
"14920","10036","2","3","3","452834.28","252834.28","8880","1"
"14921","11017","3","7324","7324","36302429.36","18933389.24","1481768","1"
"14922","11017","4","261","261","4356478.21","1153320.775625","178075","1"
"14923","11017","5","7204","7204","16673227.82","6179090.335","977500","1"
"14924","11044","2","2551","24517","3507077","3335324","202491","1"
"14925","26043","2","79","1","37732340.54","32057586.72","685936","1"
"14926","26043","3","1937","1","23938790.85","1218274641","698835","1"
"14927","11044","4","34","12","187060","180159","7804","1"
"14928","21119","1","25685","202410","83797473.42","49252187","4439324","1"
"14929","30143","2","11","156","249447.88","200778.16","12924","1"
"14930","30143","3","170","4476","543972.93","358995.8","46776","1"
"14931","30143","4","37","528","358227.29","100382.07","23789","1"
"14932","21119","2","3","3","475200","125514","13300","1"
"14933","21119","3","1211","13141","24453240.59","17873239.71","678747","1"
"14934","8019","1","303076","3636912","899362248","695345554","2030267","1"
"14935","8019","2","937","11244","203143935","145837176","226051","1"
"14936","8019","3","19057","228684","145381590","138759491","251648","1"
"14937","8019","4","2246","26952","39878742","19748892","51004","1"
"14938","14055","1","5009","60108","7354706.07","4100923.22","655803.31","1"
"14939","14055","2","5","60","39507.31","20891.37","2155.06","1"
"14940","14055","3","296","3552","1369977.52","737401.27","69515.27","1"
"14941","14055","4","81","972","199643.13","44326.13","40374","1"
"14942","14055","5","213","2556","869504.35","501731.07","44883.85","1"
"14943","13048","1","225039","225039","353077394.97","300660804.96","22072092","1"
"14944","13048","2","143","143","22423689.22","21399725.38","433574","1"
"14945","13048","3","14395","14395","73197490.64","65188935.66","2332921","1"
"14946","13048","4","870","870","42332419.22","18034096.12","1309639","1"
"14947","14039","1","934006","11208072","148840728","148840728","133455912","1"
"14948","14039","2","3203","38436","86364357","86364357","5639304","1"
"14949","5002","1","47975","47975","5242040.08","5224962.82","546010","1"
"14950","5002","2","332","332","1432635.22","1370833.77","63627","1"
"14951","5002","3","1570","1570","705992.99","545415.5","37732","1"
"14952","5002","4","488","488","208119.24","185610.36","20186","1"
"14953","5002","5","2838","2838","350658.48","234179.98","42844","1"
"14954","21019","1","23745","189253","38164875.2","36730143.54","3941022","1"
"14955","21019","2","9","108","9095287.98","7564577.84","596666","1"
"14956","21019","3","2287","22584","14783482.47","8908029.86","1299077","1"
"14957","21019","4","75","","","","41046","1"
"14958","21019","5","327","2748","","","98775","1"
"14959","11005","1","15780","189360","25574008","14496772","1549322","1"
"14960","11005","2","45","540","42813","271380","17970","1"
"14961","11005","3","423","5076","1465648","959699","64192","1"
"14962","11005","4","70","840","372685","98282","29339","1"
"14963","11005","5","296","296","814513","578851","46093","1"
"14964","5010","1","75803","909636","192993114","150871271","14144721","1"
"14965","5010","2","136","1632","45579318","60660362","900064","1"
"14966","5010","3","3826","45912","44392683","47179011","1163199","1"
"14967","5010","4","725","8700","11054389","10166779","359810","1"
"14968","24053","4","2","","","","1460","1"
"14969","24053","5","","","","","","1"
"14970","30093","1","73","","66205.96","","15855","1"
"14971","30093","3","11","","17871.39","","2316","1"
"14972","30093","4","7","","35729.88","","3824","1"
"14973","5009","1","1045","1045","44138","566315.93","44078","1"
"14974","5009","3","348","348","67014","339789.55","67537","1"
"14975","8026","1","375","4500","800000","751072.19","2850","1"
"14976","8045","1","9431","113172","20398882","14783361","1480306","1"
"14977","8045","2","27","324","18289431","18646433","1034280","1"
"14978","8045","3","665","7980","2885849","2338324","106303","1"
"14979","8045","4","189","2268","1739294","334258","94223","1"
"14980","30183","1","1947","1947","160545.83","108322.07","20219","1"
"14981","30183","3","158","158","37349.52","35479.66","2577","1"
"14982","30183","4","20","20","4933.4","4933.4","346","1"
"14983","11007","4","970","11640","7723912","6141839","852454","1"
"14984","11031","1","26232","314784","42555578.0755302","40476884.82","3674031","1"
"14985","11031","2","278","3336","4220119.86912901","4160097.13","139950","1"
"14986","5010","5","NA","NA","NA","NA","NA","1"
"14987","25009","3","384","4608","1013664.63","507209","5637","1"
"14988","25009","4","43","516","400030.63","156.93","756","1"
"14989","30196","1","1104","185","993779.44","826707.36","93963","1"
"14990","30038","3","717","717","3906","3951707.1","199316","1"
"14991","30038","4","114","114","621","677972.68","36347","1"
"14992","30038","1","11846","11846","64526","25085743.16","1945138","1"
"14993","30038","2","45","45","245","806040.23","35681","1"
"14994","11018","1","9172","9172","20274231","17086401","1020111","1"
"14995","11018","2","7","7","294329","278971","4984","1"
"14996","11018","3","385","385","1379532","1278375","35911","1"
"14997","11018","4","105","105","385060","368334","42031","1"
"14998","11018","5","233","233","644747","570778","26934","1"
"14999","26018","1","77547","7757","116170275","37468491","12264166","1"
"15000","26018","3","6101","6101","68971573","38767590","3106193","1"
"15001","13010","1","4382","4382","3259046","3259046","265400","1"
"15002","13010","2","90","90","5531091","5531091","850004","1"
"15003","13010","3","354","354","522848","522848","150800","1"
"15004","13010","4","53","53","19350","19350","55400","1"
"15005","20404","1","280","280","151972.5","151972.5","25328","1"
"15006","24056","1","81","972","54432","2688","9720","1"
"15007","24056","3","2","24","67200","5600","720","1"
"15008","30009","1","64","64","984124","709708","908","1"
"15009","30009","3","12","12","82114","764619.42","69841","1"
"15010","30009","4","3","3","5855","57554.38","8001","1"
"15011","22007","4","135","","772908.31","770489.84","32759","1"
"15012","22007","5","162","","635665.19","554036","18108","1"
"15013","22003","2","","","","","","1"
"15014","22009","1","6401","","11899176.11","11607599","847510","1"
"15015","22009","2","4","","155895.99","152318","1764","1"
"15016","22009","3","316","","3535341.56","3248549","49868","1"
"15017","22009","4","128","","1727931.09","1705656","44536","1"
"15018","22009","5","7","","63628.23","63628","2136","1"
"15019","22010","1","2361","","2868585.4","2795182","219231","1"
"15020","22010","2","","","23886.71","20309","321","1"
"15021","22010","3","53","","408473.89","353524","5151","1"
"15022","22010","4","57","","186261.91","174939","6045","1"
"15023","22010","5","2","","","","","1"
"15024","22011","1","20360","","88079648.02","84298194","3137159","1"
"15025","22011","2","223","","31139854.33","30773154","333293","1"
"15026","22011","3","219","","3628284.39","3366671","43569","1"
"15027","22011","4","93","","933421.99","833711","34501","1"
"15028","22011","5","8","","86292.02","84937","2698","1"
"15029","22013","1","1726","","3098846.18","2932528","261784","1"
"15030","22013","2","","","","","","1"
"15031","22013","3","22","","217463.02","100.5","3075","1"
"15032","22013","4","33","","160128.12","160132","10884","1"
"15033","22013","5","","","","","","1"
"15034","22015","1","1239","","1661303.99","1585047","115306","1"
"15035","22015","2","","","","","","1"
"15036","22015","3","69","","477940.48","450594","6812","1"
"15037","22015","4","40","","222882.17","221817","6326","1"
"15038","22003","5","","","","","","1"
"15039","30131","1","14639","12100","28638325.16","11060121.18","2538352","1"
"15040","22018","5","","NA","","","","1"
"15041","30131","2","101","67","4406966.01","1701970.27","120442","1"
"15042","30131","3","2174","1715","11243089.64","43420814.22","560473","1"
"15043","30131","4","93","93","5026612.79","1941277.86","152987","1"
"15044","8053","1","919","11028","2286942","1855773","136568","1"
"15045","8053","2","5","60","163397","132591","2784","1"
"15046","8053","3","46","552","206849","167851","9579","1"
"15047","8053","4","23","276","169695","137702","8265","1"
"15048","11027","1","52482","629784","130707746.6","88881268","7314160","1"
"15049","11027","2","431","5172","9182353.85","6244001","220992","1"
"15050","11027","3","3091","37092","16952498.92","11527699","476069","1"
"15051","11027","4","183","2196","3859884.69","2624722","169903","1"
"15052","11027","5","974","11688","3352812.85","2279913","149269","1"
"15053","20334","1","745","8579","804600","777681","96000","1"
"15054","12029","2","9","108","96569","17661","13811","1"
"15055","12029","3","598","7176","4221291","4419118","232482","1"
"15056","29006","2","1","13","","127827.5","803.4","1"
"15057","29006","3","1","7","221000","221000","1422","1"
"15058","19004","1","10961","130417","21875705","18174974","1797779","1"
"15059","19004","2","2","24","288632","228188","6833","1"
"15060","19004","3","631","7449","4274890","4898162","141612","1"
"15061","19004","4","96","1172","1264363","1868967","39130","1"
"15062","8017","1","49315","591780","127333643.46","97046636","5735115","1"
"15063","8017","2","74","888","3963838.37","2173449","55824","1"
"15064","8017","3","3552","42624","33206307.23","24084395","1082042","1"
"15065","8017","4","448","5376","4318622.69","760471","669117","1"
"15066","8017","5","","","","","","1"
"15067","19033","1","24639","294305","53621287","25106409","4221443","1"
"15068","19033","2","66","826","485414","577624","16992","1"
"15069","19033","3","630","7662","5362114","6593999","182840","1"
"15070","19033","4","190","2389","4647925","5350194","131974","1"
"15071","14018","1","167","","193931.58","193931.58","","1"
"15072","14018","3","110","","818574.27","818574.27","","1"
"15073","30193","1","59932","719184","162639272","124188815","NSS","1"
"15074","30193","2","209","2508","11496761","10837181","NSS","1"
"15075","30193","3","8661","103932","102320195","100525864","NSS","1"
"15076","30193","4","436","5232","18618322","16452803","NSS","1"
"15077","30193","5","1","12","42040320","42040320","NSS","1"
"15078","19003","1","1327","15825","1545072","1407691","118646","1"
"15079","19003","2","","","","","","1"
"15080","19003","3","23","276","92591","109456","3206","1"
"15081","19003","4","40","434","204410","213925","7281","1"
"15082","24023","1","1402","16824","3492668.41","1373421.45","129934","1"
"15083","24023","2","8","96","38614","38614","3045","1"
"15084","24023","3","125","1500","625776.5","317415","19896","1"
"15085","24023","4","28","336","73452.5","37783.5","3325","1"
"15086","24013","1","45739","548868","86187099.31","48272245","6892229","1"
"15087","24013","2","335","4020","9191471.04","6239140","263629","1"
"15088","24013","3","3122","37464","17433254.42","9860550","637328","1"
"15089","24013","4","457","5484","5881519.73","2667673","354401","1"
"15090","16088","1","2","48","4174.4","4174.4","473","1"
"15091","16088","2","","","","","","1"
"15092","16088","3","57","1368","2005747.52","2005747.52","70745","1"
"15093","16088","4","4","96","258965.66","258965.66","12070","1"
"15094","16088","5","","","","","","1"
"15095","4003","1","35946","14773","3767753","3767753","551778","1"
"15096","4003","2","364","335","3298175","3298175","56444","1"
"15097","4003","3","5358","4624","10784829","10784829","420959","1"
"15098","19034","1","1952","23304","3222044","3304186","275591","1"
"15099","19034","2","33","370","171171","238878","7215","1"
"15100","23005","1","267151","267151","887215233.3","757070998.982847","28237273","1"
"15101","5017","2","111","50","9318327","9318327","96720","1"
"15102","5017","3","1018","257","5000953","5000953","194400","1"
"15104","5017","4","110","","6261902","6261902","149508","1"
"15105","19025","2","9","100","52607","85266","2360","1"
"15106","19025","3","268","3271","2896236","3918124","64276","1"
"15107","19025","4","63","729","2076290","2801017","79419","1"
"15108","30155","1","2045","24528","4628658.24","","27818.4","1"
"15109","30155","2","11","132","69333.36","","2796","1"
"15110","30155","3","386","4632","2767995.76","","94800","1"
"15111","30155","4","164","1968","17765901.52","","41136","1"
"15112","2001","1","143603","1723236","28544952.4","12302545.49","1585238","1"
"15113","2001","2","321","3852","2027618.6","1897785.52","19813","1"
"15114","2001","3","8897","106764","13107453.07","9705179.39","176224","1"
"15115","2001","4","1170","","5662971.54","3321292","56123","1"
"15116","17030","3","168","168","275000","158000","18648","1"
"15117","23004","1","45713","58793","13196360.51","115952140.031802","561245","1"
"15118","23004","2","54","57","18606.34","205863.684338874","984","1"
"15119","23004","3","3581","3916","1867362.62","19818975.1984837","53308","1"
"15120","23004","4","664","897","1966328.75","20777598.9397711","54830","1"
"15121","23004","5","120","121","379526.95","3427287.26","7971","1"
"15122","19040","1","639","7549","1106347","1168243","84489","1"
"15123","19040","3","13","144","95551","118986","3691","1"
"15124","19040","4","15","163","115340","202639","4267","1"
"15125","5024","1","7994","7994","6157052","3817372","1736843","1"
"15126","5024","2","4","4","534824","331591","45451","1"
"15127","5024","3","440","440","1342272","832209","218114","1"
"15128","30207","1","1661","19932","2389329","1002343","13253","1"
"15129","30207","2","31","372","265500","165735.09","885","1"
"15130","30207","3","196","2352","849099","533948.07","3051","1"
"15131","30207","4","25","300","263999","68428.38","644","1"
"15132","21132","2","1","","2990","","60","1"
"15133","21132","3","1177","6177","6437005","4883644","208237","1"
"15134","21132","4","135","69","972065","160298","42605","1"
"15135","21132","1","17294","71758","28575050","23276485","1888592","1"
"15136","19002","1","2024","23914","2419768","2425556","206825","1"
"15137","19002","2","1","12","8761","12838","461","1"
"15138","19002","3","33","395","138962","176591","4979","1"
"15139","19002","4","42","536","583622","503478","19349","1"
"15140","19037","1","1246","14908","1981598","1443586","251552","1"
"15141","19037","2","12","135","96760","120757","4056","1"
"15142","19037","3","16","190","87805","119387","3499","1"
"15143","19037","4","25","301","740240","765766","26370","1"
"15144","19018","1","123576","1447525","241510805","167534719","14380102","1"
"15145","19018","2","92","1087","18473591","21407096","318455","1"
"15146","19018","3","1219","14414","23686679","31329395","472794","1"
"15147","19018","4","186","2180","6290866","8776231","238568","1"
"15148","19017","1","5836","69146","8302759","6471488","841657","1"
"15149","19017","2","2","15","31853","236170","1216","1"
"15150","19017","3","155","1752","1416522","1496406","53627","1"
"15151","19017","4","110","1346","5241574","3107824","154868","1"
"15152","30191","1","2069","2069","413800","370500","20","1"
"15153","30191","3","401","401","80200","60800","20","1"
"15154","23005","2","326","326","2090575.06","2028734.16387827","81358","1"
"15155","23005","3","15461","15461","290901325.03","297608159.520647","4805466","1"
"15156","10007","5","138","1656","296292","261912","16200","1"
