"id_dren","folio","regjurid","dr_ini_a","dr_ter_a","ini_re_a","ter_re_a","ot_publi","ot_priva","ot_socia","ambito"
"8409","21064","1","NA","NA","NA","NA","","","","2"
"8410","21065","1","NA","NA","NA","NA","","","","1"
"8411","21148","1","NA","NA","NA","NA","","","","1"
"8412","21149","1","NA","NA","NA","NA","","","","1"
"8413","21150","1","NA","NA","NA","NA","","","","2"
"8414","21151","1","NA","NA","NA","NA","","","","2"
"8415","21152","1","NA","NA","NA","NA","","","","1"
"8417","21153","1","NA","NA","NA","NA","","","","2"
"8418","21154","4","NA","NA","NA","NA","","","","2"
"8419","21154","1","NA","NA","NA","NA","","","","4"
"8420","21155","1","NA","NA","NA","NA","","","","2"
"8421","21156","4","NA","NA","NA","NA","","","","3"
"8422","21157","1","NA","NA","NA","NA","","","","2"
"8424","21158","1","NA","NA","NA","NA","","","","3"
"8426","21159","1","NA","NA","NA","NA","","","","1"
"8427","21069","1","NA","NA","NA","NA","","","","2"
"8428","21160","1","NA","NA","NA","NA","","","","2"
"8433","21072","1","NA","NA","NA","NA","","","","1"
"8434","21161","1","NA","NA","NA","NA","","","","1"
"8437","21163","1","NA","NA","NA","NA","","","","1"
"8438","21162","1","NA","NA","NA","NA","","","","1"
"8440","21002","1","NA","NA","NA","NA","","","","1"
"8441","10035","4","NA","NA","NA","NA","","","","2"
"8442","21003","4","NA","NA","NA","NA","","","","2"
"8443","21079","1","NA","NA","NA","NA","","","","1"
"8444","21165","11","NA","NA","NA","NA","","","","4"
"8445","21165","1","NA","NA","NA","NA","","","","2"
"8446","18010","3","NA","NA","NA","NA","","","","4"
"8447","21005","1","NA","NA","NA","NA","","","","3"
"8448","21080","1","NA","NA","NA","NA","","","","1"
"8449","21164","4","NA","NA","NA","NA","","","","2"
"8450","21081","1","NA","NA","NA","NA","","","","2"
"8451","14119","1","NA","NA","NA","NA","","","","2"
"8453","21166","1","NA","NA","NA","NA","","","","2"
"8454","9016","1","NA","NA","NA","NA","","","","1"
"8456","21082","1","NA","NA","NA","NA","","","","2"
"8457","21083","1","NA","NA","NA","NA","","","","3"
"8459","21085","4","NA","NA","NA","NA","","","","2"
"8460","21086","1","NA","NA","NA","NA","","","","2"
"8461","21087","1","NA","NA","NA","NA","","","","2"
"8462","21216","1","NA","NA","NA","NA","","","","3"
"8464","21089","1","NA","NA","NA","NA","","","","3"
"8465","21090","1","NA","NA","NA","NA","","","","1"
"8466","9010","1","NA","NA","NA","NA","","","","1"
"8467","9010","7","NA","NA","NA","NA","DESCONCENTRADO","","","1"
"8468","9011","1","NA","NA","NA","NA","","","","1"
"8469","9011","7","NA","NA","NA","NA","DESCONCENTRADO","","","1"
"8471","21167","1","NA","NA","NA","NA","","","","3"
"8472","21170","1","NA","NA","NA","NA","","","","1"
"8473","21012","1","NA","NA","NA","NA","","","","2"
"8475","21171","1","NA","NA","NA","NA","","","","1"
"8476","23005","8","1993","2053","NA","NA","","","","1"
"8481","28001","4","NA","NA","NA","NA","","","","2"
"8501","21016","1","NA","NA","NA","NA","","","","2"
"8504","21017","1","NA","NA","NA","NA","","","","1"
"8507","21176","1","NA","NA","NA","NA","","","","1"
"8509","20031","1","NA","NA","NA","NA","","","","2"
"8510","21018","1","NA","NA","NA","NA","","","","2"
"8512","19020","6","NA","NA","NA","NA","","","","1"
"8514","21098","1","NA","NA","NA","NA","","","","2"
"8515","21020","1","NA","NA","NA","NA","","","","1"
"8516","24028","5","NA","NA","NA","NA","","","","3"
"8517","21099","1","NA","NA","NA","NA","","","","2"
"8518","21174","4","NA","NA","NA","NA","","","","2"
"8520","21175","1","NA","NA","NA","NA","","","","1"
"8521","21177","1","NA","NA","NA","NA","","","","2"
"8522","21178","1","NA","NA","NA","NA","","","","2"
"8526","21106","1","NA","NA","NA","NA","","","","2"
"8528","21111","1","NA","NA","NA","NA","","","","3"
"8536","21121","1","NA","NA","NA","NA","","","","2"
"8539","21181","1","NA","NA","NA","NA","","","","1"
"8561","21023","1","NA","NA","NA","NA","","","","2"
"8562","21183","1","NA","NA","NA","NA","","","","2"
"8564","21184","1","NA","NA","NA","NA","","","","1"
"8566","21187","1","NA","NA","NA","NA","","","","3"
"8568","21025","1","NA","NA","NA","NA","","","","2"
"8569","24031","1","NA","NA","NA","NA","","","","3"
"8571","21180","1","NA","NA","NA","NA","","","","1"
"8572","21027","1","NA","NA","NA","NA","","","","4"
"8573","21027","1","NA","NA","NA","NA","","","","4"
"8576","21029","1","NA","NA","NA","NA","","","","3"
"8581","21214","1","NA","NA","NA","NA","","","","1"
"8601","21030","1","NA","NA","NA","NA","","","","1"
"8621","21193","1","NA","NA","NA","NA","","","","2"
"8622","21031","1","NA","NA","NA","NA","","","","2"
"8641","21033","1","NA","NA","NA","NA","","","","3"
"8642","21034","1","NA","NA","NA","NA","","","","1"
"8661","21035","1","NA","NA","NA","NA","","","","2"
"8664","17020","1","NA","NA","NA","NA","","","","2"
"8666","21037","1","NA","NA","NA","NA","","","","1"
"8670","21117","1","NA","NA","NA","NA","","","","1"
"8671","14017","1","NA","NA","NA","NA","","","","1"
"8674","21040","1","NA","NA","NA","NA","","","","2"
"8676","19004","6","NA","NA","NA","NA","","","","1"
"8677","21088","1","NA","NA","NA","NA","","","","2"
"8678","21189","1","NA","NA","NA","NA","","","","2"
"8682","21006","1","NA","NA","NA","NA","","","","2"
"8684","21194","1","NA","NA","NA","NA","","","","1"
"8689","10003","1","NA","NA","NA","NA","","","","1"
"8691","14090","1","NA","NA","NA","NA","","","","3"
"8692","30175","1","NA","NA","NA","NA","","","","3"
"8693","24011","4","NA","NA","NA","NA","","","","2"
"8697","21130","1","NA","NA","NA","NA","","","","2"
"8701","18019","11","NA","NA","NA","NA","","","","4"
"8732","21096","1","NA","NA","NA","NA","","","","1"
"8733","21097","1","NA","NA","NA","NA","","","","1"
"8735","21101","1","NA","NA","NA","NA","","","","2"
"8737","21108","1","NA","NA","NA","NA","","","","1"
"8738","21109","1","NA","NA","NA","NA","","","","1"
"8739","21001","1","2020","2020","NA","NA","","","","2"
"8741","21129","1","NA","NA","NA","NA","","","","2"
"8742","21128","1","NA","NA","NA","NA","","","","1"
"8743","14122","1","NA","NA","NA","NA","","","","3"
"8744","14113","1","NA","NA","NA","NA","","","","3"
"8745","14012","1","NA","NA","NA","NA","","","","1"
"8761","18017","11","NA","NA","NA","NA","","","","4"
"8762","18017","11","NA","NA","NA","NA","","","","4"
"8763","18017","11","NA","NA","NA","NA","","","","4"
"8764","18017","11","NA","NA","NA","NA","","","","4"
"8765","18017","11","NA","NA","NA","NA","","","","4"
"8766","18017","11","NA","NA","NA","NA","","","","4"
"8767","18017","11","NA","NA","NA","NA","","","","4"
"8768","18017","11","NA","NA","NA","NA","","","","4"
"8769","18017","11","NA","NA","NA","NA","","","","4"
"8770","18017","11","NA","NA","NA","NA","","","","4"
"8771","18017","11","NA","NA","NA","NA","","","","4"
"8772","18017","11","NA","NA","NA","NA","","","","4"
"8773","18017","11","NA","NA","NA","NA","","","","4"
"8774","18017","11","NA","NA","NA","NA","","","","4"
"8775","18017","11","NA","NA","NA","NA","","","","4"
"8776","18017","11","NA","NA","NA","NA","","","","4"
"8777","18017","11","NA","NA","NA","NA","","","","4"
"8778","18017","11","NA","NA","NA","NA","","","","4"
"8781","14114","1","NA","NA","NA","NA","","","","3"
"8783","14033","4","NA","NA","NA","NA","","","","2"
"8801","21195","1","NA","NA","NA","NA","","","","1"
"8802","20063","1","NA","NA","NA","NA","","","","1"
"8803","21198","1","NA","NA","NA","NA","","","","2"
"8804","21008","1","NA","NA","NA","NA","","","","1"
"8805","21201","1","NA","NA","NA","NA","","","","1"
"8808","21011","1","NA","NA","NA","NA","","","","1"
"8809","21199","1","NA","NA","NA","NA","","","","2"
"8814","21014","1","NA","NA","NA","NA","","","","1"
"8816","20108","1","NA","NA","NA","NA","","","","1"
"8817","21211","1","NA","NA","NA","NA","","","","1"
"8819","24009","5","NA","NA","NA","NA","","","","3"
"8820","21209","1","NA","NA","NA","NA","","","","2"
"8821","15009","4","NA","NA","NA","NA","","","","1"
"8841","21202","1","NA","NA","NA","NA","","","","1"
"8842","21203","1","NA","NA","NA","NA","","","","2"
"8843","21204","1","NA","NA","NA","NA","","","","1"
"8844","21143","1","NA","NA","NA","NA","","","","2"
"8845","21208","4","NA","NA","NA","NA","","","","3"
"8852","14014","1","NA","NA","NA","NA","","","","3"
"8854","21207","4","NA","NA","NA","NA","","","","3"
"8855","21210","1","NA","NA","NA","NA","","","","1"
"8856","20554","11","NA","NA","NA","NA","","","","2"
"8858","21132","4","NA","NA","NA","NA","","","","2"
"8859","21212","1","NA","NA","NA","NA","","","","1"
"8860","14120","5","NA","NA","NA","NA","","","","2"
"8861","14120","1","NA","NA","NA","NA","","","","4"
"8862","21142","1","NA","NA","NA","NA","","","","1"
"8864","21172","1","NA","NA","NA","NA","","","","1"
"8865","21169","1","NA","NA","NA","NA","","","","2"
"8868","21205","1","NA","NA","NA","NA","","","","2"
"8871","21026","1","NA","NA","NA","NA","","","","1"
"8872","13010","4","NA","NA","NA","NA","","","","3"
"8873","13010","1","NA","NA","NA","NA","","","","4"
"8874","21028","1","NA","NA","NA","NA","","","","1"
"8875","24037","4","NA","NA","NA","NA","","","","2"
"8876","20460","1","NA","NA","NA","NA","","","","2"
"8877","24044","1","NA","NA","NA","NA","","","","2"
"8879","16069","4","NA","NA","NA","NA","","","","3"
"8880","21186","4","NA","NA","NA","NA","","","","2"
"8882","21215","1","NA","NA","NA","NA","","","","2"
"8883","20005","1","NA","NA","NA","NA","","","","2"
"8884","21036","1","NA","NA","NA","NA","","","","3"
"8885","31101","4","NA","NA","NA","NA","","","","2"
"8887","21070","1","NA","NA","NA","NA","","","","1"
"8888","21073","1","NA","NA","NA","NA","","","","3"
"8891","21039","1","NA","NA","NA","NA","","","","2"
"8892","21076","1","NA","NA","NA","NA","","","","2"
"8893","21077","1","NA","NA","NA","NA","","","","1"
"8900","21044","1","NA","NA","NA","NA","","","","3"
"8904","20338","1","NA","NA","NA","NA","","","","3"
"8908","21122","1","NA","NA","NA","NA","","","","1"
"8909","21123","1","NA","NA","NA","NA","","","","1"
"8910","21046","1","NA","NA","NA","NA","","","","1"
"8911","20531","4","NA","NA","NA","NA","","","","1"
"8912","21124","1","NA","NA","NA","NA","","","","1"
"8913","21125","1","NA","NA","NA","NA","","","","2"
"8914","21126","1","NA","NA","NA","NA","","","","2"
"8915","17027","1","NA","NA","NA","NA","","","","2"
"8916","21200","1","NA","NA","NA","NA","","","","1"
"8917","21049","1","NA","NA","NA","NA","","","","2"
"8918","17010","1","NA","NA","NA","NA","","","","3"
"8919","21050","1","NA","NA","NA","NA","","","","1"
"8920","14026","1","NA","NA","NA","NA","","","","3"
"8922","21068","1","NA","NA","NA","NA","","","","1"
"8924","21052","1","NA","NA","NA","NA","","","","2"
"8927","7028","1","NA","NA","NA","NA","","","","2"
"8928","14038","1","NA","NA","NA","NA","","","","3"
"8929","21058","1","NA","NA","NA","NA","","","","1"
"8930","21059","1","NA","NA","NA","NA","","","","2"
"8934","21074","4","NA","NA","NA","NA","","","","2"
"8941","21102","1","NA","NA","NA","NA","","","","1"
"8943","17017","1","NA","NA","NA","NA","","","","2"
"8944","17009","1","NA","NA","NA","NA","","","","1"
"8945","14096","1","NA","NA","NA","NA","","","","3"
"8946","10007","4","NA","NA","NA","NA","","","","1"
"8948","14070","1","NA","NA","NA","NA","","","","1"
"8949","18016","11","NA","NA","NA","NA","","","","4"
"8961","14069","1","NA","NA","NA","NA","","","","3"
"8962","14098","5","NA","NA","NA","NA","","","","2"
"8963","14098","1","NA","NA","NA","NA","","","","3"
"8964","14103","1","NA","NA","NA","NA","","","","3"
"8965","14049","1","NA","NA","NA","NA","","","","3"
"8967","20059","1","NA","NA","NA","NA","","","","3"
"8969","21015","1","NA","NA","NA","NA","","","","1"
"8972","11008","4","NA","NA","NA","NA","","","","2"
"8974","20021","1","NA","NA","NA","NA","","","","1"
"8977","21022","1","NA","NA","NA","NA","","","","3"
"8978","10005","4","NA","NA","NA","NA","","","","2"
"8979","17004","4","NA","NA","NA","NA","","","","3"
"8981","21038","1","NA","NA","NA","NA","","","","1"
"8983","24018","1","NA","NA","NA","NA","","","","4"
"8984","20006","1","NA","NA","NA","NA","","","","3"
"8986","21041","4","NA","NA","NA","NA","","","","3"
"8987","20046","1","NA","NA","NA","NA","","","","2"
"8988","20044","1","NA","NA","NA","NA","","","","2"
"8989","19039","6","NA","NA","NA","NA","","","","1"
"8990","20062","1","NA","NA","NA","NA","","","","1"
"8992","20100","1","NA","NA","NA","NA","","","","1"
"8993","24038","1","NA","NA","NA","NA","","","","3"
"8997","21045","4","NA","NA","NA","NA","","","","2"
"8998","20016","1","NA","NA","NA","NA","","","","2"
"9000","20055","1","NA","NA","NA","NA","","","","2"
"9001","20184","1","NA","NA","NA","NA","","","","1"
"9002","20065","1","NA","NA","NA","NA","","","","2"
"9004","20201","1","NA","NA","NA","NA","","","","2"
"9007","20222","1","NA","NA","NA","NA","","","","2"
"9010","20247","1","NA","NA","NA","NA","","","","1"
"9011","20278","1","NA","NA","NA","NA","","","","2"
"9013","21057","1","NA","NA","NA","NA","","","","2"
"9014","20299","1","NA","NA","NA","NA","","","","1"
"9015","20417","1","NA","NA","NA","NA","","","","2"
"9016","10022","4","NA","NA","NA","NA","","","","2"
"9021","20457","1","NA","NA","NA","NA","","","","2"
"9023","21116","1","NA","NA","NA","NA","","","","2"
"9027","20522","1","NA","NA","NA","NA","","","","1"
"9028","11046","1","NA","NA","NA","NA","","","","2"
"9029","20541","1","NA","NA","NA","NA","","","","2"
"9030","20559","1","NA","NA","NA","NA","","","","2"
"9032","20223","1","NA","NA","NA","NA","","","","2"
"9033","20303","1","NA","NA","NA","NA","","","","1"
"9034","17007","4","NA","NA","NA","NA","","","","1"
"9035","20156","1","NA","NA","NA","NA","","","","2"
"9036","21118","1","NA","NA","NA","NA","","","","1"
"9037","10036","4","NA","NA","NA","NA","","","","3"
"9043","21091","1","NA","NA","NA","NA","","","","3"
"9046","17013","1","NA","NA","NA","NA","","","","1"
"9048","21095","1","NA","NA","NA","NA","","","","1"
"9049","21104","1","NA","NA","NA","NA","","","","1"
"9050","21110","1","NA","NA","NA","NA","","","","2"
"9051","14068","1","NA","NA","NA","NA","","","","1"
"9052","20432","1","NA","NA","NA","NA","","","","1"
"9053","21047","1","NA","NA","NA","NA","","","","2"
"9061","21119","1","NA","NA","NA","NA","","","","3"
"9062","21119","8","2014","2044","NA","NA","","","","4"
"9063","21113","1","NA","NA","NA","NA","","","","2"
"9064","10012","4","NA","NA","NA","NA","","","","3"
"9065","32047","4","NA","NA","NA","NA","","","","2"
"9066","32048","1","NA","NA","NA","NA","","","","3"
"9067","32051","1","NA","NA","NA","NA","","","","3"
"9068","21115","1","NA","NA","NA","NA","","","","1"
"9070","21075","1","NA","NA","NA","NA","","","","1"
"9073","21094","4","NA","NA","NA","NA","","","","2"
"9076","14115","1","NA","NA","NA","NA","","","","3"
"9079","21054","1","NA","NA","NA","NA","","","","1"
"9080","21053","4","NA","NA","NA","NA","","","","2"
"9081","1005","4","NA","NA","NA","NA","","","","1"
"9101","20560","1","NA","NA","NA","NA","","","","2"
"9121","18001","11","NA","NA","NA","NA","","","","4"
"9122","18001","11","NA","NA","NA","NA","","","","4"
"9141","21055","1","NA","NA","NA","NA","","","","2"
"9142","21060","1","NA","NA","NA","NA","","","","1"
"9162","14050","1","NA","NA","NA","NA","","","","3"
"9163","27007","6","NA","NA","NA","NA","","","","1"
"9164","14121","1","NA","NA","NA","NA","","","","2"
"9165","14023","4","NA","NA","NA","NA","","","","3"
"9166","8019","6","NA","NA","NA","NA","","","","2"
"9167","14089","1","NA","NA","NA","NA","","","","3"
"9168","14055","4","NA","NA","NA","NA","","","","3"
"9169","27002","6","NA","NA","NA","NA","","","","1"
"9180","20039","4","NA","NA","NA","NA","","","","2"
"9203","21100","1","NA","NA","NA","NA","","","","1"
"9204","21048","1","NA","NA","NA","NA","","","","1"
"9205","18014","11","NA","NA","NA","NA","","","","4"
"9206","18014","11","NA","NA","NA","NA","","","","4"
"9208","21051","1","NA","NA","NA","NA","","","","1"
"9213","14079","1","NA","NA","NA","NA","","","","1"
"9217","21188","1","NA","NA","NA","NA","","","","1"
"9218","21067","4","NA","NA","NA","NA","","","","2"
"9222","18002","13","NA","NA","NA","NA","","","","4"
"9223","18002","11","NA","NA","NA","NA","","","","4"
"9224","18002","13","NA","NA","NA","NA","","","","4"
"9225","20284","1","NA","NA","NA","NA","","","","2"
"9243","21093","1","NA","NA","NA","NA","","","","1"
"9244","17016","1","NA","NA","NA","NA","","","","1"
"9245","20089","1","NA","NA","NA","NA","","","","2"
"9246","21092","1","NA","NA","NA","NA","","","","1"
"9248","14040","1","NA","NA","NA","NA","","","","3"
"9261","10023","4","NA","NA","NA","NA","","","","3"
"9262","21071","4","NA","NA","NA","NA","","","","2"
"9263","13030","4","NA","NA","NA","NA","","","","3"
"9264","20226","1","NA","NA","NA","NA","","","","2"
"9265","14112","1","NA","NA","NA","NA","","","","1"
"9267","13048","6","NA","NA","NA","NA","","","","1"
"9269","20506","1","NA","NA","NA","NA","","","","2"
"9270","20517","1","NA","NA","NA","NA","","","","2"
"9272","17008","1","NA","NA","NA","NA","","","","1"
"9273","10027","1","NA","NA","NA","NA","","","","3"
"9276","27003","6","NA","NA","NA","NA","","","","1"
"9277","14097","1","NA","NA","NA","NA","","","","1"
"9281","10030","1","NA","NA","NA","NA","","","","2"
"9282","10014","1","NA","NA","NA","NA","","","","2"
"9284","14039","6","NA","NA","NA","NA","","","","2"
"9285","20200","1","NA","NA","NA","NA","","","","2"
"9286","32052","4","NA","NA","NA","NA","","","","2"
"9287","32053","1","NA","NA","NA","NA","","","","1"
"9289","32054","1","NA","NA","NA","NA","","","","1"
"9290","27005","6","NA","NA","NA","NA","","","","1"
"9291","11032","4","NA","NA","NA","NA","","","","3"
"9301","18006","11","NA","NA","NA","NA","","","","4"
"9302","32029","1","NA","NA","NA","NA","","","","2"
"9303","32031","5","NA","NA","NA","NA","","","","2"
"9321","18004","11","NA","NA","NA","NA","","","","4"
"9322","18004","11","NA","NA","NA","NA","","","","4"
"9323","18004","11","NA","NA","NA","NA","","","","4"
"9343","27006","6","NA","NA","NA","NA","","","","1"
"9346","14087","1","NA","NA","NA","NA","","","","2"
"9348","14092","1","NA","NA","NA","NA","","","","3"
"9349","14095","1","NA","NA","NA","NA","","","","3"
"9351","14081","1","NA","NA","NA","NA","","","","1"
"9352","14060","1","NA","NA","NA","NA","","","","2"
"9354","14094","1","NA","NA","NA","NA","","","","2"
"9355","20164","1","NA","NA","NA","NA","","","","2"
"9357","20259","1","NA","NA","NA","NA","","","","2"
"9358","20286","1","NA","NA","NA","NA","","","","2"
"9361","5002","4","NA","NA","NA","NA","","","","2"
"9363","20174","1","NA","NA","NA","NA","","","","1"
"9364","20242","1","NA","NA","NA","NA","","","","2"
"9365","20157","1","NA","NA","NA","NA","","","","1"
"9366","20340","1","NA","NA","NA","NA","","","","2"
"9367","10033","4","NA","NA","NA","NA","","","","3"
"9368","20137","1","NA","NA","NA","NA","","","","2"
"9369","20277","1","NA","NA","NA","NA","","","","2"
"9370","20386","1","NA","NA","NA","NA","","","","2"
"9371","30036","1","NA","NA","NA","NA","","","","2"
"9372","20516","1","NA","NA","NA","NA","","","","2"
"9373","20566","1","NA","NA","NA","NA","","","","3"
"9381","21078","1","NA","NA","NA","NA","","","","1"
"9382","20348","1","NA","NA","NA","NA","","","","2"
"9383","20273","1","NA","NA","NA","NA","","","","2"
"9384","27008","6","NA","NA","NA","NA","","","","1"
"9401","21019","4","NA","NA","NA","NA","","","","3"
"9404","20109","1","NA","NA","NA","NA","","","","2"
"9406","20139","1","NA","NA","NA","NA","","","","2"
"9409","32038","1","NA","NA","NA","NA","","","","2"
"9421","32010","1","NA","NA","NA","NA","","","","2"
"9432","21004","4","NA","NA","NA","NA","","","","2"
"9442","32019","4","NA","NA","NA","NA","","","","2"
"9445","32017","5","NA","NA","NA","NA","","","","3"
"9462","20405","1","NA","NA","NA","NA","","","","2"
"9463","20456","1","NA","NA","NA","NA","","","","2"
"9464","20459","1","NA","NA","NA","NA","","","","2"
"9465","20462","1","NA","NA","NA","NA","","","","2"
"9467","20484","1","NA","NA","NA","NA","","","","2"
"9468","20520","1","NA","NA","NA","NA","","","","2"
"9469","20524","1","NA","NA","NA","NA","","","","1"
"9472","20540","1","NA","NA","NA","NA","","","","2"
"9473","20549","1","NA","NA","NA","NA","","","","2"
"9474","20227","1","NA","NA","NA","NA","","","","2"
"9477","21043","1","NA","NA","NA","NA","","","","3"
"9484","20041","1","NA","NA","NA","NA","","","","2"
"9485","20058","1","NA","NA","NA","NA","","","","2"
"9486","20134","1","NA","NA","NA","NA","","","","2"
"9488","20232","1","NA","NA","NA","NA","","","","2"
"9489","20385","1","NA","NA","NA","NA","","","","2"
"9490","20385","1","NA","NA","NA","NA","","","","2"
"9491","20244","1","NA","NA","NA","NA","","","","2"
"9492","20249","1","NA","NA","NA","NA","","","","2"
"9493","20309","1","NA","NA","NA","NA","","","","2"
"9494","20322","1","NA","NA","NA","NA","","","","2"
"9495","30154","1","NA","NA","NA","NA","","","","1"
"9502","20438","1","NA","NA","NA","NA","","","","2"
"9504","30128","1","NA","NA","NA","NA","","","","2"
"9507","21084","1","NA","NA","NA","NA","","","","1"
"9508","20150","1","NA","NA","NA","NA","","","","2"
"9509","20085","1","NA","NA","NA","NA","","","","2"
"9510","30093","1","NA","NA","NA","NA","","","","3"
"9512","20399","1","NA","NA","NA","NA","","","","2"
"9513","20431","1","NA","NA","NA","NA","","","","2"
"9514","20090","1","NA","NA","NA","NA","","","","2"
"9515","20558","1","NA","NA","NA","NA","","","","3"
"9516","30177","1","NA","NA","NA","NA","","","","2"
"9519","20528","1","NA","NA","NA","NA","","","","1"
"9520","27009","6","NA","NA","NA","NA","","","","1"
"9521","32014","1","NA","NA","NA","NA","","","","1"
"9561","21032","1","NA","NA","NA","NA","","","","2"
"9563","20129","1","NA","NA","NA","NA","","","","2"
"9564","20176","1","NA","NA","NA","NA","","","","2"
"9565","20250","1","NA","NA","NA","NA","","","","2"
"9566","20545","1","NA","NA","NA","NA","","","","2"
"9567","20255","1","NA","NA","NA","NA","","","","1"
"9568","20096","1","NA","NA","NA","NA","","","","2"
"9570","20177","1","NA","NA","NA","NA","","","","2"
"9571","20403","1","NA","NA","NA","NA","","","","1"
"9573","20260","1","NA","NA","NA","NA","","","","2"
"9575","20514","1","NA","NA","NA","NA","","","","2"
"9578","27015","6","NA","NA","NA","NA","","","","1"
"9579","20469","1","NA","NA","NA","NA","","","","2"
"9580","20537","1","NA","NA","NA","NA","","","","2"
"9581","32020","4","NA","NA","NA","NA","","","","3"
"9582","32032","5","NA","NA","NA","NA","","","","3"
"9601","20014","1","NA","NA","NA","NA","","","","3"
"9603","20030","1","NA","NA","NA","NA","","","","2"
"9604","20057","1","NA","NA","NA","NA","","","","2"
"9605","20053","1","NA","NA","NA","NA","","","","1"
"9606","20066","1","NA","NA","NA","NA","","","","2"
"9607","20010","1","NA","NA","NA","NA","","","","2"
"9608","20010","12","NA","NA","NA","NA","","","","4"
"9609","20025","1","NA","NA","NA","NA","","","","1"
"9610","20043","1","NA","NA","NA","NA","","","","2"
"9611","20079","1","NA","NA","NA","NA","","","","3"
"9612","20124","1","NA","NA","NA","NA","","","","2"
"9613","20125","1","NA","NA","NA","NA","","","","2"
"9614","20190","1","NA","NA","NA","NA","","","","4"
"9616","20305","1","NA","NA","NA","NA","","","","2"
"9617","20308","1","NA","NA","NA","NA","","","","2"
"9619","20198","1","NA","NA","NA","NA","","","","2"
"9624","20394","1","NA","NA","NA","NA","","","","2"
"9625","20492","1","NA","NA","NA","NA","","","","2"
"9626","20523","1","NA","NA","NA","NA","","","","2"
"9627","20562","1","NA","NA","NA","NA","","","","2"
"9628","20321","1","NA","NA","NA","NA","","","","2"
"9629","20451","1","NA","NA","NA","NA","","","","2"
"9641","20418","1","NA","NA","NA","NA","","","","2"
"9642","20427","1","NA","NA","NA","NA","","","","2"
"9643","20441","1","NA","NA","NA","NA","","","","2"
"9645","20505","1","NA","NA","NA","NA","","","","2"
"9648","20325","1","NA","NA","NA","NA","","","","2"
"9649","20325","1","NA","NA","NA","NA","","","","4"
"9651","20421","1","NA","NA","NA","NA","","","","2"
"9652","20327","1","NA","NA","NA","NA","","","","2"
"9653","20513","1","NA","NA","NA","NA","","","","2"
"9654","20515","1","NA","NA","NA","NA","","","","2"
"9655","20180","1","NA","NA","NA","NA","","","","2"
"9656","20133","1","NA","NA","NA","NA","","","","2"
"9657","20372","1","NA","NA","NA","NA","","","","2"
"9659","20379","1","NA","NA","NA","NA","","","","2"
"9660","22001","1","NA","NA","NA","NA","","","","1"
"9662","20397","1","NA","NA","NA","NA","","","","3"
"9682","22004","1","NA","NA","NA","NA","","","","1"
"9683","22005","1","NA","NA","NA","NA","","","","3"
"9684","22007","1","NA","NA","NA","NA","","","","1"
"9685","22008","1","NA","NA","NA","NA","","","","1"
"9687","22009","1","NA","NA","NA","NA","","","","3"
"9688","22010","1","NA","NA","NA","NA","","","","3"
"9689","22011","8","NA","NA","NA","NA","","","","3"
"9691","22013","1","NA","NA","NA","NA","","","","3"
"9693","22015","1","NA","NA","NA","NA","","","","3"
"9694","22017","1","NA","NA","NA","NA","","","","1"
"9695","22018","1","NA","NA","NA","NA","","","","1"
"9696","20570","1","NA","NA","NA","NA","","","","2"
"9698","22003","1","NA","NA","NA","NA","","","","3"
"9705","22002","1","NA","NA","NA","NA","","","","3"
"9721","20131","1","NA","NA","NA","NA","","","","3"
"9722","27010","6","NA","NA","NA","NA","","","","1"
"9723","20076","1","NA","NA","NA","NA","","","","2"
"9724","20185","1","NA","NA","NA","NA","","","","2"
"9725","20447","1","NA","NA","NA","NA","","","","2"
"9728","21105","1","NA","NA","NA","NA","","","","3"
"9730","32018","4","NA","NA","NA","NA","","","","3"
"9735","5035","5","NA","NA","NA","NA","","","","2"
"9742","32024","4","NA","NA","NA","NA","","","","2"
"9743","20019","1","NA","NA","NA","NA","","","","2"
"9761","32025","4","NA","NA","NA","NA","","","","2"
"9801","5027","15","NA","NA","NA","NA","PARAMUNICIPAL","","","2"
"9802","32050","5","NA","NA","NA","NA","","","","3"
"9821","32026","1","NA","NA","NA","NA","","","","2"
"9844","27013","6","NA","NA","NA","NA","","","","1"
"9845","27014","6","NA","NA","NA","NA","","","","1"
"9846","27016","6","NA","NA","NA","NA","","","","1"
"9847","20413","1","NA","NA","NA","NA","","","","2"
"9848","20413","9","NA","NA","NA","NA","GIBIERNO FEDERAL","","","4"
"9849","20414","1","NA","NA","NA","NA","","","","2"
"9861","21107","1","NA","NA","NA","NA","","","","1"
"9864","28015","8","NA","NA","NA","NA","","","","3"
"9865","21173","1","NA","NA","NA","NA","","","","3"
"9881","20439","1","NA","NA","NA","NA","","","","2"
"9882","20509","1","NA","NA","NA","NA","","","","2"
"9942","20475","1","NA","NA","NA","NA","","","","2"
"9963","17035","1","NA","NA","NA","NA","","","","1"
"9968","17006","4","NA","NA","NA","NA","","","","1"
"9985","27017","6","NA","NA","NA","NA","","","","1"
"10002","20067","1","NA","NA","NA","NA","","","","1"
"10021","20038","1","NA","NA","NA","NA","","","","1"
"10023","20120","1","NA","NA","NA","NA","","","","1"
"10027","20246","1","NA","NA","NA","NA","","","","1"
"10028","20280","1","NA","NA","NA","NA","","","","2"
"10041","22012","1","NA","NA","NA","NA","","","","1"
"10042","22016","1","NA","NA","NA","NA","","","","3"
"10044","20473","1","NA","NA","NA","NA","","","","2"
