"folio","serv_dre","dren_cab","no_saben","dren_plu","prodrplu","pr_plu_e","trat_plu","tra_apli","usoprinc","uso_e_pr","plu_suel","plu_rios","plu_mar","plu_play","plu_este","plu_lago","plu_terr","plu_otro","plu_o_es","dren_ext","ext_reha","ext_sani","ext_dren","ext_cole","tot_conx","con_cabe","conx_loc","conx_dom","conx_ind","conx_com","conx_pub","conx_mix","conx_tot","prest_nu"
"20529","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20530","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20531","1","80","","2","0","","0","","0","","","","","","","","","","","","","4.5","","","300","300","","300","","","","","300","1"
"20532","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20533","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20534","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20535","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20536","1","90","","1","1","","2","","0","","1","","","","","","","","","0.25","","2.5","","","255","255","","255","","","","","255","1"
"20537","1","70","","1","2","","2","","0","","","1","","","","","","","","4","","15","6","","809","809","","800","","","9","","809","1"
"20538","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20539","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20540","1","70","","2","0","","0","","0","","","","","","","","","","","","","28","0.2","","1436","1436","","1370","10","56","","","1436","1"
"20541","1","90","","2","0","","0","","0","","","","","","","","","","","","","2","","","409","409","","400","","","9","","409","1"
"20542","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20543","1","32","","2","0","","0","","0","","","","","","","","","","","","","9.1","2","","400","400","","385","","","15","","400","1"
"20544","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20545","1","75","","2","0","","0","","0","","","","","","","","","","","","","45.86","4.8","NA","2460","2460","NA","2460","","","","","2460","1"
"20546","1","60","","2","0","","0","","0","","","","","","","","","","","","","10","","","1194","1194","","1194","","","","","1194","1"
"20547","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20548","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20549","1","80","","2","0","","0","","0","","","","","","","","","","","","","7","0.5","","1360","1360","","1360","","","","","1360","1"
"20550","1","45","","2","0","","0","","0","","","","","","","","","","","","","14","","","778","778","","778","","","8","","786","1"
"20551","1","90","","2","0","","0","","0","","","","","","","","","","","","","20","0.3","","9450","9450","","9450","","","","NA","9450","1"
"20552","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20553","1","70","","2","0","","0","","0","","","","","","","","","","","","","72","2","1","8866","8866","","8866","","","","","8866","1"
"20554","1","20","","2","0","","0","","0","","","","","","","","","","","","","7","NSS","NSS","1300","1300","","1300","","","","","1300","1"
"20555","1","65","","1","1","","2","","0","","","","","","","","","1","SANJA","1","","6","","","65","65","","65","","","","","65","1"
"20556","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20557","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20558","1","75","","2","0","","0","","0","","","","","","","","","","","","","7","NA","NA","390","236","154","390","NA","NA","NA","NA","390","1"
"20559","1","90","","1","2","","2","","0","","","1","","","","","","","","2.5","1","8","NSS","NSS","1800","1800","NA","1500","","300","","","1800","1"
"20560","1","60","","2","0","","0","","0","","","","","","","","","","","","","5","","","420","420","","420","","","","","420","1"
"20561","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20562","1","20","","2","0","","0","","0","","","","","","","","","","","","","5.8","","","200","200","","195","2","","3","","200","1"
"20563","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20564","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20565","1","70","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","5000","4800","200","5000","","","","","5000","1"
"20566","1","30","","1","2","","2","","0","","","1","","","","","","","","1","","1","","","179","167","12","179","","","5","","179","1"
"20567","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20568","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20569","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"20570","1","80","","2","0","","0","","0","","","","","","","","","","","","","40","","","6006","6006","","6000","","4","2","","6006","1"
"21001","1","","1","2","0","","0","","0","","","","","","","","","","","","","24.94","24.94","","NSS","NSS","NSS","NSS","","","","","NSS","1"
"21002","1","80","","2","0","","0","","0","","","","","","","","","","","","","50","0.5","","1050","670","380","1050","","","","","1050","1"
"21003","1","70","","2","0","","0","","0","","","","","","","","","","","","","73","1","0.2","5029","5029","","4933","","96","","","5029","1"
"21004","1","93","","1","2","","2","","0","","1","","","","","","","","","6","0.4","66","0.4","","7714","7714","","7676","8","30","","","7714","1"
"21005","1","95","","2","0","","0","","0","","","","","","","","","","","","","4","","","300","150","150","300","","","","","300","1"
"21006","1","NA","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NA","NA","NSS","NSS","NSS","1"
"21007","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21008","1","100","","1","1","","2","","0","","","1","","","","","","","","2","","10","","","800","500","300","800","","","","","800","1"
"21009","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21010","1","85","","2","0","","0","","0","","","","","","","","","","","","","31","31","","10250","10250","","10250","","","","","10250","1"
"21011","1","90","","2","0","","0","","0","","","","","","","","","","","","","15","3","","650","650","","650","","","","","650","1"
"21012","1","98","","2","0","","0","","0","","","","","","","","","","","","","30","4","2","1420","1420","","1420","","","","","1420","1"
"21013","1","80","","2","0","","0","","0","","","","","","","","","","","","","200","200","200","1573","1573","","1500","30","10","13","20","1573","1"
"21014","1","60","","2","0","","0","","0","","","","","","","","","","","","","5","5","","993","508","485","993","","","","","993","1"
"21015","1","90","","2","0","","0","","0","","","","","","","","","","","","","36","3.3","","23322","23322","NSS","22115","","1207","","","23322","1"
"21016","1","30","","2","0","","0","","0","","","","","","","","","","","","","5","","","550","550","","550","","","","","550","1"
"21017","1","80","","1","1","","2","","0","","","1","","","","","","","","10","1.5","35","35","","4675","875","3800","2776","32","1867","","","4675","1"
"21018","1","90","","2","0","","0","","0","","","","","","","","","","","","","3","1.5","","NSS","NSS","NSS","NSS","","","","","NSS","1"
"21019","1","95","","1","1","","2","","0","","","1","","","","","","","","15.67","","153.55","0.472","0.65","30470","30470","","28048","84","2338","","","30470","1"
"21020","1","90","","2","0","","0","","0","","","","","","","","","","","","","20","1","","3200","3200","","3200","","","","","3200","1"
"21021","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21022","1","65","","2","0","","0","","0","","","","","","","","","","","","","52","1","","1825","171","1654","1780","","","45","","1825","1"
"21023","1","80","","2","0","","0","","0","","","","","","","","","","","","","20","6","","350","350","","350","","","","","350","1"
"21024","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21025","1","70","","2","0","","0","","0","","","","","","","","","","","","","8","","","1200","1200","NSS","1200","","","","","1200","1"
"21026","1","","1","2","0","","0","","0","","","","","","","","","","","","","100","","","32","25","7","27","3","2","","","32","1"
"21027","1","10","","2","0","","0","","0","","","","","","","","","","","","","6","","","80","","80","80","","","","","80","2"
"21028","1","90","","2","0","","0","","0","","","","","","","","","","","","","30","0.2","","1212","1006","206","1200","","","12","","1212","1"
"21029","1","95","","2","0","","0","","0","","","","","","","","","","","","","8.5","0.124","","758","677","81","751","","","7","","758","1"
"21030","1","95","","2","0","","0","","0","","","","","","","","","","","","","6","1","","200","200","","200","","","","","200","1"
"21031","1","80","","2","0","","0","","0","","","","","","","","","","","","","30","1","0.2","1500","1000","500","1500","","","","","1500","1"
"21032","1","50","","2","0","","0","","0","","","","","","","","","","","","","3.5","2.5","1","350","350","","350","","","","","350","1"
"21033","1","70","","2","0","","0","","0","","","","","","","","","","","","","17.5","","","1174","350","824","1174","","","","","1174","1"
"21034","1","NA","","1","2","","2","","0","","","1","","","","","","","","6.51","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"21035","1","NA","","2","0","","0","","0","","","","","","","","","","","","","7","3.75","","1838","1838","","1678","","142","18","","1838","1"
"21036","1","20","","2","0","","0","","0","","","","","","","","","","","","","11","","","215","120","95","215","","","","","215","1"
"21037","1","95","","2","0","","0","","0","","","","","","","","","","","","","12","0.13","","1800","800","1000","1800","","","","","1800","1"
"21038","1","70","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"21039","1","90","","2","0","","0","","0","","","","","","","","","","","","","10","2","1.5","1500","1500","NSS","1500","","","","","1500","1"
"21040","1","80","","2","0","","0","","0","","","","","","","","","","","","","20","","","200","200","NSS","200","","","","","200","1"
"21041","1","95","","2","0","","0","","0","","","","","","","","","","","","","850","850","","NSS","NSS","NSS","NSS","NSS","NSS","","","NSS","1"
"21042","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21043","1","80","","2","0","","0","","0","","","","","","","","","","","","","15","","","553","NSS","NSS","490","","63","","","553","1"
"21044","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","0.05","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"21045","1","90","","1","2","","2","","0","","","","","","","","","1","LAGUNA DE OXIDACION","150","20","200","50","30","5700","5700","","5531","","169","","","5700","1"
"21046","1","90","","2","0","","0","","0","","","","","","","","","","","","","12","4","","4500","4000","500","4490","5","5","","","4500","1"
"21047","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","","NSS","","","","","NSS","1"
"21048","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","1","2","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"21049","1","90","","2","0","","0","","0","","","","","","","","","","","","","10","2","","500","500","","500","","","","","500","1"
"21050","1","20","","2","0","","0","","0","","","","","","","","","","","","","4.5","","","2295","1730","565","2295","","","","","2295","1"
"21051","1","1","","2","0","","0","","0","","","","","","","","","","","","","700000","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"21052","1","100","","2","0","","0","","0","","","","","","","","","","","","","6","","","417","417","","417","","","","","417","1"
"21053","1","60","","2","0","","0","","0","","","","","","","","","","","","","70","","","6686","6686","","6400","46","240","","","6686","1"
"21054","1","NA","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"21055","1","30","","2","0","","0","","0","","","","","","","","","","","","","3","","","450","450","","450","","","","","450","1"
"21056","1","NA","","0","0","","2","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21057","1","85","","2","0","","0","","0","","","","","","","","","","","","","4.5","4","2","16","16","","16","","","","","16","1"
"21058","1","80","","2","0","","0","","0","","","","","","","","","","","","","40","1","","120","65","55","120","","","","","120","1"
"21059","1","75","","2","0","","0","","0","","","","","","","","","","","","","30","5","","250","250","","246","","","4","","250","1"
"21060","1","87","","2","0","","0","","0","","","","","","","","","","","","","5.8","","","1620","1060","560","1620","","","","","1620","1"
"21061","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21062","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","","","","","NSS","1"
"21063","1","90","","1","1","","2","","0","","1","","","","","","","","","0.8","","1.2","0.3","0.25","96","70","26","96","","","","","96","1"
"21064","1","90","","1","2","","2","","0","","1","","","","","","","","","1.5","","20","0.5","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"21065","1","89","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"21066","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"21067","1","80","","1","2","","2","","0","","1","","","","","","","","","2","","48","3","","2918","2918","","2589","","329","","","2918","1"
