"id_dren","admn_id","localid"
"4446","1028","79292"
"4447","1036","258134"
"4449","1854","231953"
"4455","427","268742"
"4457","5741","115102"
"4461","5743","115157"
"4469","1212","52645"
"4470","1213","213506"
"4480","6596","265558"
"4481","6731","140837"
"4484","7629","296640"
"4487","7632","110100"
"4491","6589","278405"
"4492","7487","300747"
"4493","755","28558"
"4494","1181","273048"
"4499","1215","213220"
"4504","5787","115244"
"4510","5930","117687"
"4511","3941","150785"
"4513","1251","55340"
"4514","6001","118561"
"4517","745","268722"
"4526","6764","142627"
"4532","2744","258710"
"4540","7270","41685"
"4543","7321","134575"
"4551","724","104471"
"4553","7567","201327"
"4556","5281","132013"
"4560","6797","239626"
"4568","7323","138290"
"4570","7325","301344"
"4581","7441","154115"
"4592","4741","259712"
"4602","7368","301230"
"4604","7390","157783"
"4606","7444","106336"
"4609","5468","116833"
"4611","5474","119041"
"4613","5482","95316"
"4614","5641","227840"
"4615","6588","278373"
"4623","892","300896"
"4626","878","101674"
"4627","2789","234620"
"4638","668","97810"
"4641","884","44044"
"4643","7409","150063"
"4673","7326","45931"
"4675","7355","51533"
"4677","1845","229998"
"4681","7342","301275"
"4693","7389","301304"
"4696","346","12433"
"4709","5542","233830"
"4716","1064","80436"
"4722","1244","264445"
"4723","5470","117095"
"4728","6002","118583"
"4729","6022","141262"
"4730","6023","301400"
"4734","6560","276749"
"4735","505","254961"
"4754","7351","50844"
"4758","7353","51486"
"4765","7079","295535"
"4770","7144","146869"
"4776","7206","123545"
"4797","6009","117405"
"4798","6088","301028"
"4805","802","301411"
"4815","1184","280877"
"4816","1186","49969"
"4822","325","11789"
"4832","1082","215853"
"4834","7639","114899"
"4835","630","259944"
"4851","3221","282961"
"4853","6663","183630"
"4859","1405","95444"
"4863","6725","141939"
"4864","6769","301470"
"4869","1743","272289"
"4883","3322","261349"
"4884","5788","115298"
"4885","3645","29403"
"4898","5744","115174"
"4899","5834","152972"
"4910","1189","50064"
"4914","1414","98069"
"4915","6544","273380"
"4931","2368","50091"
"4935","2373","281018"
"4942","5864","140423"
"4958","5105","144316"
"4967","464","219371"
"4968","465","217322"
"4979","3448","216551"
"4984","3963","42347"
"4994","3303","59892"
"4997","7072","295447"
"4998","5802","119490"
"5000","7455","55184"
"5001","2327","266399"
"5004","8977","188294"
"5006","8986","188701"
"5012","1363","277502"
"5013","1365","265637"
"5019","5763","301355"
"5025","1723","267157"
"5032","5777","119756"
"5050","5951","116131"
"5053","5967","142410"
"5069","7367","51776"
"5081","2322","260212"
"5090","5907","115649"
"5093","5945","302087"
"5094","401","26912"
"5103","5948","116178"
"5104","5955","116155"
"5111","5944","115997"
"5151","8965","301276"
"5154","6847","150041"
"5164","8964","136735"
"5174","7574","297312"
"5183","7697","113118"
"5205","8382","124373"
"5208","8424","193252"
"5211","5638","301145"
"5212","8781","138046"
"5219","8386","121335"
"5223","8403","192715"
"5226","8421","193059"
"5249","8854","195011"
"5256","8313","301234"
"5278","8879","152291"
"5284","9168","128302"
"5297","7976","157410"
"5314","9510","266509"
"5331","8007","134996"
"5332","8006","301284"
"5336","7752","82252"
"5342","7850","125810"
"5347","9721","177961"
"5350","2385","302984"
"5358","8462","195415"
"5365","1421","282036"
"5377","9601","174936"
"5392","8872","115506"
"5393","8348","161090"
"5397","8873","115505"
"5399","8928","301265"
"5401","1683","99401"
"5403","1684","143146"
"5404","7848","207303"
"5405","3141","142753"
"5414","8087","279044"
"5418","8241","126935"
"5422","8283","226555"
"5423","8384","132866"
"5424","8408","192767"
"5427","8290","161526"
"5447","8963","136127"
"5451","9061","192142"
"5462","8195","301261"
"5463","8311","283342"
"5464","8359","162206"
"5465","8471","193509"
"5468","8569","207368"
"5471","8852","121728"
"5478","8884","188576"
"5481","8528","191688"
"5482","8692","279738"
"5483","9349","135693"
"5510","9691","197532"
"5511","9445","295847"
"5513","9728","191412"
"5519","8961","301296"
"5538","9693","197837"
"5541","9802","299839"
"5542","9865","193719"
"5555","342","13921"
"5557","7711","114625"
"5561","8020","300502"
"5569","2161","257223"
"5571","8845","195044"
"5573","7682","110448"
"5576","7708","113972"
"5578","9076","138133"
"5582","9067","299902"
"5607","7771","97269"
"5611","7649","107007"
"5612","7653","108231"
"5617","8027","149894"
"5618","8070","301286"
"5655","8305","129987"
"5660","8457","190625"
"5668","9688","196956"
"5671","9162","301277"
"5685","1261","55030"
"5687","7519","300349"
"5688","7672","109813"
"5691","9248","125738"
"5696","8068","301312"
"5698","8071","301334"
"5699","8074","199111"
"5703","10042","197890"
"5707","6462","237666"
"5717","7947","295792"
"5725","7666","109724"
"5729","7959","299188"
"5735","7703","113529"
"5741","8202","128253"
"5750","7616","106870"
"5751","7647","295772"
"5759","8002","130250"
"5779","9263","116921"
"5784","7587","159082"
"5787","8576","188461"
"5794","8641","188485"
"5806","6742","301414"
"5821","8203","128638"
"5830","7706","113846"
"5833","8920","123749"
"5837","8945","301323"
"5840","9066","299410"
"5843","1281","140352"
"5850","2302","142519"
"5855","1689","226146"
"5857","7619","107328"
"5860","7743","120031"
"5861","7744","120010"
"5870","5627","117248"
"5881","8743","301349"
"5914","7964","68241"
"5937","7579","202536"
"5938","7858","258458"
"5946","8295","281054"
"5954","8516","206788"
"5966","8205","129913"
"5980","8419","192962"
"5993","8993","302551"
"6009","8819","203410"
"6015","9401","188115"
"6023","9477","188788"
"6031","9848","184000"
"6034","7678","110970"
"6041","7670","294627"
"6050","8347","163155"
"6060","7949","297153"
"6066","1685","259926"
"6092","8979","156887"
"6108","967","68990"
"6112","5938","118504"
"6122","640","263585"
"6141","7452","202703"
"6145","5910","115685"
"6146","5912","143018"
"6147","5102","267506"
"6151","774","301443"
"6157","8464","191050"
"6170","8904","182502"
"6178","7945","210247"
"6186","6043","141620"
"6187","646","265263"
"6191","461","33825"
"6205","7024","78608"
"6207","7792","203989"
"6209","8566","194260"
"6210","8315","276825"
"6242","7041","96514"
"6246","5849","301370"
"6250","7863","301437"
"6276","8224","151029"
"6320","1741","267790"
"6321","1744","281981"
"6324","6728","301416"
"6346","5939","118474"
"6349","1221","222062"
"6427","5987","142179"
"6470","362","10819"
"6472","349","218923"
"6478","4767","265149"
"6485","7504","294254"
"6488","753","281031"
"6493","1209","52615"
"6500","5205","272173"
"6517","2626","300754"
"6529","1028","300948"
"6530","1036","258138"
"6532","1854","232012"
"6538","427","268760"
"6540","5741","115103"
"6544","5743","115148"
"6552","1212","52690"
"6553","1213","213602"
"6563","6596","265562"
"6564","6731","140840"
"6567","7629","296633"
"6570","7632","110095"
"6575","7487","300747"
"6577","1181","273088"
"6582","1215","213218"
"6587","5787","115233"
"6593","5930","117689"
"6596","1251","55329"
"6597","6001","118546"
"6609","6764","142598"
"6615","2744","258713"
"6623","7270","41686"
"6626","7321","301318"
"6634","724","104475"
"6636","7567","201383"
"6643","6797","239611"
"6651","7323","138270"
"6653","7325","301344"
"6664","7441","154127"
"6675","4741","259700"
"6685","7368","120468"
"6687","7390","157781"
"6692","5468","116835"
"6694","5474","119041"
"6696","5482","95355"
"6697","5641","227757"
"6698","6588","278365"
"6709","878","101619"
"6721","668","97798"
"6726","7409","150070"
"6756","7326","45935"
"6758","7355","51527"
"6760","1845","229999"
"6764","7342","127076"
"6776","7389","132270"
"6779","346","12431"
"6792","5542","233836"
"6799","1064","300955"
"6805","1244","264443"
"6806","5470","117097"
"6811","6002","118661"
"6812","6022","141264"
"6813","6023","301400"
"6817","6560","276738"
"6837","7351","50850"
"6841","7353","51430"
"6853","7144","146870"
"6859","7206","301251"
"6880","6009","117424"
"6881","6088","96911"
"6888","802","301411"
"6898","1184","280876"
"6899","1186","50025"
"6905","325","11814"
"6915","1082","215893"
"6917","7639","114895"
"6918","630","259948"
"6934","3221","282882"
"6936","6663","183628"
"6942","1405","95429"
"6946","6725","141963"
"6947","6769","301470"
"6966","3322","261347"
"6967","5788","115288"
"6968","3645","29312"
"6981","5744","115171"
"6982","5834","152953"
"6993","1189","50079"
"6997","1414","98073"
"6998","6544","273378"
"7014","2368","50106"
"7018","2373","281019"
"7025","5864","140430"
"7041","5105","144310"
"7050","464","219234"
"7051","465","217260"
"7062","3448","216552"
"7067","3963","42356"
"7080","7072","295442"
"7081","5802","119491"
"7083","7455","55095"
"7087","8977","188299"
"7089","8986","188703"
"7095","1363","277270"
"7096","1365","265638"
"7102","5763","301355"
"7108","1723","267171"
"7115","5777","119748"
"7133","5951","116118"
"7136","5967","142390"
"7152","7367","51866"
"7164","2322","260224"
"7173","5907","115650"
"7176","5945","302087"
"7186","5948","116180"
"7194","5944","116000"
"7234","8965","301276"
"7237","6847","150039"
"7257","7574","297336"
"7266","7697","113123"
"7288","8382","301258"
"7291","8424","193276"
"7294","5638","115071"
"7295","8781","138048"
"7302","8386","301238"
"7309","8421","193178"
"7332","8854","195002"
"7339","8313","301234"
"7361","8879","152292"
"7380","7976","157403"
"7397","9510","266518"
"7414","8007","135034"
"7415","8006","301284"
"7419","7752","300959"
"7430","9721","177962"
"7433","2385","282556"
"7441","8462","195402"
"7448","1421","282035"
"7475","8872","115504"
"7480","8873","115506"
"7482","8928","301265"
"7484","1683","98927"
"7486","1684","143151"
"7497","8087","279055"
"7501","8241","126933"
"7505","8283","226578"
"7507","8408","192769"
"7534","9061","192144"
"7545","8195","124698"
"7546","8311","283367"
"7548","8471","193510"
"7554","8852","121736"
"7564","8528","191689"
"7565","8692","279749"
"7566","9349","135700"
"7593","9691","197536"
"7594","9445","295871"
"7602","8961","301296"
"7621","9693","197865"
"7624","9802","299841"
"7625","9865","193720"
"7638","342","13963"
"7640","7711","114627"
"7644","8020","300509"
"7652","2161","257239"
"7654","8845","195041"
"7656","7682","110436"
"7659","7708","113938"
"7665","9067","299867"
"7690","7771","97278"
"7694","7649","107024"
"7695","7653","108229"
"7700","8027","149915"
"7701","8070","301286"
"7738","8305","130000"
"7743","8457","190646"
"7751","9688","196990"
"7754","9162","301277"
"7768","1261","55051"
"7770","7519","300374"
"7771","7672","109880"
"7774","9248","125706"
"7779","8068","301312"
"7786","10042","198047"
"7790","6462","237556"
"7800","7947","295793"
"7808","7666","109721"
"7812","7959","299195"
"7818","7703","113563"
"7824","8202","128249"
"7833","7616","106863"
