"id_local","id_aps","localid","ag_dias","ag_horas"
"3","2541","143763","7","24"
"4","6771","115853","4","4"
"6","452","219218","6","18"
"7","9607","16777","7","24"
"8","11346","205314","3","15"
"10","3022","100490","7","24"
"11","891","28514","7","84"
"16","8820","154103","6","2"
"17","8910","17345","7","17"
"18","1821","142327","2","3"
"19","8010","147015","5","3"
"20","1904","142780","7","24"
"21","1223","77722","4","4"
"23","333","22872","365","24"
"24","4468","152773","7","10"
"25","12402","190762","7","8"
"26","9922","267829","365","24"
"27","7591","177918","2","6"
"30","12032","160964","7","6"
"31","12763","177968","3","1"
"32","8725","59575","7","24"
"34","12028","160969","7","6"
"36","9131","159484","7","4"
"40","6881","118516","1","4"
"41","6883","118518","7","24"
"44","11188","157329","6","8"
"46","9511","118491","7","12"
"47","11234","161732","NA","NA"
"48","11841","159897","NSS","NSS"
"53","11145","190097","NSS","NSS"
"56","6772","115877","NSS","NSS"
"59","11979","159071","NSS","NSS"
"60","798","255432","6","24"
"61","9188","203247","NSS","NSS"
"62","453","217284","7","18"
"63","6284","119041","7","24"
"66","1038","256072","6","12"
"67","10458","161211","7","12"
"70","8983","256181","NSS","NSS"
"71","4881","272000","2","24"
"73","1295","258132","5","5"
"74","2661","142519","7","24"
"75","9563","205856","7","4"
"76","6050","272140","365","20"
"77","10714","191686","4","8"
"79","9683","204710","7","15"
"80","8312","105399","7","24"
"83","4563","42374","7","2"
"84","2223","227067","7","12"
"87","10739","18521","7","4"
"89","4961","272463","5","14"
"91","6463","227739","7","24"
"93","4007","99645","7","24"
"97","11324","156889","3","14"
"98","379","13856","7","24"
"99","376","11789","3","2"
"102","12045","188105","7","20"
"105","7644","267150","7","14"
"107","6778","116000","7","24"
"108","11788","116921","7","24"
"110","397","10818","7","24"
"113","6362","233817","365","24"
"117","10372","161064","7","24"
"118","11333","157022","6","14"
"119","1611","282030","4","3"
"120","1333","265111","7","7"
"121","691","261333","2","12"
"122","11139","189669","4","5"
"123","4841","271535","7","24"
"124","6142","119826","3","1"
"125","1933","263632","8","12"
"126","6631","115189","7","8"
"128","1355","215842","7","12"
"129","5546","264306","7","18"
"130","10926","279716","2","16"
"131","9528","203689","7","22"
"132","9792","273098","2","3"
"133","8678","51408","7","24"
"134","8610","41681","7","24"
"135","11295","96329","7","12"
"136","6221","119174","6","11"
"138","11372","157407","7","10"
"141","1458","213174","7","12"
"142","8418","149968","7","24"
"143","10569","193244","7","10"
"145","9848","149888","7","20"
"146","9606","1264","7","24"
"147","10581","190197","3","3"
"148","11093","195030","7","24"
"150","6765","115768","7","8"
"151","1284","46014","4","48"
"152","9568","208938","6","15"
"153","1274","143348","7","19"
"154","10266","281623","7","18"
"155","9338","203058","7","8"
"159","8880","297804","7","20"
"162","6277","117040","6","12"
"166","9771","260635","7","20"
"168","6561","115098","365","18"
"169","6923","301400","7","24"
"170","8818","106132","2","22"
"171","11342","156902","7","12"
"172","381","14661","7","24"
"174","689","259939","7","24"
"175","1353","267204","7","20"
"176","2943","257712","7","6"
"177","5986","144582","2","7"
"178","6790","116285","7","18"
"179","2923","256389","7","24"
"182","686","258575","5","3"
"183","1452","52586","7","24"
"184","9206","296637","3","10"
"185","6504","273220","7","16"
"187","11339","156906","6","7"
"188","8685","53279","365","12"
"189","12318","175621","3","4"
"190","9841","300500","7","18"
"191","12269","295851","3","12"
"194","8675","50852","4","12"
"195","1459","222744","365","24"
"196","9767","297100","3","3"
"197","11273","161466","5","3.5"
"199","6961","212612","7","15"
"200","8907","157051","3","4.5"
"203","9673","17636","7","20"
"204","2755","281017","4","12"
"205","4041","104931","3","4"
"208","9790","272695","7","8"
"209","1634","98065","7","14.7"
"213","12201","294696","5","12"
"214","4281","261707","2","24"
"216","3668","282948","7","12"
"218","8645","138423","7","8"
"222","2001","267153","7","24"
"223","8159","72290","6","6"
"227","6481","266547","7","24"
"230","829","274835","2","6"
"231","6268","119217","7","2"
"232","10553","192765","7","12"
"233","12344","178638","7","24"
"234","10144","151043","7","5"
"235","6653","152972","7","3"
"236","8390","298065","3","8"
"237","6636","115286","7","12"
"238","763","301031","7","24"
"239","8925","157785","3","5"
"240","8219","301585","365","19.85"
"243","2194","230009","7","24"
"245","1321","261412","7","14"
"246","8908","298838","7","24"
"247","9925","278829","2","2"
"248","11461","192134","7","14"
"249","10744","188449","7","12"
"250","2663","142513","7","24"
"251","3598","278597","7","20"
"253","9855","152882","7","12"
"254","7736","185371","4","24"
"255","10928","203567","7","24"
"256","12996","281677","7","17"
"258","11681","178541","2","1"
"259","7758","183596","7","24"
"260","11411","192151","2","2"
"264","871","265995","365","19"
"267","11726","189918","2","2"
"268","8735","157790","2","2"
"270","2956","280318","3","6"
"271","8006","206448","7","8"
"272","1433","283608","7","4"
"273","1627","95422","7","16"
"277","843","104493","3","8"
"278","9426","120020","4","5"
"279","8404","146868","7","10"
"280","9196","204783","3","5"
"283","12378","272426","5","9"
"284","9601","194657","7","24"
"285","9526","210816","7","4"
"287","12906","158216","2","3"
"290","7646","273466","7","24"
"291","1199","221768","7","24"
"292","2708","260208","8","24"
"295","1283","257981","7","15"
"296","7689","278364","7","24"
"298","12034","160978","7","6"
"299","2948","274882","7","14"
"301","9197","107004","6","20.5"
"302","1053","44040","6","3"
"304","3588","265446","7","12"
"306","9546","210051","7","3"
"310","7695","282001","2","16"
"311","9769","297133","7","16"
"312","7738","186748","7","24"
"313","5281","148133","7","8"
"314","7754","181193","1","10"
"318","1622","277238","7","24"
"320","12735","191414","7","14"
"321","4464","150263","4","24"
"322","11468","299861","7","12"
"324","9481","210440","3","3"
"325","6871","118121","7","10"
"327","4004","102903","7","24"
"328","5541","259701","4","7"
"329","11349","188700","4","12"
"330","12506","174907","7","24"
"331","2721","261063","4","24"
"332","10007","158277","7","8"
"333","1356","268167","7","24"
"335","9352","203336","7","24"
"336","7505","302017","7","24"
"337","12299","186880","7","24"
"339","6567","115141","3","12"
"340","9549","210939","7","21"
"341","9806","158093","3","10"
"342","833","34911","2","2"
"344","11467","299385","7","22"
"345","6452","117265","6","2"
"346","1302","80170","365","10"
"347","6800","116384","6","12"
"349","10291","299480","7","16"
"350","12267","296312","7","16"
"352","12699","177949","7","3"
"353","8861","303100","7","3"
"354","765","98654","7","14"
"356","11118","193645","1","3"
"357","4723","257184","7","24"
"358","9908","207914","7","5"
"360","9374","203426","7","8"
"361","9479","209096","7","18"
"362","11347","174654","2","24"
"363","10295","276779","5","18"
"366","4425","149876","3","5"
"367","8286","294168","7","12"
"369","9217","206656","7","18"
"370","2741","266392","7","24"
"371","1930","259928","2","12"
"372","9720","255115","7","5"
"373","7384","187286","7","10"
"374","7692","278441","7","24"
"375","9128","159431","7","12"
"376","8811","150742","7","21"
"378","10401","162148","5","12"
"379","9579","258227","7","15"
"380","10402","162150","6","8"
"384","2960","97074","7","14"
"385","1296","258146","3","6"
"386","10299","139823","7","24"
"388","9717","255091","7","8"
"390","11901","300172","7","24"
"392","349","254617","7","10"
"393","9329","111330","7","12"
"394","9949","279179","7","18"
"395","12695","177949","7","3"
"396","12698","177949","7","5"
"398","6043","269013","7","24"
"399","780","99587","7","20"
"400","2945","259794","4","20"
"402","753","255046","7","3"
"403","2662","142517","7","6"
"404","11165","188927","3","9"
"409","12636","186829","7","12"
"410","1485","264445","7","6"
"412","1907","142792","3","8"
"413","6025","273355","3","3"
"414","1425","280882","7","12"
"415","8825","153489","7","12"
"417","9341","206033","3","12"
"418","9348","202983","2","4"
"419","9328","110928","7","20"
"420","12308","188753","7","24"
"421","9929","279028","7","20"
"422","8901","54844","2","8"
"423","4352","236181","365","5"
"424","8882","148645","4","3"
"425","2242","144494","NSS","NSS"
"426","9361","113756","7","6"
"427","9362","113756","7","12"
"428","8884","148636","4","2"
"432","11301","283774","7","8"
"433","2561","53153","7","12"
"434","1422","274394","4","24"
"435","7606","182606","3","24"
"436","2710","262164","4","8"
"437","6647","151694","7","12"
"439","10551","189732","7","10"
"440","7596","178303","1","2"
"441","3591","273425","7","24"
"442","8741","158560","2","3"
"443","9512","118501","7","10"
"445","4801","264557","7","8"
"446","9577","160037","3","2"
"449","8812","151370","6","3"
"450","9638","259201","4","12"
"452","6461","257262","7","14"
"453","12363","181528","7","24"
"454","6455","256932","7","12"
"455","10514","282453","7","12"
"456","12003","184204","4","2"
"457","12508","175295","7","19"
"458","12725","177146","7","24"
"459","9777","298700","7","24"
"460","7730","178387","7","24"
"461","9427","120026","1","8"
"464","9800","157401","6","14"
"465","6788","116113","3","13"
"467","9532","254824","7","5"
"468","2222","144498","NSS","NSS"
"469","754","255059","6","5"
"470","12491","157992","2","1"
"471","1105","255646","7","11"
"473","11708","161295","7","6"
"474","1107","255659","7","8"
"476","10390","161264","7","6"
"477","11806","90032","NA","NA"
"478","12761","177971","7","5"
"480","10880","255897","7","24"
"481","11338","156894","7","8"
"483","10845","157835","7","21"
"484","12697","177966","7","1"
"486","9784","300911","7","24"
"487","12025","160957","7","6"
"488","6925","301401","7","24"
"489","9582","254814","5","2"
"491","1036","256079","6","12"
"492","5668","220929","2","1"
"497","11332","156898","3","3"
"499","9581","254823","7","12"
"503","8736","157784","2","3"
"504","11235","161761","7","24"
"505","8737","157782","3","1"
"506","11240","161720","5","4"
"507","7697","282002","1","2"
"508","11704","161283","7","6"
"509","8835","148643","4","3"
"511","12027","160975","7","6"
"512","9129","159448","4","5"
"514","11236","161737","5","6"
"515","10252","161728","7","24"
"516","8955","159715","7","4"
"517","8956","159710","7","10"
"518","10404","162244","7","24"
"519","12024","160973","7","6"
"520","6783","116175","6","12"
"521","10251","161722","7","5"
"522","11698","161271","7","6"
"523","9583","254817","4","10"
"524","11848","159896","7","24"
"525","11237","161741","5","4"
"526","11701","161280","7","6"
"527","6784","116178","6","8"
"528","6785","116176","6","10"
"529","11223","191319","4","6"
"530","11242","161752","5","4"
"533","10250","161749","7","24"
"535","10459","161218","3","6"
"536","10883","255660","7","14"
"539","11705","161290","7","6"
"547","11873","161216","7","24"
"548","11872","161214","7","24"
"550","12030","160962","7","6"
"553","11711","161284","7","6"
"554","12036","160963","7","6"
"559","11847","159890","7","24"
"560","12026","160960","7","6"
"561","12637","186826","7","12"
"562","11706","161293","7","6"
"563","10822","188493","7","16"
"564","12624","181962","1","1"
"565","9748","255123","7","9"
"566","1308","256081","3","24"
"568","1309","256082","5","10"
"569","12484","157986","3","4"
"570","1823","142333","4","12"
"571","1908","142791","7","6"
"572","11740","157599","2","6"
"574","10272","157982","3","8"
"576","8729","60073","7","24"
"577","12031","160966","7","6"
"581","11341","156904","4","6"
"584","9602","205742","7","14"
"585","10184","301380","360","2880"
"586","11703","161282","7","6"
"589","9719","255110","7","16"
"590","1202","72796","7","18"
"591","11326","156896","3","3"
"592","8924","157788","3","1"
"593","10181","140875","310","2480"
"595","8885","148648","5","3"
"596","11238","161729","5","5"
"597","11871","161217","7","7"
"598","1201","72762","3","12"
"599","1204","300925","7","7"
"600","751","255056","7","8"
"601","12029","160980","7","6"
"602","12033","160972","7","6"
"603","796","255430","7","24"
"604","756","255508","4","8"
"605","1104","255664","6","12"
"606","8886","148637","4","3"
"608","11350","188712","4","24"
"610","8921","157786","3","2"
"611","8922","157791","3","2"
"612","1120","140876","170","1020"
"614","1118","140871","310","3100"
"615","1119","140872","312","2808"
"617","1266","79144","7","10"
"618","1822","142335","2","6"
"619","11836","159887","7","8"
"620","1824","142334","NSS","NSS"
"621","1825","142327","5","12"
"622","8881","148640","7","3"
"623","8883","148641","4","3"
"624","6184","119338","7","12"
"625","6187","119128","7","4"
"626","11406","90033","NSS","NSS"
"627","10185","301380","345","2415"
"628","9425","120008","2","2"
"630","11351","188703","4","24"
"631","2005","143297","NSS","NSS"
"632","9132","159510","7","6"
"633","6758","178063","7","8"
"634","10182","140873","310","3100"
"635","10239","160965","7","6"
"636","2241","144497","NSS","NSS"
"637","7696","282005","7","24"
"638","10186","301380","345","2760"
"639","10187","140869","260","2080"
"640","2014","255282","3","6"
"642","2243","144496","NSS","NSS"
"643","2006","143296","NSS","NSS"
"644","9534","254828","7","8"
"645","2007","301448","NSS","NSS"
"646","11702","161281","7","6"
"647","2008","301448","NSS","NSS"
"650","9533","254820","7","2"
"652","9578","160089","3","2"
"653","8916","299146","7","5"
"655","6243","119207","7","15"
"656","9053","159036","NSS","NSS"
"658","9054","159098","7","24"
"659","9056","159068","7","24"
"660","10389","161263","7","6"
"661","8833","148635","7","4"
"662","10183","140874","312","2808"
"663","9535","254816","7","2"
"664","10648","191033","6","6"
"665","10375","161085","7","24"
"666","10376","161092","7","24"
"667","10238","160961","7","6"
"668","10240","160977","7","6"
"669","10241","160974","7","6"
"670","10373","161093","7","24"
"671","10374","161081","7","24"
"672","11699","161275","7","6"
"674","10460","161212","2","2"
"675","8300","294472","6","6"
"678","11870","161213","7","24"
"679","11846","159892","7","5"
"685","11328","156903","7","7"
"686","11707","161286","7","6"
"690","11696","161269","7","6"
"691","11710","161259","7","6"
"692","11849","159900","7","24"
"693","11325","156931","1","2"
"694","11838","159894","7","8"
"695","11327","156893","6","2"
"697","1109","65877","7","24"
"698","11446","157492","4","4"
"700","11882","159054","7","24"
"701","1106","255654","7","5"
"703","709","263474","7","14"
"704","1279","143188","3","24"
"705","1931","259927","8","12"
"706","1121","140870","175","1050"
"710","4061","96693","7","10"
"712","9055","159139","7","24"
"713","10921","255842","7","5"
"714","1472","256109","7","8"
"716","542","255094","7","12"
"717","11445","157526","4","3"
"718","1573","256250","7","8"
"720","799","255427","1","4"
"721","8836","148638","7","5"
"722","1905","142790","3","8"
"723","1906","142793","7","8"
"724","10628","190571","2","2"
"725","793","255566","7","24"
"726","792","255566","7","24"
"727","544","255090","6","8"
"728","10592","190563","6","72"
"729","10591","190562","6","72"
"732","10274","157989","3","6"
"733","10275","158020","2","6"
"736","6880","118515","3","6"
"739","6882","118517","7","24"
"741","1190","256180","7","24"
"742","8950","159701","7","10"
"743","8288","294187","7","12"
"745","6599","119759","7","10"
"758","11761","157604","2","10"
"762","11449","191357","7","12"
"763","854","23041","NA","NA"
"764","6273","116843","360","NA"
"765","8102","240333","NA","NA"
"767","10821","188489","NA","NA"
"771","2681","20320","NA","NA"
"772","12127","144504","NA","NA"
"773","11869","159698","NSS","NSS"
"775","10611","160868","NSS","NSS"
"776","11839","159889","NSS","NSS"
"777","10605","160859","NSS","NSS"
"778","11762","157603","NSS","NSS"
"780","6601","119810","NSS","NSS"
"782","11868","159713","NSS","NSS"
"784","10598","160857","NSS","NSS"
"785","9313","119744","NSS","NSS"
"786","10614","160875","NSS","NSS"
"787","10618","160880","NSS","NSS"
"788","10606","160862","NSS","NSS"
"789","10620","160894","NSS","NSS"
"791","10599","160852","NSS","NSS"
"792","10602","160877","NSS","NSS"
"793","10604","160872","NSS","NSS"
"795","10608","160860","NSS","NSS"
"796","10610","160866","NSS","NSS"
"797","10613","160870","NSS","NSS"
"798","10609","160865","NSS","NSS"
"800","10617","160879","NSS","NSS"
"801","10619","160881","NSS","NSS"
"802","10621","160882","NSS","NSS"
"803","10624","160885","NSS","NSS"
"804","11862","159702","NSS","NSS"
"805","11863","159751","NSS","NSS"
"806","11864","159711","NSS","NSS"
"807","12121","144501","NSS","NSS"
"808","9308","119787","NSS","NSS"
"810","10623","160884","NSS","NSS"
"811","11861","159689","NSS","NSS"
"812","10603","160890","NSS","NSS"
"813","11885","159092","NSS","NSS"
"814","10607","160851","NSS","NSS"
"815","11865","159709","NSS","NSS"
"816","11883","159063","NSS","NSS"
"817","10616","160878","NSS","NSS"
"821","11867","159691","NSS","NSS"
"822","11884","159047","NSS","NSS"
"823","9311","119756","NSS","NSS"
"824","9309","119750","NSS","NSS"
"825","9310","119758","NSS","NSS"
"826","9312","119752","NSS","NSS"
"827","12124","144505","NSS","NSS"
"828","9314","119748","NSS","NSS"
"829","12128","144484","NSS","NSS"
"830","12130","144503","NSS","NSS"
"831","12126","144506","NSS","NSS"
"832","12122","144483","NSS","NSS"
"833","12123","144487","NSS","NSS"
"834","10482","143187","NSS","NSS"
"835","12125","144549","NSS","NSS"
"836","12129","144501","NSS","NSS"
"839","13306","191833","NSS","NSS"
"841","9424","120017","7","2"
"842","320","220443","7","18"
"843","11739","157602","12","20"
"844","9423","120007","4","5"
"845","11623","189667","1","12"
"846","10564","193013","1","3"
"847","5985","144582","7","7"
"848","4063","216542","6","14.7"
"849","6884","301199","7","24"
"851","7660","276108","7","0.875"
"852","12483","157985","3","2"
"853","10282","282268","2","6"
"854","8923","157789","1","2"
"855","2988","103482","365","936"
"856","2466","256311","7","8"
"857","2016","255296","7","12"
"858","779","255406","7","10"
"860","954","255552","7","13"
"861","6670","115484","3","5"
"863","9506","118470","7","12"
"864","9861","115481","3","3"
"865","11113","195226","NSS","NSS"
"866","8982","256185","NSS","NSS"
"867","11111","195239","NSS","NSS"
"868","12804","158309","NSS","NSS"
"869","12801","158313","NSS","NSS"
"870","12806","158335","NSS","NSS"
"871","11169","182500","NSS","NSS"
"872","11190","157331","5","5"
"873","11189","157332","5","6"
"878","6700","115688","5","24"
"879","12694","195639","6","5"
"880","6874","118466","7","24"
"881","3601","261829","5","8"
"882","12645","183431","2","3"
"883","9749","14798","7","18"
"884","1562","270529","7","24"
"885","6996","96914","7","18"
"886","6689","301373","3","5"
"887","9199","205366","3","14"
"888","10881","255648","7","14"
"889","9983","255566","7","24"
"890","10201","158406","2","3"
"891","9487","211585","7","8"
"892","11133","152284","7","24"
"893","4045","101907","7","24"
"894","10645","191049","5","3"
"895","1670","280562","7","24"
"897","1194","68980","7","20"
"898","5561","277753","5","7"
"899","9525","211282","2","5"
"901","10003","158254","2","4"
"903","9881","278321","1","12"
"904","6673","115484","3","4"
"905","8767","150059","7","8"
"908","12537","180426","7","12"
"909","11370","157410","5","14"
"910","9331","202612","7","3"
"911","12490","157987","2","3"
"912","8841","55066","7","24"
"913","10280","282257","4","12"
"914","1238","255715","4","14"
"915","1327","258929","7","24"
"919","12489","157981","3","2"
"923","6669","115477","6","8"
"927","9709","157563","3","6"
"929","9550","211490","2","24"
"931","863","280842","7","24"
"932","9986","255566","7","24"
"933","10004","158278","7","3"
"935","12420","186752","7","24"
"936","4542","150802","7","24"
"937","8837","202672","7","24"
"938","11369","157405","6","14"
"940","9980","280417","7","6"
"941","10006","158288","7","24"
"942","10293","264448","7","24"
"945","1303","300953","7","8"
"946","9985","255566","7","24"
"947","6286","119046","7","10"
"948","9801","157404","6","15"
"949","11061","256095","6","6"
"950","1304","80171","7","8"
"951","10903","255724","4","5"
"952","6635","115200","7","8"
"953","9957","255372","7","12"
"957","1341","256094","6","5"
"958","9982","255566","7","24"
"960","12488","157988","7","3"
"961","9987","255566","7","24"
"962","9954","255369","7","10"
"963","9803","157409","5","16"
"964","9817","158423","4","7"
"965","9691","156718","6","8"
"967","12494","157990","4","8"
"968","12487","157990","2","7"
"969","351","254614","4","9"
"970","1191","256178","7","8"
"971","11331","156901","4","1.5"
"972","1114","256166","7","12"
"973","1067","255635","7","11"
"974","823","273404","7","12"
"975","778","255387","7","10"
"976","1112","256167","7","12"
"977","313","254610","5","8"
"978","9464","202931","7","12"
"979","2467","256311","7","8"
"980","8781","255051","7","12"
"981","2468","256311","7","8"
"982","10647","191032","7","5"
"983","2013","255295","7","11"
"984","919","255606","6","18"
"985","12905","158286","7","3"
"986","6241","119184","6","11"
"987","6242","119176","7","11"
"990","790","255566","7","24"
"991","9815","158430","4","7"
"992","9816","158424","4","7"
"994","6186","119121","7","8"
"996","369","255381","7","8"
"998","11367","157410","6","14"
"999","8392","298082","1","24"
"1001","8169","255278","7","8"
"1002","11368","157410","6","15"
"1003","1239","255721","7","15"
"1004","1470","256113","7","10"
"1005","1261","255716","5","5"
"1006","541","255085","7","12"
"1007","8166","255284","3","10"
"1008","8173","255289","7","9"
"1010","370","255380","7","7"
"1011","8170","255271","7","2"
"1012","8168","255292","6","8"
"1013","8172","255272","7","10"
"1014","9747","255144","7","12"
"1015","6877","118499","7","12"
"1016","8864","255810","7","10"
"1017","9507","118494","7","8"
"1018","1421","273046","NA","NA"
"1019","12802","158316","NSS","NSS"
"1020","10202","158311","NSS","NSS"
"1021","6598","119763","NSS","NSS"
"1022","10204","158400","NSS","NSS"
"1023","350","254616","NSS","NSS"
"1025","1189","256176","7","12"
"1026","6690","115579","7","24"
"1027","1035","256070","7","12"
"1028","1306","80173","7","8"
"1029","10882","255647","7","6"
"1030","12486","157990","4","6"
"1031","9746","255120","7","3"
"1032","11340","156891","6","12"
"1033","11334","157000","7","17"
"1034","9818","158493","4","7"
"1036","1039","256076","6","12"
"1038","6878","118498","7","8"
"1039","9513","118468","7","12"
"1040","1070","255639","7","12"
"1042","991","255812","7","7"
"1043","352","254615","NSS","NSS"
"1045","1069","255636","7","12"
"1046","9984","255566","7","24"
"1047","1037","256071","6","12"
"1048","7690","278405","5","8"
"1049","10902","255722","3","4"
"1050","6876","118497","7","12"
"1051","2547","94775","7","24"
"1055","5802","175441","3","5"
"1056","2015","255287","7","8"
"1057","8174","255291","3","8"
"1058","10646","191051","6","7"
"1059","12006","187317","5","6"
"1060","731","255375","7","10"
"1061","1113","256166","7","11"
"1063","8164","255275","7","6"
"1064","825","273399","7","12"
"1065","824","273410","7","12"
"1066","11371","157408","5","14"
"1068","1267","79146","7","8"
"1070","9745","255122","4","2"
"1071","8167","255279","7","8"
"1072","8171","255288","7","12"
"1073","8165","255277","6","5"
"1075","12492","157984","2","2"
"1076","10901","255725","5","3"
"1077","10281","282261","3","8"
"1078","1343","256091","6","12"
"1079","1244","255723","4","3"
"1080","9744","255132","7","4"
"1081","730","255374","7","10"
"1082","7499","301949","4","12"
"1083","9743","255096","7","14"
"1084","10737","194258","3","24"
"1085","9554","211465","7","10"
"1086","12696","177970","3","3"
"1089","10279","282262","3","8"
"1090","9509","118469","7","12"
"1091","9742","255095","7","9"
"1092","822","273400","7","12"
"1093","368","255378","7","7"
"1095","821","273403","7","12"
"1096","1340","256092","7","18"
"1097","8782","255055","1","4"
"1098","9741","255128","7","2"
"1099","9955","255370","7","12"
"1102","1240","255720","7","24"
"1103","9981","255566","7","24"
"1104","8175","255270","3","5"
"1106","791","255566","7","24"
"1107","1339","256093","7","13"
"1108","789","255567","7","24"
"1109","12850","188325","3","5"
"1110","8290","294169","7","8"
"1111","9209","296636","7","8"
"1112","5542","259713","7","10"
"1113","8350","297233","7","12"
"1114","8298","294467","7","6"
"1115","9193","295764","4","3"
"1116","9515","118476","4","14"
"1117","9026","256184","NSS","NSS"
"1119","8273","115114","3","4"
"1120","1068","255638","7","12"
"1121","8275","115113","4","5"
"1122","10543","255634","7","12"
"1123","8299","294465","6","7"
"1124","465","268733","7","7"
"1125","8274","115118","3","6"
"1126","9321","294649","3","6"
"1127","8272","115112","3","5"
"1128","5545","259704","2","12"
"1129","1292","80086","7","24"
"1130","1290","80079","7","24"
"1131","8270","115098","3","8"
"1132","9278","294615","5","4"
"1133","1289","80081","7","24"
"1134","9210","296630","7","8"
"1135","9208","296634","7","8"
"1136","467","268735","5","15"
"1137","9508","118483","7","12"
"1138","9207","296643","5","8"
"1139","5543","259729","7","6"
"1140","8394","298079","3","22"
"1141","9280","294634","6","6"
"1142","9279","294619","5","10"
"1143","8289","294190","7","10"
"1144","12262","295678","7","12"
"1145","12265","295668","7","10"
"1146","8330","296529","7","8"
"1147","5544","259751","7","10"
"1148","8393","298083","4","14"
"1149","1291","300952","7","24"
"1150","8287","294181","7","8"
"1151","9463","202907","7","5"
"1152","543","255112","4","12"
"1153","8914","299090","7","24"
"1154","9466","202924","7","5"
"1155","9465","202929","7","6"
"1156","8912","299091","7","5"
"1157","9194","295780","4","7"
"1158","9195","295768","4","5"
"1161","8331","296549","7","3"
"1162","9768","297107","7","24"
"1163","12264","295705","7","12"
"1164","12263","295683","7","6"
"1165","8329","296542","7","6"
"1166","955","255550","7","12"
"1167","8918","299137","7","5"
"1168","8352","297229","7","12"
"1169","8356","297227","7","12"
"1170","8354","297228","7","12"
"1171","9192","295775","4","3"
"1172","8917","299139","7","5"
"1173","8297","294462","7","6"
"1174","9514","118472","4","14"
"1175","9223","296607","7","NSS"
"1176","9222","296602","7","NSS"
"1177","9224","296603","7","NSS"
"1178","9221","296601","7","NSS"
"1179","6600","119762","NSS","NSS"
"1183","11418","178494","3","2"
"1184","8207","96504","7","5"
"1186","6671","115480","4","4"
"1188","6672","115485","3","4"
"1189","10544","255637","7","7"
"1190","464","268737","6","6"
"1191","9862","115487","3","4"
"1193","8269","115109","4","7"
"1195","10600","160867","NSS","NSS"
"1197","8276","115119","3","4"
"1201","1628","265619","7","24"
"1202","10612","160869","NSS","NSS"
"1205","2541","143766","3","24"
"1206","6771","115885","4","4"
"1208","452","219221","5","9"
"1209","9607","300714","7","6"
"1210","11346","205327","3","7"
"1212","3022","100491","7","24"
"1213","891","28767","7","84"
"1218","8820","154108","6","2"
"1219","8910","17351","7","9"
"1220","1821","142327","3","3"
"1221","8010","147076","7","3"
"1222","1904","142784","6","24"
"1223","1223","77763","4","4"
"1225","333","22839","365","24"
"1226","4468","152780","7","10"
"1227","12402","190756","2","4"
"1228","9922","267860","365","24"
"1229","7591","177923","7","6"
"1238","798","255430","5","2"
"1239","9188","203223","NSS","NSS"
"1240","453","217313","7","24"
"1241","6284","119041","7","20"
"1244","4881","271999","3","13"
"1246","1295","258153","3","3"
"1247","2661","301433","7","24"
"1248","9563","205857","7","4"
"1249","6050","272141","365","8"
"1250","10714","191687","3","5"
"1252","9683","204714","1","10"
"1253","8312","105466","7","11"
"1256","4563","42375","7","2"
"1257","2223","227096","7","12"
"1260","10739","18477","7","4"
"1262","4961","272468","5","14"
"1264","6463","227866","7","24"
"1266","4007","99692","7","12"
"1270","11324","156876","7","12"
"1271","379","13881","1","24"
"1272","376","11808","4","4"
"1275","12045","188112","7","20"
"1278","7644","267062","7","10"
"1280","6778","115978","7","24"
"1281","11788","116921","7","24"
"1283","397","10842","7","24"
"1286","6362","233831","365","24"
"1290","10372","161066","7","24"
"1291","1611","282033","4","3"
"1292","1333","265124","3","5"
"1293","691","261325","2","12"
"1294","11139","189674","4","5"
"1295","4841","271639","3","16"
"1296","6142","119848","3","1"
"1297","1933","263662","8","10"
"1298","6631","115243","6","8"
"1300","1355","215849","7","12"
"1301","5546","264286","7","14"
"1302","10926","279760","1","24"
"1303","9528","203738","3","2"
"1304","9792","273107","2","3"
"1305","8678","51439","7","24"
"1306","8610","41684","7","24"
"1307","11295","96277","7","12"
"1308","6221","119181","5","9"
"1312","1458","213218","7","12"
"1313","8418","149974","7","6"
"1314","10569","193246","3","15"
"1316","9848","149911","7","20"
"1317","9606","1279","7","12"
"1318","10581","190204","3","3"
"1319","11093","195082","7","24"
"1321","6765","115805","7","8"
"1322","1284","46843","4","48"
"1323","9568","208957","3","11"
"1324","1274","143389","7","15"
"1325","10266","281641","7","18"
"1326","9338","203068","7","8"
"1330","8880","297767","7","20"
"1333","6277","117083","1","8"
"1337","9771","260678","7","20"
"1339","6561","115100","365","24"
"1340","6923","301400","7","15"
"1341","8818","106187","7","24"
"1342","381","14766","7","12"
"1344","689","259940","7","24"
"1345","1353","267215","7","24"
"1346","2943","257651","7","6"
"1347","5986","144584","1","3"
"1348","6790","116277","7","12"
"1349","2923","256397","7","24"
"1352","686","258559","5","3"
"1353","1452","52591","7","24"
"1354","9206","303122","7","8"
"1355","6504","273352","7","13"
"1357","8685","53280","120","8"
"1358","12318","175628","3","4"
"1359","9841","300503","4","12"
"1360","12269","295861","3","12"
"1363","8675","50865","5","18"
"1364","1459","222759","365","24"
"1365","9767","297132","3","2.5"
"1366","11273","161485","5","3.5"
"1368","6961","212644","7","24"
"1369","8907","157065","3","4.5"
"1372","9673","17645","7","18"
