"id_local","id_aps","localid","ag_dias","ag_horas"
"3119","10201","158342","2","3"
"3120","9487","211600","1","6"
"3121","11133","152270","7","24"
"3122","4045","101861","7","24"
"3123","10645","191029","2","2"
"3124","1670","280558","7","24"
"3126","1194","300919","7","20"
"3127","5561","277750","5","7"
"3128","9525","211292","1","6"
"3130","10003","158221","2","11"
"3131","8767","150065","2","4"
"3134","12537","180432","7","12"
"3135","9331","202615","3","4"
"3136","8841","55151","4","24"
"3137","10280","282248","3","12"
"3138","1327","258952","7","24"
"3142","1421","273061","NA","NA"
"3143","6690","115615","7","24"
"3145","8207","96531","3","1"
"3151","2541","143772","7","15"
"3152","6771","115852","6","6"
"3154","452","219231","5","8"
"3155","9607","16789","7","6"
"3156","11346","205325","2","12"
"3158","3022","100498","7","12"
"3159","891","28691","7","84"
"3164","8820","154160","3","2"
"3165","8910","17347","7","6"
"3166","1821","142337","3","3"
"3167","8010","147059","7","3"
"3168","1904","142778","7","24"
"3176","453","217316","7","24"
"3177","6284","119041","7","21"
"3180","4881","272022","1","24"
"3182","1295","258157","7","5"
"3183","2661","301433","7","24"
"3184","9563","205833","7","4"
"3185","6050","272150","365","12"
"3186","10714","191696","4","6"
"3188","9683","204741","1","10"
"3189","8312","105413","2","12"
"3192","4563","42366","7","2"
"3193","2223","227140","7","24"
"3196","10739","18403","7","4"
"3198","4961","272525","5","14"
"3200","6463","227928","7","24"
"3202","4007","99686","7","24"
"3206","11324","156932","7","7"
"3207","379","13858","7","22"
"3208","376","11793","7","12"
"3211","12045","188181","7","20"
"3214","7644","267053","7","4"
"3216","6778","115964","7","24"
"3217","11788","116921","7","24"
"3219","397","10891","7","12"
"3222","6362","233978","365","24"
"3226","10372","161077","7","24"
"3227","1611","282031","4","3"
"3228","1333","265118","7","6"
"3229","691","261318","2","12"
"3230","11139","189693","4","5"
"3231","4841","271580","6","8"
"3232","6142","119865","3","1"
"3233","1933","263650","8","10"
"3234","6631","115224","7","8"
"3236","1355","215847","7","12"
"3237","5546","264323","7","12"
"3238","10926","279737","2","8"
"3239","9528","203876","2","3"
"3240","8678","51437","7","24"
"3241","8610","41695","7","24"
"3242","11295","96303","7","12"
"3243","6221","119178","6","16"
"3247","1458","213243","7","12"
"3248","8418","150013","7","4"
"3249","10569","193257","7","8"
"3251","9848","149897","7","20"
"3252","9606","1280","7","12"
"3253","10581","190205","3","3"
"3254","11093","195111","7","24"
"3256","6765","115850","7","8"
"3257","1284","46873","3","40"
"3258","9568","208983","2","6"
"3259","1274","143365","2","5"
"3260","10266","281624","7","18"
"3261","9338","203079","5","8"
"3265","8880","297770","7","20"
"3268","6277","117058","3","6"
"3272","9771","260777","7","20"
"3274","6561","115108","365","8"
"3275","6923","301400","4","7"
"3276","8818","106217","7","24"
"3277","381","14684","7","12"
"3279","689","259956","7","24"
"3280","1353","267239","7","23"
"3281","2943","257650","7","6"
"3282","5986","144744","1","3"
"3283","6790","116310","7","18"
"3284","2923","256677","7","24"
"3287","686","258563","5","3"
"3288","1452","52593","7","24"
"3289","9206","296631","5","10"
"3290","6504","273237","7","10"
"3292","8685","53991","120","8"
"3293","12318","175613","7","4"
"3294","9841","300514","3","12"
"3295","12269","295858","3","12"
"3297","8675","51027","2","12"
"3298","1459","222753","365","24"
"3299","9767","297118","3","2"
"3300","11273","161513","6","3.5"
"3302","6961","212685","4","5"
"3303","8907","157072","3","4.5"
"3306","9673","17718","7","10"
"3307","2755","281016","4","24"
"3308","4041","104804","5","2"
"3311","9790","272632","7","8"
"3312","1634","98074","7","9"
"3315","12201","294766","7","24"
"3316","4281","261724","2","24"
"3318","3668","282882","7","24"
"3320","8645","301344","7","24"
"3324","2001","267195","7","24"
"3325","8159","72289","6","10"
"3331","6268","119288","7","2"
"3332","10553","192773","7","12"
"3333","12344","178663","7","24"
"3334","10144","301530","5","6"
"3335","6636","115293","5","12"
"3339","13306","191963","NSS","NSS"
"3340","9423","120018","4","5"
"3341","10564","193011","3","1"
"3342","5985","144644","3","7"
"3343","4063","216552","6","14.97"
"3344","6884","301199","7","24"
"3346","7660","276123","7","0.875"
"3347","10282","282281","1","4"
"3352","6700","301157","7","24"
"3353","12694","195825","6","5"
"3354","6874","118467","7","24"
"3355","3601","261891","5","6"
"3356","12645","302094","1","3"
"3357","9749","14806","7","12"
"3358","1562","270544","3","7"
"3359","6996","96952","7","18"
"3360","6689","301373","7","10"
"3361","9199","205367","1","6"
"3362","10201","158384","2","3"
"3363","9487","211594","1","6"
"3364","11133","152307","7","24"
"3365","4045","101966","7","24"
"3366","10645","191031","2","4"
"3367","1670","280553","7","24"
"3369","1194","300919","7","20"
"3370","5561","277819","5","7"
"3371","9525","211321","1","6"
"3373","10003","158218","7","4"
"3374","8767","150061","4","6"
"3377","12537","180425","7","12"
"3378","9331","202662","1","2"
"3379","8841","55155","4","24"
"3380","10280","282265","2","8"
"3381","6690","115582","3","6"
"3383","8207","96525","3","1"
"3388","2541","143776","6","20"
"3389","6771","115852","7","8"
"3391","452","219238","5","7"
"3392","9607","16824","7","9"
"3393","11346","205318","2","12"
"3395","3022","100499","7","24"
"3396","891","28566","7","84"
"3401","8820","154149","1","10"
"3402","8910","17349","7","6"
"3403","1821","142328","3","3"
"3404","8010","147114","7","3"
"3412","453","217291","7","17"
"3413","6284","119107","7","8"
"3416","4881","271985","6","24"
"3418","1295","258156","5","4"
"3419","2661","142517","7","24"
"3420","9563","205840","7","4"
"3421","6050","272233","365","10"
"3422","10714","191691","3","6"
"3424","9683","204747","1","10"
"3425","8312","105422","2","12"
"3428","4563","42358","7","2"
"3429","2223","227414","7","12"
"3432","10739","18530","7","4"
"3434","4961","272613","5","14"
"3436","6463","227851","7","24"
"3438","4007","99711","7","12"
"3442","11324","156888","6","6"
"3443","379","14547","7","24"
"3444","376","11795","3","10"
"3447","12045","188210","7","20"
"3450","7644","267085","7","6"
"3452","6778","115972","7","24"
"3453","11788","116921","7","24"
"3455","397","10882","7","12"
"3458","6362","233828","365","24"
"3462","10372","161079","3","24"
"3463","1611","282037","4","3"
"3464","1333","265119","3","5"
"3465","691","261319","2","12"
"3466","11139","189684","4","5"
"3467","4841","271634","7","10"
"3468","6142","119837","3","1"
"3469","1933","263670","8","10"
"3470","6631","115219","4","8"
"3472","1355","215846","7","12"
"3473","5546","264301","7","12"
"3474","10926","279714","2","10"
"3475","9528","203769","2","2"
"3476","9792","273111","2","3"
"3477","8678","51417","7","24"
"3478","8610","41700","7","24"
"3479","11295","96293","7","12"
"3480","6221","119210","4","11"
"3484","1458","213231","7","12"
"3485","8418","301520","7","12"
"3486","10569","193262","3","12"
"3488","9848","149923","7","20"
"3489","9606","1278","7","12"
"3490","10581","190200","3","3"
"3491","11093","195041","7","24"
"3493","6765","115780","7","8"
"3494","1284","46007","4","45"
"3495","9568","209070","2","2"
"3496","1274","143400","1","7"
"3497","10266","281638","7","18"
"3498","9338","203089","7","24"
"3502","8880","297805","7","20"
"3505","6277","117043","3","6"
"3509","9771","260653","7","20"
"3511","6561","115115","365","24"
"3512","6923","301400","7","24"
"3513","8818","106173","7","24"
"3514","381","14669","7","12"
"3516","689","259957","7","24"
"3517","1353","267226","7","23"
"3518","2943","257869","7","6"
"3519","5986","144745","2","3"
"3520","6790","116300","7","18"
"3521","2923","256403","7","24"
"3524","686","258561","5","3"
"3525","1452","52600","7","24"
"3526","9206","296673","3","15"
"3527","6504","273229","7","10"
"3529","8685","53325","120","8"
"3530","12318","175670","3","4"
"3531","9841","300511","4","12"
"3532","12269","295859","7","24"
"3534","8675","50979","2","8"
"3535","1459","222745","365","24"
"3536","9767","297115","3","2"
"3537","11273","161540","5","3.5"
"3539","6961","212620","3","5"
"3540","8907","157055","7","24"
"3542","9673","17669","7","10"
"3543","4041","104936","2","4"
"3548","13306","191932","NSS","NSS"
"3549","9423","120009","7","24"
"3550","10564","192946","2","2"
"3551","5985","144608","3","7"
"3552","4063","216556","",""
"3553","6884","301199","7","0.5"
"3555","7660","276124","6","0.5"
"3556","10282","282260","1","6"
"3561","6700","115676","7","24"
"3562","12694","195666","6","5"
"3563","6874","118480","7","24"
"3564","3601","261851","5","6"
"3565","12645","183446","2","3"
"3566","9749","14807","7","18"
"3567","1562","270608","3","7"
"3568","6996","96928","7","18"
"3569","6689","301373","3","7"
"3570","9199","205414","1","6"
"3571","10201","158382","2","3"
"3572","9487","211629","1","6"
"3573","11133","152300","7","24"
"3574","4045","102014","7","24"
"3575","10645","191038","2","4"
"3576","1670","280554","7","24"
"3578","1194","300919","7","20"
"3579","5561","277791","5","7"
"3580","9525","211306","1","6"
"3582","10003","158299","7","24"
"3583","8767","150076","2","8"
"3584","6690","115580","4","4"
"3586","8207","96536","3","1"
"3591","2541","143777","3","24"
"3592","6771","115855","4","4"
"3594","452","219240","5","8"
"3595","9607","16825","7","3"
"3596","11346","205329","6","12"
"3598","3022","100500","7","24"
"3599","891","28558","7","84"
"3604","8820","154143","1","2"
"3605","8910","17353","7","6"
"3606","1821","142334","3","3"
"3614","453","217320","7","17"
"3615","6284","119056","7","24"
"3616","10458","301639","NA","7"
"3619","4881","272012","1","24"
"3621","1295","258142","4","3"
"3622","2661","142517","7","24"
"3623","9563","205862","7","4"
"3624","6050","272151","365","2"
"3625","10714","191707","3","6"
"3627","9683","204758","1","10"
"3628","8312","105426","3","12"
"3631","4563","42346","7","2"
"3632","2223","227077","7","18"
"3635","10739","18531","7","4"
"3637","4961","272470","5","14"
"3639","6463","227828","7","24"
"3641","4007","99683","7","12"
"3645","11324","156983","6","6"
"3646","379","14107","7","22"
"3647","376","11818","3","10"
"3650","12045","188214","7","20"
"3653","7644","267079","7","5"
"3655","6778","115969","5","6"
"3656","11788","116921","7","24"
"3658","397","10862","7","10"
"3661","6362","233852","365","24"
"3665","10372","161080","7","24"
"3666","1611","282038","4","3"
"3667","1333","265132","3","5"
"3668","691","261329","2","12"
"3669","11139","189682","4","5"
"3670","4841","271544","7","5"
"3671","6142","119832","3","1"
"3672","1933","263639","3","10"
"3673","6631","115191","2","8"
"3675","1355","215850","7","12"
"3676","5546","264315","7","12"
"3677","10926","280000","1","8"
"3678","9528","203913","2","2"
"3679","9792","273099","2","3"
"3680","8678","51446","7","24"
"3681","8610","41683","7","24"
"3682","11295","96256","7","12"
"3683","6221","119208","6","12"
"3687","1458","213292","7","12"
"3688","8418","301520","7","4"
"3689","10569","193276","3","15"
"3691","9848","149904","7","20"
"3692","9606","1275","7","12"
"3693","10581","190202","3","3"
"3694","11093","195114","7","24"
"3696","6765","115784","7","8"
"3697","1284","45953","2","24"
"3698","9568","208987","2","10"
"3699","1274","143373","2","14"
"3700","10266","281626","7","18"
"3701","9338","203071","7","24"
"3705","8880","297711","7","20"
"3708","6277","117057","3","6"
"3712","9771","260658","7","20"
"3714","6561","115111","365","24"
"3715","6923","301400","4","7"
"3716","8818","106184","7","24"
"3717","381","14588","7","12"
"3719","689","259959","7","24"
"3720","1353","267228","7","23"
"3721","2943","257672","7","6"
"3722","5986","144774","1","3"
"3723","6790","116273","7","18"
"3724","2923","256422","7","24"
"3727","686","258574","5","3"
"3728","1452","52599","7","24"
"3729","9206","296639","7","12"
"3730","6504","273218","7","12"
"3732","13306","191945","NSS","NSS"
"3733","9423","120030","4","12"
"3734","10564","192966","2","3"
"3735","5985","144739","3","7"
"3736","4063","216558","6","16.84"
"3737","6884","301199","7","24"
"3739","7660","276125","6","0.5"
"3740","10282","282263","2","6"
"3745","6700","115681","2","24"
"3746","12694","195675","6","5"
"3747","6874","118482","7","24"
"3748","3601","262015","5","6"
"3749","12645","183417","1","3"
"3750","9749","14808","7","18"
"3751","1562","270538","7","24"
"3752","6996","96912","7","18"
"3753","6689","301373","3","7"
"3754","9199","205368","1","6"
"3755","10201","158362","2","3"
"3756","9487","211665","1","6"
"3757","11133","152396","7","7"
"3758","4045","102084","7","24"
"3759","10645","191037","2","3"
"3760","1670","280524","7","24"
"3762","5561","277806","5","7"
"3763","9525","211344","2","5"
"3764","6690","115621","4","6"
"3766","8207","96557","6","1"
"3771","2541","143778","7","8"
"3772","6771","115856","4","4"
"3774","452","219219","5","8"
"3775","9607","16783","7","6"
"3776","11346","205335","6","12"
"3778","3022","100501","7","17"
"3779","891","28945","7","84"
"3784","8820","154105","6","2"
"3785","8910","17357","7","4"
"3786","1821","142345","3","3"
"3794","453","217344","7","18"
"3795","6284","119060","7","24"
"3798","4881","272100","6","24"
"3800","1295","258147","4","4"
"3801","2661","301433","7","10"
"3802","9563","205816","7","4"
"3803","6050","272152","365","10"
"3804","10714","191721","3","6"
"3806","9683","204779","1","10"
"3807","8312","105429","7","11"
"3810","4563","42384","7","2"
"3811","2223","227162","2","12"
"3814","10739","18471","7","4"
"3816","4961","272480","5","14"
"3818","6463","227754","7","24"
"3820","4007","99631","7","12"
"3824","11324","156918","4","5"
"3825","379","13883","7","22"
"3826","376","11821","7","24"
"3829","12045","188218","7","20"
"3832","7644","267084","7","6"
"3834","6778","115974","7","24"
"3835","11788","116921","7","12"
"3837","397","11752","7","10"
"3840","6362","233864","365","24"
"3844","10372","161083","7","24"
"3845","1611","282040","1","2"
"3846","1333","265136","3","6"
"3847","691","261332","2","12"
"3848","11139","189683","4","5"
"3849","4841","271574","7","7"
"3850","6142","119858","3","1"
"3851","1933","263655","8","24"
"3852","6631","115196","2","8"
"3854","1355","215902","7","12"
"3855","5546","264318","7","12"
"3856","10926","279712","1","24"
"3857","9528","203863","2","2"
"3858","8678","51419","7","24"
"3859","8610","41704","7","24"
"3860","11295","96432","7","12"
"3861","6221","119189","6","19"
"3865","1458","213203","7","12"
"3866","8418","301520","7","4"
"3867","10569","193277","3","15"
"3869","9848","149928","7","20"
"3870","9606","1288","4","12"
"3871","10581","190198","3","3"
"3872","11093","195033","7","24"
"3874","6765","115786","7","8"
"3875","1284","46812","1","12"
"3876","9568","209036","2","7"
"3877","1274","301451","4","4"
"3878","10266","281636","7","18"
"3879","9338","203094","7","24"
"3883","8880","297828","7","20"
"3886","6277","117067","3","6"
"3889","9771","260650","7","20"
"3891","6561","115116","365","18"
"3892","6923","301400","7","6"
"3893","8818","106176","7","24"
"3894","381","14658","7","24"
"3896","689","259978","7","24"
"3897","1353","267209","7","23"
"3898","2943","257643","7","24"
"3900","13306","191836","NSS","NSS"
"3901","9423","120031","5","3"
"3902","10564","192952","1","2"
"3903","5985","144774","3","7"
"3904","4063","216613","6","16.84"
"3905","6884","301199","7","24"
"3907","7660","276127","5","0.42"
"3908","10282","282280","2","6"
"3913","6700","115717","1","24"
"3914","12694","195719","6","5"
"3915","6874","118510","7","24"
"3916","3601","261901","4","5"
"3917","12645","183507","2","3"
"3918","9749","14811","7","10"
"3919","1562","270548","7","24"
"3920","6996","96938","7","18"
"3921","6689","301373","3","7"
"3922","9199","205396","7","24"
"3923","10201","158394","2","3"
"3924","9487","211589","1","6"
"3925","11133","152397","7","10"
"3926","4045","102161","7","24"
"3927","10645","191035","2","3"
"3928","1670","280585","7","24"
"3930","5561","278305","5","7"
"3931","6690","115584","7","6"
"3933","8207","96537","3","1"
"3938","2541","143779","4","24"
"3939","6771","115887","4","4"
"3941","452","219241","5","7"
"3942","9607","16785","7","24"
"3943","11346","205355","3","10"
"3945","3022","100502","7","17"
"3946","891","28581","7","84"
"3951","8820","154147","6","2"
"3952","8910","17355","7","6"
"3960","453","217732","7","19"
"3961","6284","119043","7","24"
"3963","4881","272063","6","24"
"3965","1295","258143","4","4"
"3966","2661","142512","7","24"
"3967","9563","205826","7","4"
"3968","6050","272154","365","15"
"3969","10714","191688","4","6"
"3971","9683","204726","1","10"
"3972","8312","105416","7","10"
"3975","4563","42385","7","2"
"3976","2223","227236","7","24"
"3979","10739","18428","7","4"
"3981","4961","272514","5","14"
"3983","6463","227937","7","24"
"3985","4007","99632","7","12"
"3989","11324","156892","7","10"
"3990","379","13899","7","22"
"3991","376","11851","7","24"
"3994","12045","188219","7","20"
"3997","7644","267090","7","4"
"3999","6778","115960","5","6"
"4000","11788","116921","7","12"
"4002","397","11481","7","12"
"4005","6362","233854","365","24"
"4009","10372","161084","7","24"
"4010","1611","282046","4","3"
"4011","1333","265115","3","7"
"4012","691","261336","2","12"
"4013","11139","189679","4","5"
"4014","4841","271571","4","6"
"4015","6142","119840","3","1"
"4016","1933","263638","8","24"
"4017","6631","115217","7","8"
"4019","1355","215856","7","12"
"4020","5546","264294","7","12"
"4021","10926","279722","2","16"
"4022","9528","203694","2","3"
"4023","9792","273101","2","3"
"4024","8678","51431","7","24"
"4025","8610","41688","7","24"
"4026","11295","96294","7","12"
"4027","6221","119185","3","4"
"4031","1458","213252","7","12"
"4032","8418","301520","7","4"
"4033","10569","193283","3","15"
"4035","9848","149927","7","20"
"4036","9606","1276","7","12"
"4037","10581","190206","3","3"
"4038","11093","195054","7","24"
"4040","6765","115788","7","8"
"4041","1284","46258","1","24"
"4042","9568","208952","2","2"
"4043","1274","143388","3","5"
"4044","10266","281634","7","18"
"4045","9338","203096","7","24"
"4049","8880","297803","7","20"
"4052","6277","117067","3","6"
"4054","13306","191846","NSS","NSS"
"4055","9423","120016","3","4"
"4056","10564","192953","1","3"
"4057","4063","216560","6","12.01"
"4058","6884","301199","7","24"
"4060","7660","276136","2","0.5"
"4061","10282","282296","2","6"
"4065","6700","115732","1","24"
"4066","12694","195759","6","5"
"4067","6874","118511","7","24"
"4068","3601","261894","5","6"
"4069","12645","183508","2","3"
"4070","9749","14809","7","18"
"4071","1562","270661","7","12"
"4072","6996","96935","7","18"
"4073","6689","301373","3","7"
"4074","9199","205401","7","24"
"4075","10201","158380","2","3"
"4076","9487","211591","1","6"
"4077","11133","152319","7","17.5"
"4078","6690","115637","2","8"
"4080","8207","96515","3","1"
"4084","2541","143781","7","9"
"4085","6771","115918","4","4"
"4087","452","219243","5","7"
"4088","9607","300714","7","6"
"4089","11346","205332","3","6"
"4091","3022","100503","7","12"
"4092","891","28532","7","84"
"4097","8820","154131","6","2"
"4098","8910","17354","7","2"
"4106","453","217325","7","17"
"4107","6284","119041","7","24"
"4109","4881","272020","1","18"
"4111","1295","258145","5","4"
"4112","2661","142517","7","24"
"4113","9563","205835","7","4"
"4114","6050","272158","365","12"
"4115","10714","191712","3","6"
"4117","9683","204713","5","8"
"4118","8312","105461","3","14"
"4121","4563","42388","7","2"
"4122","2223","227176","7","24"
"4125","10739","18468","7","4"
"4127","4961","272518","5","14"
"4129","6463","227942","7","24"
"4131","4007","99650","7","16"
"4135","11324","156885","7","18"
"4136","379","14222","7","24"
"4137","376","11838","7","4"
"4140","12045","188224","7","20"
"4143","7644","267081","7","4"
"4145","6778","115963","7","24"
"4146","11788","116921","7","12"
"4148","397","10866","7","12"
"4151","6362","233844","365","24"
"4155","10372","161087","3","24"
"4156","1611","282047","4","3"
"4157","1333","265129","4","5"
"4158","691","261315","6","12"
"4159","11139","189701","4","5"
"4160","4841","271594","4","20"
"4161","6142","119834","3","1"
"4162","1933","263648","8","24"
"4163","6631","115228","7","8"
"4165","1355","215857","7","12"
"4166","5546","264333","7","12"
"4167","10926","279757","2","16"
"4168","9528","203854","6","24"
"4169","9792","273117","2","3"
"4170","8678","51430","7","24"
"4171","8610","41685","7","24"
"4172","11295","96191","7","12"
"4173","6221","119180","4","9"
"4177","1458","213182","7","12"
"4178","8418","301520","7","4"
"4179","10569","193284","3","12"
"4181","9848","149926","7","20"
"4182","9606","1268","4","12"
"4183","10581","190196","4","4"
"4185","13306","191852","NSS","NSS"
"4186","9423","120011","7","24"
"4187","10564","192956","2","2"
"4188","4063","216562","6","14"
"4189","6884","301199","7","24"
"4191","7660","276155","6","0.5"
"4192","10282","282251","2","8"
"4196","6700","115718","5","24"
"4197","12694","195761","6","5"
"4198","6874","118484","7","24"
"4199","3601","261903","5","6"
"4200","12645","183492","1","3"
"4201","9749","14810","7","18"
"4202","1562","270663","3","3"
"4203","6996","96988","7","18"
"4204","6689","301373","3","7"
"4205","9199","205392","2","2"
"4206","6690","115605","2","4"
"4208","8207","96524","3","1"
"4211","2541","143782","3","24"
"4212","6771","115869","4","4"
"4214","452","219242","5","7"
"4215","9607","16781","7","4"
"4216","11346","205316","6","10"
"4218","3022","100504","7","6"
"4219","891","28511","7","84"
"4231","453","217279","7","17"
"4232","6284","119041","7","24"
"4234","4881","272069","3","24"
"4236","1295","258164","3","3"
"4237","2661","142519","7","24"
"4238","9563","205858","7","4"
"4239","6050","272171","365","12"
"4240","10714","191697","4","5"
"4242","9683","204716","5","8"
"4243","8312","105436","3","8"
"4246","4563","42373","7","2"
"4247","2223","227177","7","12"
"4250","10739","18462","7","4"
"4252","4961","272614","5","14"
"4254","6463","227919","7","24"
"4256","4007","99691","7","12"
"4260","11324","157003","7","11"
"4261","379","13891","7","22"
"4262","376","12097","3","3"
"4265","12045","188230","7","14"
"4268","7644","267045","7","4"
"4270","6778","115987","3","6"
"4271","11788","116921","7","12"
"4273","397","10846","7","12"
"4276","6362","233819","365","24"
"4280","10372","161090","7","24"
"4281","1611","282034","4","3"
"4282","1333","265134","4","5"
"4283","691","261331","2","12"
"4284","11139","189685","4","5"
"4285","4841","271561","4","20"
"4286","6142","119843","3","1"
"4287","1933","263645","8","24"
"4288","6631","115205","7","8"
"4290","1355","215890","7","12"
"4291","5546","264295","7","12"
"4292","10926","279783","2","16"
"4293","9528","203741","6","24"
"4294","9792","273109","2","3"
"4295","8678","51407","7","24"
"4296","8610","41686","7","24"
"4297","11295","96383","7","12"
"4298","6221","119177","4","10"
"4301","9423","120074","7","24"
"4302","10564","192945","2","2"
"4303","4063","216569","6","14"
"4304","6884","301199","7","24"
"4306","7660","276161","6","0.5"
"4307","10282","282264","1","6"
"4311","6700","115686","5","24"
"4312","12694","195763","6","5"
"4313","6874","118488","7","24"
"4314","3601","261924","4","5"
"4315","12645","183449","2","3"
"4316","9749","14888","7","12"
"4317","1562","270569","6","10"
"4318","6996","96941","7","18"
"4319","6689","301373","3","7"
"4320","6690","115645","4","3"
"4322","8207","96520","3","1"
"4325","2541","143788","3","20"
"4326","6771","115852","5","6"
"4328","452","219250","5","9"
"4329","9607","16924","7","8"
"4330","11346","205336","6","10"
"4332","3022","100505","7","6"
"4333","891","28557","7","84"
"4345","453","217301","7","9"
"4346","6284","119059","7","24"
"4348","4881","272024","2","24"
"4350","1295","258149","3","3"
"4351","2661","301433","7","24"
"4352","9563","205922","7","4"
"4353","6050","272281","365","12"
"4354","10714","191699","4","6"
"4356","9683","204717","5","8"
"4357","8312","105423","3","14"
"4360","4563","42344","7","2"
"4361","2223","227134","7","24"
"4364","10739","18418","7","4"
"4366","4961","272590","5","14"
"4368","6463","228062","7","24"
"4370","4007","99654","7","16"
"4374","11324","156914","3","6"
"4375","379","13934","7","22"
"4376","376","11824","7","3"
"4379","12045","188231","7","20"
"4382","7644","267087","7","4"
"4384","6778","115966","3","6"
"4385","11788","116921","7","12"
"4387","397","10888","7","12"
"4389","6362","234156","365","24"
"4393","10372","161091","7","24"
"4394","1611","282050","4","3"
"4395","1333","265114","6","5"
"4396","691","261334","2","12"
"4397","11139","189681","4","5"
"4398","4841","271615","4","20"
"4399","6142","119841","3","1"
"4400","1933","263727","3","12"
"4401","6631","115204","7","8"
"4403","1355","215864","7","12"
"4404","5546","264297","7","12"
"4405","9528","203691","3","5"
"4406","9792","273113","2","3"
"4407","8610","41692","7","24"
"4408","11295","96151","7","12"
"4409","6221","119192","7","24"
"4411","9423","120104","3","4"
"4412","10564","192965","2","3"
"4413","4063","216635","6","14"
"4414","6884","118549","7","24"
"4416","7660","276639","3","0.5"
"4417","10282","282246","2","8"
"4421","6700","115724","5","24"
"4422","12694","195768","6","5"
"4423","6874","118507","7","18"
"4424","3601","261865","4","5"
"4425","12645","183488","1","3"
"4426","9749","14886","7","12"
"4427","1562","270568","6","10"
"4428","6996","96937","7","18"
"4429","6689","301373","3","7"
"4430","6690","115587","3","12"
"4432","8207","96530","3","1"
"4435","2541","143790","3","24"
"4436","6771","115863","6","4"
"4438","452","219251","5","7"
"4439","9607","16872","7","5"
"4440","11346","205337","6","10"
"4442","3022","100507","7","17"
"4443","891","28713","7","84"
"4455","453","217424","7","18"
"4456","6284","119041","7","8"
"4458","4881","272065","1","24"
"4460","1295","258184","3","3"
"4461","2661","301433","7","24"
"4462","9563","205876","7","4"
"4463","6050","272184","365","10"
"4464","10714","191689","4","6"
"4466","9683","204725","5","8"
"4467","8312","105441","7","1"
"4470","4563","42351","7","2"
"4471","2223","302618","7","24"
"4474","10739","18487","7","4"
"4476","4961","272516","5","14"
"4478","6463","228241","7","24"
"4480","4007","99665","7","16"
"4484","11324","156895","7","14"
"4485","379","13886","7","12"
"4486","376","11831","7","4"
"4489","12045","188240","7","20"
"4492","7644","267052","7","5"
"4494","6778","115988","3","6"
"4495","11788","117016","6","12"
"4497","397","10832","7","24"
"4499","6362","234199","365","24"
"4503","10372","161097","7","24"
"4504","1333","265140","3","4"
"4505","691","261335","2","12"
"4506","11139","189671","4","5"
"4507","4841","271567","4","24"
"4508","1933","263671","3","12"
"4510","1355","215865","7","12"
"4512","10564","192961","1","3"
"4513","4063","216563","6","18"
"4514","6884","301199","7","24"
"4516","7660","276171","3","0.5"
"4517","10282","282245","2","6"
"4521","6700","115725","5","24"
"4522","12694","195724","6","5"
"4523","6874","118487","7","24"
"4524","3601","261959","5","6"
"4525","12645","183485","1","3"
"4526","9749","14799","7","24"
"4527","1562","270543","6","10"
"4528","6996","96920","7","18"
"4530","8207","96548","3","1"
"4533","2541","143792","3","24"
"4534","6771","115864","4","2"
"4536","452","219504","6","9"
"4537","9607","16806","7","6"
"4538","11346","205338","6","10"
"4540","3022","100508","7","17"
"4541","891","28570","7","84"
"4552","453","217300","7","12"
"4553","6284","119041","7","24"
"4555","4881","272131","1","24"
"4557","1295","258141","3","4"
"4558","2661","142517","7","24"
"4559","9563","205852","7","4"
"4560","6050","272176","365","10"
"4561","10714","191702","2","6"
"4563","9683","204728","5","8"
"4564","8312","105615","7","7"
"4567","4563","42352","7","2"
"4568","2223","227178","7","24"
"4571","10739","18460","7","4"
"4573","4961","272500","5","14"
"4575","6463","227757","7","24"
"4577","4007","99661","7","10"
"4581","11324","157047","7","18"
"4582","379","300709","7","24"
"4583","376","11856","7","24"
"4586","12045","188241","7","22"
"4589","7644","267056","7","8"
"4591","6778","115986","3","6"
"4592","11788","117009","6","12"
"4594","397","10851","7","12"
"4596","6362","233846","365","24"
"4600","10372","161100","7","24"
"4602","4063","216568","6","11"
"4603","6884","301199","7","24"
"4605","7660","276179","2","0.5"
"4609","6700","115726","7","24"
"4610","12694","195722","6","5"
"4611","6874","118490","7","18"
"4612","3601","262117","5","6"
"4613","12645","183484","2","3"
"4614","9749","14802","7","20"
"4615","1562","270615","7","12"
"4617","8207","96543","3","1"
"4620","2541","143794","7","24"
"4621","6771","115865","4","4"
"4623","452","219256","6","9"
"4624","9607","16787","7","8"
"4625","11346","205339","6","10"
"4627","3022","100509","7","17"
"4628","891","28588","4","12"
"4639","453","217328","7","24"
"4640","6284","119057","7","21"
"4641","4881","272052","2","24"
"4643","1295","258154","3","3"
"4644","2661","142541","7","24"
"4645","9563","302535","7","4"
"4646","6050","272175","365","10"
"4647","10714","191713","3","6"
"4649","9683","204729","5","8"
"4650","8312","105475","7","3"
"4653","4563","42359","7","2"
"4654","2223","227129","7","24"
"4657","10739","18525","7","4"
"4659","4961","272571","5","14"
"4661","6463","227759","7","24"
"4663","4007","99695","7","16"
"4667","11324","156880","7","9"
"4668","379","13877","7","24"
"4669","376","11791","7","2"
"4672","12045","188251","7","5"
"4675","7644","267083","7","14"
"4677","6778","115967","3","6"
"4678","11788","116968","6","12"
"4680","4063","216571","6","14"
"4681","6884","301199","7","24"
